"의료기관시도별","보험급여별","수술종류별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"경기","계","제왕절개수술","수술건수[건]","건","34981","41674","40377","38891","41755","42041","44278","40192","41650","43340","42155","39899","40011","39925","38359","39270","40962",
"경기","계","고관절 치환술","수술인원수[명]","명","873","940","989","1043","1111","1234","1282","1427","4865","4971","5277","5142","5456","5485","5542","5790","6208",
"경기","계","고관절 치환술","수술건수[건]","건","901","996","1026","1097","1153","1285","1356","1497","4999","5128","5480","5330","5653","5775","6177","6621","7195",
"경기","계","슬관절 치환술","수술인원수[명]","명","4609","5458","5555","6310","7187","7219","8236","8632","9056","9563","10410","10508","11302","12664","11295","12053","12940",
"경기","계","슬관절 치환술","수술건수[건]","건","4768","5698","5729","6580","7499","7538","8660","8993","9418","9896","10733","10871","11720","13080","12004","13002","14466",
"경기","계","유방 부분 절제술","수술인원수[명]","명","1577","1816","2061","1327","3577","3534","3724","3713","3419","3269","3461","4543","5965","6464","6407","7598","8229",
"경기","계","유방 부분 절제술","수술건수[건]","건","1582","1824","2068","1344","3668","3611","3819","3805","3507","3350","3537","4667","6148","6686","6716","8101","8605",
"경기","계","유방 전 절제술","수술인원수[명]","명","3318","3565","3463","4592","2220","2547","3240","3434","3694","3634","2766","3236","1811","2248","2131","2655","3048",
"경기","계","유방 전 절제술","수술건수[건]","건","3413","3703","3547","4733","2243","2571","3268","3454","3713","3665","2785","3251","1818","2255","2148","2707","3076",
"경기","계","뇌기저부 수술","수술인원수[명]","명","71","60","42","44","23","33","34","40","57","66","74","54","43","31","37","22","20",
"경기","계","뇌기저부 수술","수술건수[건]","건","73","61","42","45","23","33","34","40","59","67","74","55","43","32","46","23","23",
"경기","계","뇌종양 수술","수술인원수[명]","명","530","634","585","720","726","749","861","880","888","991","1064","1195","902","1071","1022","1257","1292",
"경기","계","뇌종양 수술","수술건수[건]","건","532","647","590","740","749","771","898","909","912","1032","1106","1230","922","1106","1091","1397","1406",
"경기","계","위 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","2710","2894","2434","2986","2929","3110","3029","2872","3038","3011","3392","3203","3063","2886","2903","3130","3176",
"경기","계","위 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","2714","2912","2447","2996","2937","3114","3043","2886","3049","3023","3408","3215","3086","2925","2960","3252","3306",
"경기","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","623","689","656","791","797","854","941","983","997","1112","1190","1204","1288","1321","1433","1291","1338",
"경기","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","624","695","658","796","801","861","946","994","1003","1120","1201","1218","1300","1353","1506","1389","1400",
"경기","계","간색전술","수술인원수[명]","명","2840","3128","3174","3460","3912","3902","4057","4362","4475","4539","4657","4325","4393","4577","4453","4771","4742",
"경기","계","간색전술","수술건수[건]","건","4412","4830","4608","4927","5534","5223","5468","5713","5888","5983","6239","5682","5635","5803","5735","6194","6079",
"경기","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","3285","4357","5079","5977","6076","6358","6972","6833","4955","3763","4117","4112","4549","4829","4929","6306","6585",
"경기","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술건수[건]","건","3313","4411","5125","6030","6130","6415","7054","6897","5006","3807","4155","4147","4598","4881","5011","6598","6687",
"경기","계","선천성 심장기형 수술","수술인원수[명]","명","1022","1010","978","1127","1057","1568","1065","1181","1009","","","","","","","","",
"경기","계","선천성 심장기형 수술","수술건수[건]","건","1030","1027","997","1145","1067","1602","1095","1216","1017","","","","","","","","",
"경기","계","심장수술(관상동맥 우회수술 제외)","수술인원수[명]","명","","","","","","","","","","1091","1066","1140","1093","1080","1300","1381","1317",
"경기","계","심장수술(관상동맥 우회수술 제외)","수술건수[건]","건","","","","","","","","","","1104","1076","1153","1106","1102","1388","1489","1788",
"경기","계","순열 및 구개열 수술","수술인원수[명]","명","42","31","35","125","98","118","111","148","140","140","143","147","112","124","132","132","142",
"경기","계","순열 및 구개열 수술","수술건수[건]","건","43","31","36","127","101","120","112","151","142","144","144","152","112","130","135","135","144",
"경기","계","치핵 수술","수술인원수[명]","명","53969","55325","55273","56045","50743","45911","46780","45672","43058","40741","41207","41544","38856","39003","40050","39104","40037",
"경기","계","치핵 수술","수술건수[건]","건","55103","56692","56583","57550","51582","46221","47221","46148","43530","41228","42010","42611","39502","39501","40573","39651","40557",
"경기","계","내시경하 척추수술","수술인원수[명]","명","314","186","106","309","189","152","202","355","506","287","664","2007","2599","2845","2587","2820","3933",
"경기","계","내시경하 척추수술","수술건수[건]","건","326","193","106","312","190","152","204","358","511","292","672","2047","2649","2899","2648","2892","4002",
"경기","계","일반 척추수술","수술인원수[명]","명","13820","15338","18593","21700","25753","25728","29195","30035","31159","31570","32728","33889","35606","36200","37968","39916","40169",
"경기","계","일반 척추수술","수술건수[건]","건","14177","15860","19113","22360","26625","26585","30324","31292","32443","32814","34046","35312","37172","37790","39813","42281","42735",
"경기","계","내시경하 부비동 수술","수술인원수[명]","명","","","","7795","9138","10256","11715","10780","10688","10054","9788","10232","10323","10360","6401","6796","6698",
"경기","계","내시경하 부비동 수술","수술건수[건]","건","","","","8121","9550","10692","12334","11363","11152","10418","10081","10523","10604","10599","6757","7208","7068",
"경기","계","일반 부비동 수술","수술인원수[명]","명","5122","5162","5059","1439","1141","1033","1136","1146","1013","843","839","984","1240","584","474","456","405",
"경기","계","일반 부비동 수술","수술건수[건]","건","5445","5505","5396","1584","1236","1113","1218","1204","1049","925","974","1159","1383","602","489","484","424",
"경기","계","줄기세포이식술","수술인원수[명]","명","","","","","","","","","","","","","","","","","261",
"경기","계","줄기세포이식술","수술건수[건]","건","","","","","","","","","","","","","","","","","268",
"경기","건강보험","계","수술인원수[명]","명","224423","243180","243587","264345","270695","267128","279899","276658","279338","279059","287065","290655","296621","310706","296936","310237","321882",
"경기","건강보험","계","수술건수[건]","건","245180","266094","268778","294346","302548","301156","310144","307672","311666","313644","324841","331557","337646","357582","344300","366342","378087",
"경기","건강보험","백내장 수술","수술인원수[명]","명","31888","34917","38865","41577","46122","50033","48421","49996","52429","55494","58386","59654","63085","71302","65955","68103","70448",
"경기","건강보험","백내장 수술","수술건수[건]","건","43344","47506","53522","57623","64506","70730","68305","70508","74297","79035","83000","85283","91136","105067","97472","100898","104313",
"경기","건강보험","편도절제술(아데노이드 적출술 유무에 상관없이)","수술인원수[명]","명","8965","8845","8462","8885","8207","8575","9007","8971","8157","7469","8230","7755","7481","7841","5723","3741","3472",
"경기","건강보험","편도절제술(아데노이드 적출술 유무에 상관없이)","수술건수[건]","건","8996","8876","8493","8940","8261","8637","9088","9026","8199","7544","8361","8021","7611","7882","5828","3989","3543",
"경기","건강보험","경피적 관상동맥확장술 및 절제술","수술인원수[명]","명","455","484","626","691","745","765","882","949","974","913","1040","1091","1185","1389","1424","1713","1933",
"경기","건강보험","경피적 관상동맥확장술 및 절제술","수술건수[건]","건","461","491","636","704","764","781","896","969","989","931","1057","1118","1215","1433","1488","1839","2077",
"경기","건강보험","스텐트삽입술","수술인원수[명]","명","5090","5661","5963","6577","7456","7724","8386","8347","8935","8961","9833","10434","11163","11810","11311","12878","13279",
"경기","건강보험","스텐트삽입술","수술건수[건]","건","5218","5807","6099","6692","7596","7847","8567","8495","9105","9129","10055","10729","11397","12119","11856","14162","14479",
"경기","건강보험","관상동맥 우회수술","수술인원수[명]","명","505","553","568","627","551","483","550","530","646","772","794","781","764","846","790","872","968",
"경기","건강보험","관상동맥 우회수술","수술건수[건]","건","505","553","568","627","551","484","550","531","646","774","795","785","769","851","828","924","1199",
"경기","건강보험","심장 카테터 삽입술","수술인원수[명]","명","302","316","416","416","401","345","366","502","427","406","485","413","301","331","394","455","425",
"경기","건강보험","심장 카테터 삽입술","수술건수[건]","건","304","321","423","421","407","358","383","525","454","423","504","435","314","344","426","498","515",
"경기","건강보험","정맥류 결찰 및 제거수술","수술인원수[명]","명","3292","4473","710","4673","5531","5225","5419","4771","4354","3374","3221","3145","3086","3398","2771","2989","2841",
"경기","건강보험","정맥류 결찰 및 제거수술","수술건수[건]","건","3368","4596","1091","4791","5622","5316","5510","4850","4424","3437","3277","3197","3131","3477","2839","3063","2910",
"경기","건강보험","충수절제술","수술인원수[명]","명","20577","21409","19252","21524","21327","20881","22147","21423","20702","20011","19711","18893","17994","18107","17147","17481","17067",
"경기","건강보험","충수절제술","수술건수[건]","건","20593","21417","19286","21555","21336","20980","22184","21457","20717","20258","20817","20369","18376","18164","17762","19108","17997",
"경기","건강보험","심박조율장치의 삽입,교체,제거 및 교정","수술인원수[명]","명","1221","1324","1171","1162","660","615","1195","1432","1614","1666","1741","1868","1893","2090","2049","2778","3066",
"경기","건강보험","심박조율장치의 삽입,교체,제거 및 교정","수술건수[건]","건","1250","1352","1194","1194","676","631","1228","1466","1681","1732","1828","1951","1955","2175","2189","3031","3516",
"경기","건강보험","담낭절제술(복강경적 담낭절제술 포함)","수술인원수[명]","명","5312","5660","6019","7806","8451","8986","10054","10442","10333","10847","12173","13641","14589","15509","15831","17146","18181",
"경기","건강보험","담낭절제술(복강경적 담낭절제술 포함)","수술건수[건]","건","5313","5664","6021","7815","8465","8998","10087","10466","10362","10879","12203","13685","14646","15611","16326","18239","18951",
"경기","건강보험","내시경 및 경피적 담도수술","수술인원수[명]","명","2416","2647","2756","3185","3669","3878","4110","4354","4481","5116","5566","5641","6234","6435","6668","8990","9774",
"경기","건강보험","내시경 및 경피적 담도수술","수술건수[건]","건","2556","2812","2958","3544","4079","4301","4604","4924","5140","5885","6395","6640","7371","7776","8406","12261","13024",
"경기","건강보험","서혜 및 대퇴 허니아 수술","수술인원수[명]","명","6243","5988","5924","6017","6275","6112","6243","6168","5820","5697","5622","5575","5851","5682","5164","5443","5606",
"경기","건강보험","서혜 및 대퇴 허니아 수술","수술건수[건]","건","6322","6068","5998","6115","6360","6192","6322","6248","5907","5834","5918","6074","6038","5775","5298","5675","5745",
"경기","건강보험","경요도 전립선 절제술","수술인원수[명]","명","721","684","765","950","944","1053","1373","1618","1664","1644","1702","1727","1708","1836","1689","1750","1923",
"경기","건강보험","경요도 전립선 절제술","수술건수[건]","건","725","693","773","958","950","1058","1386","1637","1678","1664","1721","1743","1725","1876","1735","1835","2001",
"경기","건강보험","전립선 절제술","수술인원수[명]","명","430","431","303","388","341","405","418","414","325","196","199","212","257","270","260","263","234",
"경기","건강보험","전립선 절제술","수술건수[건]","건","430","431","303","389","341","405","418","414","325","199","199","213","258","272","268","272","239",
"경기","건강보험","자궁절제술","수술인원수[명]","명","16100","17104","17135","18101","14269","8528","8542","8011","7769","7653","8096","8110","8090","8148","7737","8310","8633",
"경기","건강보험","자궁절제술","수술건수[건]","건","16161","17157","17205","18181","14312","8540","8570","8028","7787","7699","8348","8774","8321","8172","7842","9034","8788",
"경기","건강보험","제왕절개수술","수술인원수[명]","명","34724","41387","40139","38580","41475","41772","44016","39931","41420","43129","41949","39533","39764","39712","38105","38577","40620",
"경기","건강보험","제왕절개수술","수술건수[건]","건","34800","41422","40199","38596","41491","41815","44043","39986","41444","43161","41982","39701","39844","39736","38198","39113","40828",
"경기","건강보험","고관절 치환술","수술인원수[명]","명","752","811","854","920","990","1099","1162","1295","4273","4408","4680","4562","4819","4884","4942","5146","5554",
"경기","건강보험","고관절 치환술","수술건수[건]","건","770","846","883","967","1027","1146","1227","1360","4387","4539","4854","4730","4993","5148","5530","5908","6465",
"경기","건강보험","슬관절 치환술","수술인원수[명]","명","4116","4915","4869","5667","6611","6682","7630","8039","8446","8949","9760","9900","10587","11879","10650","11403","12277",
"경기","건강보험","슬관절 치환술","수술건수[건]","건","4254","5080","5006","5906","6894","6968","8009","8353","8777","9248","10065","10222","10965","12266","11317","12313","13726",
"경기","건강보험","유방 부분 절제술","수술인원수[명]","명","1522","1750","1983","1292","3507","3462","3643","3642","3353","3208","3404","4448","5859","6353","6276","7444","8065",
"경기","건강보험","유방 부분 절제술","수술건수[건]","건","1527","1755","1990","1309","3597","3536","3735","3732","3440","3285","3479","4567","6038","6572","6577","7937","8432",
"경기","건강보험","유방 전 절제술","수술인원수[명]","명","3234","3485","3386","4460","2142","2466","3148","3329","3592","3525","2676","3133","1754","2179","2068","2576","2976",
"경기","건강보험","유방 전 절제술","수술건수[건]","건","3325","3612","3468","4597","2161","2487","3176","3348","3610","3554","2693","3148","1759","2185","2084","2622","2998",
"경기","건강보험","뇌기저부 수술","수술인원수[명]","명","67","53","42","43","23","32","32","38","55","64","73","51","42","30","35","19","19",
"경기","건강보험","뇌기저부 수술","수술건수[건]","건","68","54","42","44","23","32","32","38","56","65","73","51","42","31","44","20","22",
"경기","건강보험","뇌종양 수술","수술인원수[명]","명","503","601","542","676","688","721","829","850","866","949","1016","1148","849","1018","979","1201","1245",
"경기","건강보험","뇌종양 수술","수술건수[건]","건","505","611","547","694","709","742","865","878","887","985","1057","1182","867","1050","1044","1338","1354",
"경기","건강보험","위 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","2584","2757","2300","2831","2809","3013","2887","2750","2894","2895","3264","3076","2930","2747","2767","2992","3036",
"경기","건강보험","위 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","2588","2762","2313","2840","2817","3017","2899","2761","2903","2907","3280","3086","2950","2781","2817","3103","3153",
"경기","건강보험","간 부분 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","584","661","619","752","757","814","883","937","937","1059","1126","1135","1223","1259","1345","1235","1258",
"경기","건강보험","간 부분 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","585","665","621","757","760","821","888","947","942","1067","1137","1149","1235","1289","1412","1325","1317",
"경기","건강보험","간색전술","수술인원수[명]","명","2569","2849","2946","3223","3667","3662","3824","4085","4184","4258","4335","3980","4046","4244","4112","4382","4365",
"경기","건강보험","간색전술","수술건수[건]","건","3947","4343","4259","4561","5150","4855","5143","5317","5441","5565","5739","5199","5181","5338","5245","5656","5582",
"경기","건강보험","갑상선 수술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","3203","4255","4976","5870","5960","6254","6870","6706","4868","3686","4021","4036","4457","4721","4850","6221","6485",
"경기","건강보험","갑상선 수술(기타 질환에 의한 수술 포함)","수술건수[건]","건","3229","4293","5019","5921","6014","6311","6950","6769","4917","3726","4056","4070","4505","4770","4930","6507","6583",
"경기","건강보험","선천성 심장기형 수술","수술인원수[명]","명","927","927","910","1049","1000","1468","1005","1100","959","","","","","","","","",
"경기","건강보험","선천성 심장기형 수술","수술건수[건]","건","934","938","927","1066","1009","1501","1034","1131","967","","","","","","","","",
"경기","건강보험","심장수술(관상동맥 우회수술 제외)","수술인원수[명]","명","","","","","","","","","","1033","1004","1059","1026","1013","1209","1291","1227",
"경기","건강보험","심장수술(관상동맥 우회수술 제외)","수술건수[건]","건","","","","","","","","","","1046","1013","1072","1039","1032","1289","1392","1657",
"경기","건강보험","순열 및 구개열 수술","수술인원수[명]","명","41","30","34","118","94","114","107","145","138","137","139","143","110","121","127","130","140",
"경기","건강보험","순열 및 구개열 수술","수술건수[건]","건","42","30","35","119","97","116","108","148","140","141","140","148","110","127","130","133","142",
"경기","건강보험","치핵 수술","수술인원수[명]","명","53089","54386","54274","55040","49813","45209","46074","44980","42432","40173","40569","40913","38290","38450","39492","38569","39505",
"경기","건강보험","치핵 수술","수술건수[건]","건","54209","55668","55561","56524","50641","45512","46504","45447","42895","40656","41362","41972","38928","38942","40005","39109","40014",
"경기","건강보험","내시경하 척추수술","수술인원수[명]","명","310","180","104","300","184","151","196","350","503","284","656","1985","2564","2813","2542","2761","3860",
"경기","건강보험","내시경하 척추수술","수술건수[건]","건","322","185","104","303","185","151","198","353","508","289","662","2025","2614","2867","2602","2830","3928",
"경기","건강보험","일반 척추수술","수술인원수[명]","명","12877","14343","17479","20476","24370","24506","27789","28607","29687","29930","31081","32064","33808","34237","36023","37824","38046",
"경기","건강보험","일반 척추수술","수술건수[건]","건","13189","14707","17962","21075","25160","25302","28835","29768","30867","31082","32302","33351","35271","35704","37724","39961","40394",
"경기","건강보험","내시경하 부비동 수술","수술인원수[명]","명","","","","7642","8968","10064","11541","10603","10532","9909","9643","10049","10153","10195","6261","6636","6547",
"경기","건강보험","내시경하 부비동 수술","수술건수[건]","건","","","","7965","9375","10494","12152","11176","10991","10269","9934","10337","10431","10429","6606","7042","6911",
"경기","건강보험","일반 부비동 수술","수술인원수[명]","명","5020","5045","4943","1409","1118","1012","1112","1128","994","821","822","952","1192","571","463","441","394",
"경기","건강보험","일반 부비동 수술","수술건수[건]","건","5340","5379","5272","1553","1212","1092","1194","1184","1029","901","957","1126","1317","588","477","468","413",
"경기","건강보험","줄기세포이식술","수술인원수[명]","명","","","","","","","","","","","","","","","","","252",
"경기","건강보험","줄기세포이식술","수술건수[건]","건","","","","","","","","","","","","","","","","","258",
"경기","의료급여","계","수술인원수[명]","명","7058","7740","8098","8396","8073","7458","7800","7814","8233","8453","9247","9412","9591","10031","9585","10500","10644",
"경기","의료급여","계","수술건수[건]","건","8219","9789","9300","9736","9308","8645","8822","9013","9451","9787","10786","10941","11105","11689","11307","12725","12918",
"경기","의료급여","백내장 수술","수술인원수[명]","명","1426","1665","1687","1655","1523","1475","1413","1530","1480","1663","1922","1809","1865","1920","1662","1813","1987",
"경기","의료급여","백내장 수술","수술건수[건]","건","1879","2427","2267","2231","2054","2024","1921","2125","2063","2359","2727","2546","2635","2793","2377","2572","2813",
"경기","의료급여","편도절제술(아데노이드 적출술 유무에 상관없이)","수술인원수[명]","명","233","213","245","192","148","115","140","123","90","82","91","95","90","74","68","58","40",
"경기","의료급여","편도절제술(아데노이드 적출술 유무에 상관없이)","수술건수[건]","건","234","220","245","192","151","115","141","127","92","83","92","96","91","75","70","65","43",
"경기","의료급여","경피적 관상동맥확장술 및 절제술","수술인원수[명]","명","32","37","66","66","51","53","60","68","75","67","103","108","108","120","120","169","179",
"경기","의료급여","경피적 관상동맥확장술 및 절제술","수술건수[건]","건","33","42","67","67","52","53","60","69","80","69","107","109","108","122","129","186","205",
"경기","의료급여","스텐트삽입술","수술인원수[명]","명","300","383","425","405","460","514","522","495","466","513","630","685","725","730","765","927","898",
"경기","의료급여","스텐트삽입술","수술건수[건]","건","313","432","440","417","465","521","532","507","476","519","645","704","746","746","814","1056","987",
"경기","의료급여","관상동맥 우회수술","수술인원수[명]","명","48","55","36","42","39","39","37","43","42","65","46","57","56","51","68","74","63",
"경기","의료급여","관상동맥 우회수술","수술건수[건]","건","48","58","36","42","39","39","37","45","42","66","46","57","56","51","70","75","72",
"경기","의료급여","심장 카테터 삽입술","수술인원수[명]","명","36","43","32","37","37","34","21","39","31","31","38","31","27","31","30","36","28",
"경기","의료급여","심장 카테터 삽입술","수술건수[건]","건","39","49","33","37","39","36","21","40","31","32","40","32","29","31","30","40","32",
"경기","의료급여","정맥류 결찰 및 제거수술","수술인원수[명]","명","57","56","12","55","56","60","68","75","52","38","48","50","63","76","62","86","73",
"경기","의료급여","정맥류 결찰 및 제거수술","수술건수[건]","건","60","63","13","57","57","61","68","78","54","38","49","53","64","80","62","90","77",
"경기","의료급여","충수절제술","수술인원수[명]","명","608","650","601","579","561","509","556","466","474","451","486","419","401","369","392","379","335",
"경기","의료급여","충수절제술","수술건수[건]","건","608","713","602","582","561","511","557","467","474","452","491","421","407","372","421","419","370",
"경기","의료급여","심박조율장치의 삽입,교체,제거 및 교정","수술인원수[명]","명","125","122","110","100","61","56","88","133","132","115","141","160","156","202","172","235","246",
"경기","의료급여","심박조율장치의 삽입,교체,제거 및 교정","수술건수[건]","건","130","140","115","102","62","57","90","140","135","124","147","170","160","205","180","267","312",
"경기","의료급여","담낭절제술(복강경적 담낭절제술 포함)","수술인원수[명]","명","258","250","320","429","381","402","431","424","516","515","597","601","613","761","690","774","752",
"경기","의료급여","담낭절제술(복강경적 담낭절제술 포함)","수술건수[건]","건","258","275","320","430","382","403","434","429","519","518","602","607","616","769","727","833","813",
"경기","의료급여","내시경 및 경피적 담도수술","수술인원수[명]","명","196","205","224","246","299","291","300","303","351","374","411","410","444","496","493","728","758",
"경기","의료급여","내시경 및 경피적 담도수술","수술건수[건]","건","220","238","241","280","340","324","338","346","384","426","482","503","553","617","643","1009","991",
"경기","의료급여","서혜 및 대퇴 허니아 수술","수술인원수[명]","명","210","227","249","237","166","182","182","167","180","182","199","211","195","204","179","186","204",
"경기","의료급여","서혜 및 대퇴 허니아 수술","수술건수[건]","건","211","252","255","244","168","183","183","170","184","184","202","214","198","208","191","195","214",
"경기","의료급여","경요도 전립선 절제술","수술인원수[명]","명","41","40","54","49","63","46","75","74","93","80","80","92","103","119","91","108","116",
"경기","의료급여","경요도 전립선 절제술","수술건수[건]","건","41","43","54","49","63","47","76","74","94","86","81","97","104","121","96","112","125",
"경기","의료급여","전립선 절제술","수술인원수[명]","명","13","7","4","13","12","9","7","15","13","17","7","22","15","17","20","18","14",
"경기","의료급여","전립선 절제술","수술건수[건]","건","13","7","4","13","12","9","8","15","13","17","7","22","15","17","21","18","14",
"경기","의료급여","자궁절제술","수술인원수[명]","명","326","380","368","409","342","212","226","186","190","169","192","179","190","177","211","212","201",
"경기","의료급여","자궁절제술","수술건수[건]","건","329","421","368","412","342","212","226","189","190","170","192","179","192","178","217","233","203",
"경기","의료급여","제왕절개수술","수술인원수[명]","명","178","230","177","294","264","226","233","205","203","178","173","196","166","189","160","152","132",
"경기","의료급여","제왕절개수술","수술건수[건]","건","181","252","178","295","264","226","235","206","206","179","173","198","167","189","161","157","134",
"경기","의료급여","고관절 치환술","수술인원수[명]","명","121","129","135","125","121","136","120","132","593","566","600","582","639","602","602","644","655",
"경기","의료급여","고관절 치환술","수술건수[건]","건","131","150","143","130","126","139","129","137","612","589","626","600","660","627","647","713","730",
"경기","의료급여","슬관절 치환술","수술인원수[명]","명","493","543","687","645","577","540","609","595","610","617","651","609","716","787","645","651","664",
"경기","의료급여","슬관절 치환술","수술건수[건]","건","514","618","723","674","605","570","651","640","641","648","668","649","755","814","687","689","740",
"경기","의료급여","유방 부분 절제술","수술인원수[명]","명","55","66","78","35","70","72","81","71","66","62","57","95","106","111","132","155","164",
"경기","의료급여","유방 부분 절제술","수술건수[건]","건","55","69","78","35","71","75","84","73","67","65","58","100","110","114","139","164","173",
"경기","의료급여","유방 전 절제술","수술인원수[명]","명","84","80","77","133","79","82","92","105","102","109","90","103","57","69","63","79","72",
"경기","의료급여","유방 전 절제술","수술건수[건]","건","88","91","79","136","82","84","92","106","103","111","92","103","59","70","64","85","78",
"경기","의료급여","뇌기저부 수술","수술인원수[명]","명","4","7","0","1","0","1","2","2","2","2","1","3","1","1","2","3","1",
"경기","의료급여","뇌기저부 수술","수술건수[건]","건","5","7","0","1","0","1","2","2","3","2","1","4","1","1","2","3","1",
"경기","의료급여","뇌종양 수술","수술인원수[명]","명","27","33","43","44","40","28","33","31","22","44","48","47","53","53","44","56","47",
"경기","의료급여","뇌종양 수술","수술건수[건]","건","27","36","43","46","40","29","33","31","25","47","49","48","55","56","47","59","52",
"경기","의료급여","위 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","126","137","134","155","120","97","142","122","145","116","128","127","133","139","136","138","140",
"경기","의료급여","위 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","126","150","134","156","120","97","144","125","146","116","128","129","136","144","143","149","153",
"경기","의료급여","간 부분 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","39","28","37","39","40","40","58","47","60","53","64","69","65","62","88","57","81",
"경기","의료급여","간 부분 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","39","30","37","39","41","40","58","47","61","53","64","69","65","64","94","64","83",
"경기","의료급여","간색전술","수술인원수[명]","명","271","279","260","248","262","257","245","283","310","296","336","354","356","345","353","399","384",
"경기","의료급여","간색전술","수술건수[건]","건","465","487","349","366","384","368","325","396","447","418","500","483","454","465","490","538","497",
"경기","의료급여","갑상선 수술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","82","102","103","107","116","104","102","127","87","77","96","76","92","108","79","85","101",
"경기","의료급여","갑상선 수술(기타 질환에 의한 수술 포함)","수술건수[건]","건","84","118","106","109","116","104","104","128","89","81","99","77","93","111","81","91","104",
"경기","의료급여","선천성 심장기형 수술","수술인원수[명]","명","95","83","68","78","57","100","60","81","50","","","","","","","","",
"경기","의료급여","선천성 심장기형 수술","수술건수[건]","건","96","89","70","79","58","101","61","85","50","","","","","","","","",
"경기","의료급여","심장수술(관상동맥 우회수술 제외)","수술인원수[명]","명","","","","","","","","","","58","62","81","67","67","91","90","90",
"경기","의료급여","심장수술(관상동맥 우회수술 제외)","수술건수[건]","건","","","","","","","","","","58","63","81","67","70","99","97","131",
"경기","의료급여","순열 및 구개열 수술","수술인원수[명]","명","1","1","1","7","4","4","4","3","2","3","4","4","2","3","5","2","2",
"경기","의료급여","순열 및 구개열 수술","수술건수[건]","건","1","1","1","8","4","4","4","3","2","3","4","4","2","3","5","2","2",
"경기","의료급여","치핵 수술","수술인원수[명]","명","880","939","1001","1005","930","702","707","692","626","568","638","631","568","553","559","535","532",
"경기","의료급여","치핵 수술","수술건수[건]","건","894","1024","1022","1026","941","709","717","701","635","572","648","639","574","559","568","542","543",
"경기","의료급여","내시경하 척추수술","수술인원수[명]","명","4","6","2","9","5","1","6","5","3","3","8","22","35","32","45","59","74",
"경기","의료급여","내시경하 척추수술","수술건수[건]","건","4","8","2","9","5","1","6","5","3","3","10","22","35","32","46","62","74",
"경기","의료급여","일반 척추수술","수술인원수[명]","명","943","995","1116","1230","1386","1227","1409","1433","1475","1651","1648","1831","1803","1969","1950","2099","2127",
"경기","의료급여","일반 척추수술","수술건수[건]","건","988","1153","1151","1285","1465","1283","1489","1524","1576","1732","1744","1961","1901","2086","2089","2320","2341",
"경기","의료급여","내시경하 부비동 수술","수술인원수[명]","명","","","","153","170","192","174","177","157","145","145","183","170","165","140","160","151",
"경기","의료급여","내시경하 부비동 수술","수술건수[건]","건","","","","156","175","198","182","187","161","149","147","186","173","170","151","166","157",
"경기","의료급여","일반 부비동 수술","수술인원수[명]","명","102","117","116","30","23","21","24","18","19","22","17","32","48","13","11","15","11",
"경기","의료급여","일반 부비동 수술","수술건수[건]","건","105","126","124","31","24","21","24","20","20","24","17","33","66","14","12","16","11",
"경기","의료급여","줄기세포이식술","수술인원수[명]","명","","","","","","","","","","","","","","","","","9",
"경기","의료급여","줄기세포이식술","수술건수[건]","건","","","","","","","","","","","","","","","","","10",
"강원","계","계","수술인원수[명]","명","32776","35459","36804","38962","38355","36688","37734","37329","37363","37509","38702","38386","38254","40321","38011","39414","39524",
"강원","계","계","수술건수[건]","건","36533","40090","42334","45252","44795","43262","43442","43313","43875","43730","44975","44685","44552","47304","44829","46869","47441",
"강원","계","백내장 수술","수술인원수[명]","명","6620","8116","9359","10219","10412","10580","9724","9815","10278","10372","10591","10546","10335","11581","10916","11635","11687",
"강원","계","백내장 수술","수술건수[건]","건","9045","11358","13433","14565","15068","15303","13944","14355","15180","15069","15203","15056","14775","16421","15542","16527","16568",
"강원","계","편도절제술(아데노이드 적출술 유무에 상관없이)","수술인원수[명]","명","1415","1194","1133","1391","1114","1084","1074","1086","932","752","920","964","987","1010","739","482","390",
"강원","계","편도절제술(아데노이드 적출술 유무에 상관없이)","수술건수[건]","건","1419","1197","1139","1404","1128","1091","1083","1091","943","760","938","980","1006","1029","746","489","398",
"강원","계","경피적 관상동맥확장술 및 절제술","수술인원수[명]","명","107","122","134","168","222","203","169","249","305","311","318","300","308","325","279","294","292",
