"의료기관시도별","환자거주지역별","수술종류별","항목","단위","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"경기","계","내시경하 부비동 수술","수술건수[건]","건","12334","11363","11152","10418","10081","10523","10827","10599","6757","7208","7068",
"경기","계","내시경하 부비동 수술","입원일수[일]","일","35618","31541","32630","28913","28527","29586","30830","28667","17782","19512","19924",
"경기","계","내시경하 부비동 수술","진료비[천원]","천원","11601154","10857331","11706233","11522335","11988633","13344033","15495210","16559221","13520041","15012259","15889733",
"경기","계","일반 부비동 수술","수술인원수[명]","명","1136","1146","1013","843","839","984","1240","584","474","456","405",
"경기","계","일반 부비동 수술","수술건수[건]","건","1218","1204","1049","925","974","1159","1383","602","489","484","424",
"경기","계","일반 부비동 수술","입원일수[일]","일","4333","4931","3672","4137","4460","5451","8691","2558","2131","2089","1826",
"경기","계","일반 부비동 수술","진료비[천원]","천원","1297330","1498887","1191908","1428662","1581270","2013775","3253090","1805598","1485401","1598536","1386031",
"경기","계","줄기세포이식술","수술인원수[명]","명","","","","","","","","","","","261",
"경기","계","줄기세포이식술","수술건수[건]","건","","","","","","","","","","","268",
"경기","계","줄기세포이식술","입원일수[일]","일","","","","","","","","","","","7542",
"경기","계","줄기세포이식술","진료비[천원]","천원","","","","","","","","","","","8321968",
"강원","계","계","수술인원수[명]","명","37734","37329","37363","37509","38702","38386","38254","40321","38011","39414","39524",
"강원","계","계","수술건수[건]","건","43442","43313","43875","43730","44975","44685","44552","47304","44829","46869","47441",
"강원","계","계","입원일수[일]","일","246014","241592","241940","246160","260784","257308","266097","270316","249607","259484","255855",
"강원","계","계","진료비[천원]","천원","90166705","92317603","98035572","106251006","118559042","127180802","141064539","157851721","165450245","184816355","187628060",
"강원","계","백내장 수술","수술인원수[명]","명","9724","9815","10278","10372","10591","10546","10335","11581","10916","11635","11687",
"강원","계","백내장 수술","수술건수[건]","건","13944","14355","15180","15069","15203","15056","14775","16421","15542","16527","16568",
"강원","계","백내장 수술","입원일수[일]","일","16860","16610","16861","16389","16947","16792","16414","17914","16911","17709","17519",
"강원","계","백내장 수술","진료비[천원]","천원","12617012","12070954","13076091","13557715","14246959","14512746","15071975","17297783","18711889","20191901","20558768",
"강원","계","편도절제술(아데노이드 적출술 유무에 상관없이)","수술인원수[명]","명","1074","1086","932","752","920","964","987","1010","739","482","390",
"강원","계","편도절제술(아데노이드 적출술 유무에 상관없이)","수술건수[건]","건","1083","1091","943","760","938","980","1006","1029","746","489","398",
"강원","계","편도절제술(아데노이드 적출술 유무에 상관없이)","입원일수[일]","일","4569","4100","3264","2455","2960","3060","3424","3260","2308","1568","1174",
"강원","계","편도절제술(아데노이드 적출술 유무에 상관없이)","진료비[천원]","천원","971825","1006698","913304","793462","1028087","1096009","1248759","1392961","1107937","792150","641121",
"강원","계","경피적 관상동맥확장술 및 절제술","수술인원수[명]","명","169","249","305","311","318","300","308","325","279","294","292",
"강원","계","경피적 관상동맥확장술 및 절제술","수술건수[건]","건","173","253","309","318","326","301","313","330","288","300","303",
"강원","계","경피적 관상동맥확장술 및 절제술","입원일수[일]","일","1054","1592","1874","1874","2005","1763","1709","1919","1636","1586","1533",
"강원","계","경피적 관상동맥확장술 및 절제술","진료비[천원]","천원","1049370","1546548","1987881","1933271","2210766","2223708","2336417","2747045","2644010","2693648","2861528",
"강원","계","스텐트삽입술","수술인원수[명]","명","1859","1827","1990","1890","2075","2095","2057","2118","1911","2101","1907",
"강원","계","스텐트삽입술","수술건수[건]","건","1894","1869","2021","1915","2124","2141","2094","2170","1980","2174","1957",
"강원","계","스텐트삽입술","입원일수[일]","일","10813","10793","11115","10770","11544","11554","11042","11328","9848","11105","9639",
"강원","계","스텐트삽입술","진료비[천원]","천원","14647144","14490157","15294482","15350165","18188535","20672884","20627728","22092852","21142892","23757266","22292450",
"강원","계","관상동맥 우회수술","수술인원수[명]","명","22","31","15","33","53","55","55","83","100","121","127",
"강원","계","관상동맥 우회수술","수술건수[건]","건","22","31","15","34","53","55","56","83","100","121","127",
"강원","계","관상동맥 우회수술","입원일수[일]","일","479","711","341","510","705","680","610","1044","1417","1686","1940",
"강원","계","관상동맥 우회수술","진료비[천원]","천원","434530","689751","316272","759166","1210777","1309039","1436414","2164586","2896876","3608977","3920999",
"강원","계","심장 카테터 삽입술","수술인원수[명]","명","13","15","8","13","15","13","10","31","16","22","15",
"강원","계","심장 카테터 삽입술","수술건수[건]","건","13","15","8","13","15","13","10","35","17","23","16",
"강원","계","심장 카테터 삽입술","입원일수[일]","일","110","131","94","88","116","126","75","360","128","188","201",
"강원","계","심장 카테터 삽입술","진료비[천원]","천원","64218","76149","74210","69148","70412","79831","62823","185749","78957","132745","139785",
"강원","계","정맥류 결찰 및 제거수술","수술인원수[명]","명","621","600","624","507","490","408","351","365","290","248","195",
"강원","계","정맥류 결찰 및 제거수술","수술건수[건]","건","627","605","628","510","492","409","353","367","293","249","196",
"강원","계","정맥류 결찰 및 제거수술","입원일수[일]","일","1935","1712","1799","1466","1496","1191","1013","1082","863","689","582",
"강원","계","정맥류 결찰 및 제거수술","진료비[천원]","천원","596209","560294","578882","499225","528098","468300","458604","539084","447801","370995","297783",
"강원","계","충수절제술","수술인원수[명]","명","2953","2660","2599","2586","2466","2359","2173","2369","2134","2122","1897",
"강원","계","충수절제술","수술건수[건]","건","2957","2665","2601","2592","2481","2376","2190","2389","2194","2238","2055",
"강원","계","충수절제술","입원일수[일]","일","17537","14927","14091","13968","13073","12368","11685","12406","11342","10690","9359",
"강원","계","충수절제술","진료비[천원]","천원","5979940","5863191","6095903","6415430","6266868","6337313","6513019","7540691","7256083","7472537","6973916",
"강원","계","심박조율장치의 삽입,교체,제거 및 교정","수술인원수[명]","명","296","341","334","356","385","439","439","378","420","467","529",
"강원","계","심박조율장치의 삽입,교체,제거 및 교정","수술건수[건]","건","303","345","344","369","400","467","468","410","465","512","583",
"강원","계","심박조율장치의 삽입,교체,제거 및 교정","입원일수[일]","일","2870","4065","3655","3754","4063","4649","4544","4108","4703","5066","6493",
"강원","계","심박조율장치의 삽입,교체,제거 및 교정","진료비[천원]","천원","2722014","3417557","3532212","3826547","4270943","5121947","6152203","5658118","6857629","8113734","10088614",
"강원","계","담낭절제술(복강경적 담낭절제술 포함)","수술인원수[명]","명","1523","1597","1592","1679","1861","1885","2217","2316","2268","2451","2465",
"강원","계","담낭절제술(복강경적 담낭절제술 포함)","수술건수[건]","건","1525","1600","1595","1682","1865","1890","2232","2344","2323","2538","2543",
"강원","계","담낭절제술(복강경적 담낭절제술 포함)","입원일수[일]","일","14906","15674","15312","16383","17684","16408","18748","18513","18321","19061","17047",
"강원","계","담낭절제술(복강경적 담낭절제술 포함)","진료비[천원]","천원","5698639","6291629","6414409","7843608","8741917","9088336","11633852","12678083","13350961","15174695","13992965",
"강원","계","내시경 및 경피적 담도수술","수술인원수[명]","명","864","891","1001","972","1063","1160","1211","1226","1242","1749","1659",
"강원","계","내시경 및 경피적 담도수술","수술건수[건]","건","1105","1121","1236","1151","1267","1407","1520","1592","1638","2316","2406",
"강원","계","내시경 및 경피적 담도수술","입원일수[일]","일","9373","9885","12085","10541","11250","11992","13084","11950","11801","20866","19941",
"강원","계","내시경 및 경피적 담도수술","진료비[천원]","천원","3805057","3984097","4853545","4730949","5591206","6646094","7858368","8110486","8822681","15318021","14914792",
"강원","계","서혜 및 대퇴 허니아 수술","수술인원수[명]","명","864","861","822","852","789","860","761","777","732","789","730",
"강원","계","서혜 및 대퇴 허니아 수술","수술건수[건]","건","875","874","833","868","802","878","770","794","745","807","758",
"강원","계","서혜 및 대퇴 허니아 수술","입원일수[일]","일","4175","4206","3560","3832","3414","3615","3355","3394","3097","3425","2968",
"강원","계","서혜 및 대퇴 허니아 수술","진료비[천원]","천원","1092065","1205122","1120501","1432850","1271527","1513331","1553521","1653524","1726104","2043211","1901006",
"강원","계","경요도 전립선 절제술","수술인원수[명]","명","200","178","262","323","353","297","249","231","191","196","213",
"강원","계","경요도 전립선 절제술","수술건수[건]","건","201","179","264","325","354","297","253","236","191","199","224",
"강원","계","경요도 전립선 절제술","입원일수[일]","일","1581","1645","1969","2285","3004","2592","2122","1610","1306","1393","1261",
"강원","계","경요도 전립선 절제술","진료비[천원]","천원","334494","367622","501237","650831","804733","770627","737614","678935","684829","759135","717929",
"강원","계","전립선 절제술","수술인원수[명]","명","87","87","53","60","45","65","50","72","73","51","27",
"강원","계","전립선 절제술","수술건수[건]","건","87","87","53","60","45","65","50","73","76","51","29",
"강원","계","전립선 절제술","입원일수[일]","일","1097","1077","783","837","595","817","639","916","962","584","388",
"강원","계","전립선 절제술","진료비[천원]","천원","310983","334769","256977","305831","216898","332634","380615","604616","714968","455127","291572",
"강원","계","자궁절제술","수술인원수[명]","명","889","1035","941","948","1077","948","940","964","859","901","816",
"강원","계","자궁절제술","수술건수[건]","건","890","1035","941","949","1078","951","945","967","862","906","833",
"강원","계","자궁절제술","입원일수[일]","일","8094","8758","7248","7394","7878","6806","6698","6618","6036","6369","5539",
"강원","계","자궁절제술","진료비[천원]","천원","2028223","2439552","2467387","2721728","3188331","2988668","3465085","3856082","4184171","4639543","4172772",
"강원","계","제왕절개수술","수술인원수[명]","명","4572","4301","4266","4503","4452","4226","4115","4198","4327","4353","4589",
"강원","계","제왕절개수술","수술건수[건]","건","4578","4307","4269","4507","4455","4234","4117","4201","4338","4373","4639",
"강원","계","제왕절개수술","입원일수[일]","일","33638","29952","28128","29218","29071","27308","26214","25997","26020","25909","26909",
"강원","계","제왕절개수술","진료비[천원]","천원","6426910","6748440","7059348","7865261","8253849","8451618","8628649","9350898","9958226","10702139","11865223",
"강원","계","고관절 치환술","수술인원수[명]","명","188","203","666","714","707","688","772","739","736","708","775",
"강원","계","고관절 치환술","수술건수[건]","건","199","212","697","739","738","714","821","816","822","789","889",
"강원","계","고관절 치환술","입원일수[일]","일","4584","4709","16701","17341","17616","15585","18675","17463","15677","15288","15470",
"강원","계","고관절 치환술","진료비[천원]","천원","1623416","1705728","5038300","5324248","5657762","5617891","6929804","7249884","7726163","7606585","7919596",
"강원","계","슬관절 치환술","수술인원수[명]","명","1058","1092","1082","1232","1549","1583","1622","1830","1673","1679","1799",
"강원","계","슬관절 치환술","수술건수[건]","건","1081","1181","1180","1332","1638","1711","1753","1974","1803","1803","2007",
"강원","계","슬관절 치환술","입원일수[일]","일","23416","26073","24944","28306","35965","36424","39531","42810","35323","34380","36468",
"강원","계","슬관절 치환술","진료비[천원]","천원","8706869","8746231","8464819","9710229","12707892","13291023","14916125","18145291","17337961","17963468","18831773",
"강원","계","유방 부분 절제술","수술인원수[명]","명","339","360","382","374","494","472","560","542","548","647","633",
"강원","계","유방 부분 절제술","수술건수[건]","건","346","366","392","384","508","480","575","570","582","675","659",
"강원","계","유방 부분 절제술","입원일수[일]","일","1374","1382","1342","1309","1716","1688","2307","2653","2633","2859","2633",
"강원","계","유방 부분 절제술","진료비[천원]","천원","323488","319425","347022","399534","548387","702575","1377542","1798622","2003270","2448279","2480230",
"강원","계","유방 전 절제술","수술인원수[명]","명","205","254","245","276","180","251","154","157","115","122","154",
"강원","계","유방 전 절제술","수술건수[건]","건","208","254","249","277","183","253","154","160","115","125","157",
"강원","계","유방 전 절제술","입원일수[일]","일","2228","2780","2161","2222","1652","2096","1212","1243","1079","1208","1560",
"강원","계","유방 전 절제술","진료비[천원]","천원","660379","837761","818729","934103","638033","918930","648711","781415","650441","807007","1120341",
"강원","계","뇌기저부 수술","수술인원수[명]","명","1","","1","","-","-","4","-","","-","3",
"강원","계","뇌기저부 수술","수술건수[건]","건","1","","1","","-","-","4","-","","-","3",
"강원","계","뇌기저부 수술","입원일수[일]","일","44","","20","","-","-","83","-","","-","39",
"강원","계","뇌기저부 수술","진료비[천원]","천원","36113","","11077","","-","-","79231","-","","-","65342",
"강원","계","뇌종양 수술","수술인원수[명]","명","56","59","61","75","47","48","36","50","47","54","88",
"강원","계","뇌종양 수술","수술건수[건]","건","56","59","63","75","48","51","37","53","53","59","96",
"강원","계","뇌종양 수술","입원일수[일]","일","1441","1316","1293","1762","1105","1189","879","1196","1168","1124","1487",
"강원","계","뇌종양 수술","진료비[천원]","천원","554895","603777","623005","888798","619909","769834","630669","924483","996993","1106122","1603346",
"강원","계","위 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","363","346","339","311","318","320","345","319","345","360","336",
"강원","계","위 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","363","346","341","311","318","320","346","322","354","366","345",
"강원","계","위 절제술(기타 질환에 의한 수술 포함)","입원일수[일]","일","5805","5652","5443","4802","4848","4962","5183","4695","5262","4913","4538",
"강원","계","위 절제술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","2334359","2336557","2553175","2440265","2729888","2981527","3536895","3570239","4438039","4280208","4035229",
"강원","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","99","120","105","138","159","133","155","129","127","131","113",
"강원","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","99","122","106","138","160","133","155","134","127","134","117",
"강원","계","간 부분 절제술(기타 질환에 의한 수술 포함)","입원일수[일]","일","1946","2184","2014","2783","2878","2379","2732","2102","1969","2201","1899",
"강원","계","간 부분 절제술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","927466","1046650","1102901","1600488","1748254","1793836","2267605","1890505","1840407","2215635","1837799",
"강원","계","간색전술","수술인원수[명]","명","570","456","422","477","441","484","469","551","581","625","598",
"강원","계","간색전술","수술건수[건]","건","701","564","522","617","560","587","565","647","727","741","689",
"강원","계","간색전술","입원일수[일]","일","6877","5508","5208","6486","5285","6001","5456","6257","7382","7385","6620",
"강원","계","간색전술","진료비[천원]","천원","3390650","2961633","2716109","3659811","3513136","4104020","4182615","5249776","6690396","7570316","7180867",
"강원","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","541","525","430","331","292","382","400","372","367","424","413",
"강원","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술건수[건]","건","551","532","436","340","294","393","411","380","374","432","419",
"강원","계","갑상선 수술(기타 질환에 의한 수술 포함)","입원일수[일]","일","3696","3629","3040","2545","1884","2481","2375","2164","2133","2544","2234",
"강원","계","갑상선 수술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","980569","1003587","915375","924299","727620","1028191","1142883","1214976","1300229","1570280","1542934",
"강원","계","선천성 심장기형 수술","수술인원수[명]","명","56","44","28","","","","","","","","",
"강원","계","선천성 심장기형 수술","수술건수[건]","건","56","44","28","","","","","","","","",
"강원","계","선천성 심장기형 수술","입원일수[일]","일","1003","821","572","","","","","","","","",
"강원","계","선천성 심장기형 수술","진료비[천원]","천원","1041327","883634","719437","","","","","","","","",
"강원","계","심장수술(관상동맥우회수술 제외)","수술인원수[명]","명","","","","49","73","66","80","103","165","182","175",
"강원","계","심장수술(관상동맥우회수술 제외)","수술건수[건]","건","","","","49","73","66","80","105","167","183","179",
"강원","계","심장수술(관상동맥우회수술 제외)","입원일수[일]","일","","","","963","1198","1001","1154","1557","2662","2482","2661",
"강원","계","심장수술(관상동맥우회수술 제외)","진료비[천원]","천원","","","","1197629","1760314","1659459","2337851","3040096","4936928","4564070","5360457",
"강원","계","순열 및 구개열 수술","수술인원수[명]","명","6","5","4","2","1","3","-","1","3","2","3",
"강원","계","순열 및 구개열 수술","수술건수[건]","건","6","5","4","2","1","3","-","1","3","4","3",
"강원","계","순열 및 구개열 수술","입원일수[일]","일","43","46","24","12","5","26","-","7","18","28","28",
"강원","계","순열 및 구개열 수술","진료비[천원]","천원","7905","7293","5551","4072","1788","7118","-","3381","10171","14529","9138",
"강원","계","치핵 수술","수술인원수[명]","명","5150","4964","4661","4392","4221","4078","3837","3844","3759","3439","3526",
"강원","계","치핵 수술","수술건수[건]","건","5187","5006","4693","4415","4243","4135","3886","3897","3796","3482","3584",
"강원","계","치핵 수술","입원일수[일]","일","17621","16412","14666","13500","12923","11945","10949","10087","9992","8253","7833",
"강원","계","치핵 수술","진료비[천원]","천원","4201870","4127267","3969888","3880089","3762519","3724251","3731970","3863001","3959303","3668107","3808020",
"강원","계","내시경하 척추수술","수술인원수[명]","명","17","9","2","3","3","23","10","14","49","141","165",
"강원","계","내시경하 척추수술","수술건수[건]","건","17","9","2","3","3","25","10","14","49","146","170",
"강원","계","내시경하 척추수술","입원일수[일]","일","182","73","24","32","16","249","140","146","584","1484","1490",
"강원","계","내시경하 척추수술","진료비[천원]","천원","32178","15354","3780","5224","4809","56746","27197","36605","93468","302121","274147",
"강원","계","일반 척추수술","수술인원수[명]","명","3163","3115","2961","2903","3238","3323","3419","3617","3460","3581","3731",
"강원","계","일반 척추수술","수술건수[건]","건","3289","3257","3096","3033","3385","3480","3599","3822","3687","3809","3974",
"강원","계","일반 척추수술","입원일수[일]","일","48862","48020","46066","46055","51392","52369","55891","57100","51706","52852","50954",
"강원","계","일반 척추수술","진료비[천원]","천원","9381199","9694320","9604614","10075657","11847524","13266372","15815380","18030218","19946253","21996456","20889522",
"강원","계","내시경하 부비동 수술","수술인원수[명]","명","1306","1309","1285","1309","1423","1303","1422","1367","870","844","950",
"강원","계","내시경하 부비동 수술","수술건수[건]","건","1366","1357","1342","1357","1456","1327","1449","1390","898","866","967",
"강원","계","내시경하 부비동 수술","입원일수[일]","일","3805","3464","3720","3487","3937","3583","4308","4049","2539","2415","2845",
"강원","계","내시경하 부비동 수술","진료비[천원]","천원","1290455","1258586","1403186","1487582","1730860","1613268","2136509","2436486","1797694","1900583","2352079",
"강원","계","일반 부비동 수술","수술인원수[명]","명","216","129","79","77","71","76","175","196","90","90","50",
"강원","계","일반 부비동 수술","수술건수[건]","건","221","130","81","82","74","80","178","196","91","90","50",
"강원","계","일반 부비동 수술","입원일수[일]","일","1662","629","475","307","224","368","1229","1168","540","420","252",
"강원","계","일반 부비동 수술","진료비[천원]","천원","243142","119096","158602","78227","55936","129470","342175","323759","196886","166752","137663",
"강원","계","줄기세포이식술","수술인원수[명]","명","","","","","","","","","","","17",
"강원","계","줄기세포이식술","수술건수[건]","건","","","","","","","","","","","17",
"강원","계","줄기세포이식술","입원일수[일]","일","","","","","","","","","","","415",
"강원","계","줄기세포이식술","진료비[천원]","천원","","","","","","","","","","","576265",
"충북","계","계","수술인원수[명]","명","40216","39894","40199","39584","39691","40477","39971","42151","40085","39908","40661",
"충북","계","계","수술건수[건]","건","45951","45856","46415","45371","45335","47643","46944","50197","48015","48531","49511",
"충북","계","계","입원일수[일]","일","260068","244629","268663","266748","278161","274085","275753","283695","263679","262435","261493",
"충북","계","계","진료비[천원]","천원","83896824","84501869","94495514","100538032","110292301","116948659","128319166","144288721","145888138","152226713","159869780",
"충북","계","백내장 수술","수술인원수[명]","명","9861","10143","10315","10012","10080","11836","11597","12998","11919","12049","12068",
"충북","계","백내장 수술","수술건수[건]","건","13997","14339","14715","14232","14204","17206","16880","19187","18067","18225","18075",
"충북","계","백내장 수술","입원일수[일]","일","15431","15118","15448","15553","15166","18283","17989","20086","18785","19024","18816",
"충북","계","백내장 수술","진료비[천원]","천원","12240284","11444814","12092185","12251768","12477090","15272755","15687771","18127613","19423749","19999136","20467351",
"충북","계","편도절제술(아데노이드 적출술 유무에 상관없이)","수술인원수[명]","명","1011","993","880","701","704","812","681","666","558","383","319",
"충북","계","편도절제술(아데노이드 적출술 유무에 상관없이)","수술건수[건]","건","1021","1005","887","707","732","875","713","669","560","384","321",
"충북","계","편도절제술(아데노이드 적출술 유무에 상관없이)","입원일수[일]","일","5101","4290","3382","2534","2489","2938","2253","1888","1442","968","788",
"충북","계","편도절제술(아데노이드 적출술 유무에 상관없이)","진료비[천원]","천원","1014736","942129","843744","750994","789845","945037","859375","879637","846883","591174","480945",
"충북","계","경피적 관상동맥확장술 및 절제술","수술인원수[명]","명","193","223","187","189","186","173","216","227","214","207","223",
"충북","계","경피적 관상동맥확장술 및 절제술","수술건수[건]","건","201","230","191","192","190","175","221","235","218","218","244",
"충북","계","경피적 관상동맥확장술 및 절제술","입원일수[일]","일","1280","1592","1278","1185","1324","1180","1289","1346","1153","1068","1304",
"충북","계","경피적 관상동맥확장술 및 절제술","진료비[천원]","천원","1026020","1263124","1123148","1068337","1330173","1366609","1794969","2075195","1865992","1823267","2094545",
"충북","계","스텐트삽입술","수술인원수[명]","명","1311","1369","1514","1655","1792","1755","1796","1767","1578","1646","1745",
"충북","계","스텐트삽입술","수술건수[건]","건","1345","1421","1548","1713","1852","1809","1851","1825","1643","1753","1890",
"충북","계","스텐트삽입술","입원일수[일]","일","8342","8783","9692","11300","11188","10519","10892","10330","8967","8961","9871",
"충북","계","스텐트삽입술","진료비[천원]","천원","9873317","10088430","11062715","12864108","14655372","15942099","17721879","18761472","16741507","17854104","18741107",
"충북","계","관상동맥 우회수술","수술인원수[명]","명","2","4","","1","7","2","1","1","","21","28",
"충북","계","관상동맥 우회수술","수술건수[건]","건","2","4","","1","7","2","1","1","","21","28",
"충북","계","관상동맥 우회수술","입원일수[일]","일","30","93","","18","144","35","10","2","","399","532",
"충북","계","관상동맥 우회수술","진료비[천원]","천원","40387","139878","","32224","251155","46104","25759","21530","","1039797","1163170",
"충북","계","심장 카테터 삽입술","수술인원수[명]","명","8","12","8","11","13","13","10","12","11","33","49",
"충북","계","심장 카테터 삽입술","수술건수[건]","건","8","12","8","11","13","13","10","12","11","34","49",
"충북","계","심장 카테터 삽입술","입원일수[일]","일","43","62","67","86","103","158","74","37","47","275","374",
"충북","계","심장 카테터 삽입술","진료비[천원]","천원","25817","52191","35644","57111","107668","116502","71610","83882","101013","243062","399018",
"충북","계","정맥류 결찰 및 제거수술","수술인원수[명]","명","390","451","468","353","369","345","324","396","309","247","319",
"충북","계","정맥류 결찰 및 제거수술","수술건수[건]","건","436","508","524","417","413","397","362","450","333","258","357",
"충북","계","정맥류 결찰 및 제거수술","입원일수[일]","일","1285","1510","1674","1091","1171","1126","984","1082","804","551","588",
"충북","계","정맥류 결찰 및 제거수술","진료비[천원]","천원","413074","469332","530810","414821","464221","467899","417332","547236","411809","326428","436199",
"충북","계","충수절제술","수술인원수[명]","명","3132","3163","3109","2843","3043","2841","2712","2718","2612","2492","2550",
"충북","계","충수절제술","수술건수[건]","건","3137","3167","3117","2846","3094","2924","2746","2740","2671","2803","2844",
"충북","계","충수절제술","입원일수[일]","일","19761","17689","16632","14889","15946","14865","13896","13897","13424","13040","13050",
"충북","계","충수절제술","진료비[천원]","천원","6188188","6796322","7243350","7041334","7655759","7322039","7601721","7949190","7972646","7734514","8125787",
"충북","계","심박조율장치의 삽입,교체,제거 및 교정","수술인원수[명]","명","160","163","155","212","171","235","241","235","213","209","295",
"충북","계","심박조율장치의 삽입,교체,제거 및 교정","수술건수[건]","건","162","166","159","217","176","247","255","243","226","228","321",
"충북","계","심박조율장치의 삽입,교체,제거 및 교정","입원일수[일]","일","1560","1773","1623","2309","1824","2780","2808","2597","2100","2386","3017",
"충북","계","심박조율장치의 삽입,교체,제거 및 교정","진료비[천원]","천원","1276223","1427722","1238621","1839182","1694260","3061608","2885156","2865464","2421392","3194090","4921549",
"충북","계","담낭절제술(복강경적 담낭절제술 포함)","수술인원수[명]","명","1295","1285","1378","1386","1535","1557","1769","1954","1933","1989","2001",
"충북","계","담낭절제술(복강경적 담낭절제술 포함)","수술건수[건]","건","1312","1306","1404","1417","1550","1570","1778","1976","1967","2122","2149",
"충북","계","담낭절제술(복강경적 담낭절제술 포함)","입원일수[일]","일","13719","12891","13872","14206","14550","13982","15226","16453","16024","15584","14511",
"충북","계","담낭절제술(복강경적 담낭절제술 포함)","진료비[천원]","천원","4694571","4652045","5404691","5991041","6668677","7052186","8466761","9885805","10452269","10683280","10389242",
"충북","계","내시경 및 경피적 담도수술","수술인원수[명]","명","676","708","730","652","725","785","795","881","912","1171","1281",
"충북","계","내시경 및 경피적 담도수술","수술건수[건]","건","779","798","809","737","830","905","895","988","1050","1376","1533",
"충북","계","내시경 및 경피적 담도수술","입원일수[일]","일","8752","8727","8469","7307","7816","8571","8534","9930","10440","15004","15512",
"충북","계","내시경 및 경피적 담도수술","진료비[천원]","천원","3044125","3065247","3215773","2864417","3386481","4252986","4571130","5819016","6635123","9219451","10170729",
"충북","계","서혜 및 대퇴 허니아 수술","수술인원수[명]","명","890","885","874","821","810","768","829","803","764","765","775",
"충북","계","서혜 및 대퇴 허니아 수술","수술건수[건]","건","899","900","887","833","840","799","856","812","782","806","822",
"충북","계","서혜 및 대퇴 허니아 수술","입원일수[일]","일","4592","3901","3777","3505","3505","3325","3632","3073","3005","3340","2970",
"충북","계","서혜 및 대퇴 허니아 수술","진료비[천원]","천원","1116779","1070198","1189686","1275706","1379988","1326046","1637390","1545997","1579805","1954910","1769037",
"충북","계","경요도 전립선 절제술","수술인원수[명]","명","321","378","406","388","481","491","466","517","406","370","315",
"충북","계","경요도 전립선 절제술","수술건수[건]","건","329","392","417","398","492","502","472","523","407","375","332",
"충북","계","경요도 전립선 절제술","입원일수[일]","일","2381","2679","3299","2854","3749","3560","3449","4033","3035","2719","2023",
"충북","계","경요도 전립선 절제술","진료비[천원]","천원","526048","642423","795024","780985","1114163","1206991","1222088","1555020","1322292","1239601","1019759",
"충북","계","전립선 절제술","수술인원수[명]","명","65","58","31","40","39","58","42","27","4","4","8",
"충북","계","전립선 절제술","수술건수[건]","건","69","58","31","40","39","58","42","27","4","4","8",
"충북","계","전립선 절제술","입원일수[일]","일","795","703","401","521","473","659","497","360","40","44","86",
"충북","계","전립선 절제술","진료비[천원]","천원","231959","193801","118418","172735","180094","280346","219010","166356","19622","30154","51708",
"충북","계","자궁절제술","수술인원수[명]","명","1100","923","789","912","824","751","878","1006","1098","1081","1130",
"충북","계","자궁절제술","수술건수[건]","건","1100","928","791","912","827","827","893","1011","1108","1103","1147",
"충북","계","자궁절제술","입원일수[일]","일","8361","6729","5436","6092","5285","5123","5312","5696","5966","5632","5728",
"충북","계","자궁절제술","진료비[천원]","천원","2308565","2224134","2061641","2590672","2455729","2343854","2996880","3463413","4243424","4301230","4739587",
"충북","계","제왕절개수술","수술인원수[명]","명","5329","4581","4616","4809","4713","4485","4405","4093","4124","4351","4253",
"충북","계","제왕절개수술","수술건수[건]","건","5349","4582","4623","4810","4715","4510","4411","4111","4127","4354","4256",
"충북","계","제왕절개수술","입원일수[일]","일","34833","29437","29687","31181","30518","29146","28261","26154","26616","27769","27177",
"충북","계","제왕절개수술","진료비[천원]","천원","6919912","6954182","7538684","8106995","8404285","8957526","9165259","9028093","9487951","10404181","10619769",
"충북","계","고관절 치환술","수술인원수[명]","명","175","175","776","855","895","897","905","871","845","908","957",
"충북","계","고관절 치환술","수술건수[건]","건","188","184","796","904","922","918","927","886","901","1004","1065",
"충북","계","고관절 치환술","입원일수[일]","일","4654","4368","21537","23287","25431","25952","25246","24042","23105","26700","24863",
"충북","계","고관절 치환술","진료비[천원]","천원","1460464","1432441","5743968","6560700","7304649","7646061","8065032","8418269","8659300","10030705","9895830",
"충북","계","슬관절 치환술","수술인원수[명]","명","1367","1374","1558","1528","1992","1997","1971","2099","1870","1802","1937",
"충북","계","슬관절 치환술","수술건수[건]","건","1479","1613","1787","1702","2071","2125","2112","2192","1945","1868","2064",
"충북","계","슬관절 치환술","입원일수[일]","일","40108","39064","43725","40706","53556","52660","55506","56454","47194","44165","46932",
"충북","계","슬관절 치환술","진료비[천원]","천원","11318659","11605574","12642504","12740738","16745271","17224030","18905311","22183540","19876473","19162272","20052143",
"충북","계","유방 부분 절제술","수술인원수[명]","명","252","265","246","264","274","254","344","381","363","399","410",
