"월별","수술종류별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"5월","일반 척추수술","급여비[천원]","천원","20171770","25347794","24530587","29439527","32757658","32916513","34005888","34465606","31003386","32924837","39671300","42253959","45961330","54209330","63085593","66500414","71873041",
"5월","내시경하 부비동 수술","수술인원수[명]","명","","","","3476","3716","4413","4868","4945","4871","4457","4913","4884","5334","5406","2761","2783","3023",
"5월","내시경하 부비동 수술","수술건수[건]","건","","","","3550","3794","4510","4963","5075","4976","4518","4976","4942","5395","5473","2817","2849","3068",
"5월","내시경하 부비동 수술","입원일수[일]","일","","","","13006","13998","15332","16529","16634","15947","14398","15902","15831","17852","16808","9352","9305","9663",
"5월","내시경하 부비동 수술","요양급여일수[일]","일","","","","31039","33189","35870","41555","40512","38223","35219","39634","39760","45037","45472","26383","30601","29794",
"5월","내시경하 부비동 수술","진료비[천원]","천원","","","","3196771","3970870","4619193","4944877","5070771","5181179040","5152935","5846572","6310363","8204568","8773721","5828755","6399605","6875820",
"5월","내시경하 부비동 수술","급여비[천원]","천원","","","","2544987","3180719","3721323","3960618","4049604","4167275620","4139039","4682322","5093071","6695821","7073987","4727366","5217897","5572487",
"5월","일반 부비동 수술","수술인원수[명]","명","2519","2818","2672","909","783","777","695","603","562","529","474","528","489","270","223","182","199",
"5월","일반 부비동 수술","수술건수[건]","건","2594","2903","2765","944","808","796","706","627","572","538","481","560","498","273","224","187","202",
"5월","일반 부비동 수술","입원일수[일]","일","10447","11533","10924","4024","3406","3442","3279","3132","2616","2629","2868","2586","3057","1262","998","814","940",
"5월","일반 부비동 수술","요양급여일수[일]","일","24369","26675","26017","7948","7011","6937","6783","6128","5161","4909","5637","5448","6280","3191","2595","2352","2465",
"5월","일반 부비동 수술","진료비[천원]","천원","2505694","2874576","2738793","959825","959651","914621","896686","944773","736203180","835097","929829","874644","1212652","719715","711991","503375","593214",
"5월","일반 부비동 수술","급여비[천원]","천원","2024729","2320815","2191565","770168","792492","744071","738063","791777","594283550","686608","766356","721730","1025083","613102","607823","426211","508672",
"5월","줄기세포이식술","수술인원수[명]","명","","","","","","","","","","","","","","","","","247",
"5월","줄기세포이식술","수술건수[건]","건","","","","","","","","","","","","","","","","","247",
"5월","줄기세포이식술","입원일수[일]","일","","","","","","","","","","","","","","","","","7498",
"5월","줄기세포이식술","요양급여일수[일]","일","","","","","","","","","","","","","","","","","9620",
"5월","줄기세포이식술","진료비[천원]","천원","","","","","","","","","","","","","","","","","8925310",
"5월","줄기세포이식술","급여비[천원]","천원","","","","","","","","","","","","","","","","","8366790",
"6월","계","수술인원수[명]","명","106120","110144","115932","122788","133592","129528","125619","120391","123343","111487","130182","133652","130939","137340","149967","151667","146832",
"6월","계","수술건수[건]","건","111140","115670","122212","131076","142622","139876","133265","127259","131146","119904","141157","147000","142628","151257","169651","175473","162292",
"6월","계","입원일수[일]","일","751676","748683","813506","879149","931384","887819","851855","814506","820601","735006","867338","864465","844543","876985","950407","946350","948109",
"6월","계","요양급여일수[일]","일","1357834","1372690","1540316","1670347","1790290","1744219","1678565","1585754","1581991","1391613","1699494","1719316","1689288","1797284","1977545","2007108","2069896",
"6월","계","진료비[천원]","천원","210040773","225100876","246656044","289438129","318861510","322304635","303781206","301777864","316492460","316984243","396353814","424666914","451452990","524733414","626236720","663831800","688233222",
"6월","계","급여비[천원]","천원","176820805","188903721","205425815","242335354","270831807","275307480","257900887","256862298","269759813","271313727","339001920","367147363","391037696","453056213","538343877","572741710","594848872",
"6월","백내장 수술","수술인원수[명]","명","19917","21105","22579","24468","27669","30180","26461","24617","26859","26433","30665","32814","33753","37255","43975","45477","38088",
"6월","백내장 수술","수술건수[건]","건","23379","25028","27068","29762","33942","37439","33248","30586","33703","33864","39284","42733","44456","50092","61272","66046","50614",
"6월","백내장 수술","입원일수[일]","일","37028","35217","38825","42932","46726","49629","44663","40469","41927","40419","47409","50409","51815","57380","70037","74668","58001",
"6월","백내장 수술","요양급여일수[일]","일","68435","65333","73417","81435","92523","99599","84931","77590","76112","70324","89598","88536","87761","101304","115716","118253","105421",
"6월","백내장 수술","진료비[천원]","천원","22917210","24658388","27122959","30300266","35117713","37513134","32465469","26562181","29945730","31593490","37859540","41429029","45867896","52581896","71901694","77994892","64489510",
"6월","백내장 수술","급여비[천원]","천원","18778066","20191487","22158898","24786119","28667001","30574790","26324855","21500283","24238861","25566846","30649440","33519673","37136797","42532302","58086640","62980958","52198782",
"6월","편도절제술(아데노이드 적출술 유무에 상관없이)","수술인원수[명]","명","2462","2197","2271","2314","2457","2641","2505","2627","2372","1389","2616","2677","2538","2551","2318","1536","1363",
"6월","편도절제술(아데노이드 적출술 유무에 상관없이)","수술건수[건]","건","2476","2206","2273","2323","2468","2653","2520","2639","2384","1399","2706","2806","2551","2565","2344","1574","1381",
"6월","편도절제술(아데노이드 적출술 유무에 상관없이)","입원일수[일]","일","10288","8973","9258","9838","10538","10963","10028","9970","8095","4756","8553","8838","8012","7760","7330","5067","4223",
"6월","편도절제술(아데노이드 적출술 유무에 상관없이)","요양급여일수[일]","일","23361","21124","22439","23125","24446","26161","24598","25102","19208","11170","21919","22425","20732","21279","20041","14339","11679",
"6월","편도절제술(아데노이드 적출술 유무에 상관없이)","진료비[천원]","천원","1760295","1616825","1669598","1895761","2057698","2219759","2110597","2239586","2136394","1493462","2823024","2958953","3024466","3424307","3510426","2688974","2239214",
"6월","편도절제술(아데노이드 적출술 유무에 상관없이)","급여비[천원]","천원","1504872","1380329","1366730","1551179","1692180","1826930","1739877","1854403","1780876","1253094","2371707","2475441","2637348","2961310","2955242","2245475","1854682",
"6월","경피적 관상동맥확장술 및 절제술","수술인원수[명]","명","351","320","432","465","444","494","524","543","566","476","531","645","608","663","694","785","835",
"6월","경피적 관상동맥확장술 및 절제술","수술건수[건]","건","351","321","433","466","447","496","526","550","568","479","534","650","611","672","703","810","851",
"6월","경피적 관상동맥확장술 및 절제술","입원일수[일]","일","2364","2157","2868","3251","3053","3374","3364","3589","3558","2884","3372","4088","3788","4165","4065","5009","4904",
"6월","경피적 관상동맥확장술 및 절제술","요양급여일수[일]","일","6857","6807","8980","9237","8696","9092","9502","10372","10420","7933","9931","11641","12125","12999","12909","16165","16461",
"6월","경피적 관상동맥확장술 및 절제술","진료비[천원]","천원","1705166","1631687","2037448","2522288","2456291","2840678","3173428","3458431","3212717","3025732","3790935","5260646","5225472","6405403","6472294","8276026","8872577",
"6월","경피적 관상동맥확장술 및 절제술","급여비[천원]","천원","1541637","1478345","1839830","2288149","2330203","2698864","3006348","3287707","3050224","2879042","3603363","5011122","4963980","6082379","6153131","7848401","8454343",
"6월","스텐트삽입술","수술인원수[명]","명","2725","2887","3459","3842","3891","4072","4016","3953","4390","3730","4892","5208","5086","5259","5739","6270","5846",
"6월","스텐트삽입술","수술건수[건]","건","2737","2895","3462","3856","3903","4091","4030","3969","4413","3752","4908","5227","5104","5294","5863","6501","6023",
"6월","스텐트삽입술","입원일수[일]","일","18261","19251","21996","24415","23555","23918","23808","23245","25040","20723","27294","28910","29619","29418","31599","34092","31644",
"6월","스텐트삽입술","요양급여일수[일]","일","56247","58028","72660","77186","74789","80219","75783","71833","79868","68233","89637","93812","96023","99458","109782","122361","112831",
"6월","스텐트삽입술","진료비[천원]","천원","19894170","21839474","23977972","28995880","28629439","30488926","30253302","29532557","31189280","28976958","40027811","46992604","49644780","54520539","60848904","69196636","66661977",
"6월","스텐트삽입술","급여비[천원]","천원","18015263","19752068","21653188","26206320","27162053","28965326","28727044","28043418","29642842","27568077","38060107","44698980","47227338","51721398","57726995","65685237","63311767",
"6월","관상동맥 우회수술","수술인원수[명]","명","267","263","317","348","254","294","266","237","255","264","309","293","281","321","371","351","374",
"6월","관상동맥 우회수술","수술건수[건]","건","268","264","317","348","254","295","267","237","255","264","309","293","281","322","375","357","382",
"6월","관상동맥 우회수술","입원일수[일]","일","4829","4697","5539","6299","4711","5239","4455","3835","4300","3917","4669","4204","4329","5050","5889","5869","5857",
"6월","관상동맥 우회수술","요양급여일수[일]","일","7573","7017","8389","9037","6775","7862","6737","6077","6495","6140","7265","6695","7029","8095","9554","9564","9662",
"6월","관상동맥 우회수술","진료비[천원]","천원","3587125","3637593","4503436","5912714","5164287","6233031","5813729","5213679","5666171","7117947","8216884","8131134","8558285","10330633","12555401","12630317","13772968",
"6월","관상동맥 우회수술","급여비[천원]","천원","3245571","3280962","4046866","5338443","4891638","5929496","5517674","4951884","5386543","6776897","7812994","7747282","8127856","9780987","11927209","12004379","13064717",
"6월","심장 카테터 삽입술","수술인원수[명]","명","165","159","175","146","187","184","173","170","168","131","180","200","173","210","277","325","328",
"6월","심장 카테터 삽입술","수술건수[건]","건","165","159","175","146","188","185","173","170","168","131","181","200","173","210","286","331","333",
"6월","심장 카테터 삽입술","입원일수[일]","일","1836","1440","1591","1358","1917","1777","1767","1569","1605","1430","1732","1957","1457","2509","2686","3018","3309",
"6월","심장 카테터 삽입술","요양급여일수[일]","일","3337","3046","3421","3029","4004","3708","3059","3489","3519","2959","3825","4254","4475","5009","8113","8424","8403",
"6월","심장 카테터 삽입술","진료비[천원]","천원","846093","691979","789362","793522","1309977","1272799","1155611","1036756","1210885","1200684","1320139","1732793","1393752","3251459","4138443","4852476","5465044",
"6월","심장 카테터 삽입술","급여비[천원]","천원","791661","636312","692044","711603","1221917","1185741","1074072","957227","1137090","1132939","1232799","1621678","1295876","3004299","3832988","4520382","5075760",
"6월","정맥류 결찰 및 제거수술","수술인원수[명]","명","1230","2209","274","1447","2297","2155","2268","2030","2172","1479","1842","1767","1457","1675","1694","1801","1733",
"6월","정맥류 결찰 및 제거수술","수술건수[건]","건","1243","2239","310","1478","2323","2191","2303","2058","2228","1505","1876","1802","1475","1712","1726","1828","1776",
"6월","정맥류 결찰 및 제거수술","입원일수[일]","일","3860","6384","1038","4137","5646","5397","5541","4717","5016","3289","4156","4104","3244","3755","3574","3990","3645",
"6월","정맥류 결찰 및 제거수술","요양급여일수[일]","일","9310","15142","2217","9831","13696","13518","14333","13541","14755","9428","12989","13729","11148","13848","13262","15335","15120",
"6월","정맥류 결찰 및 제거수술","진료비[천원]","천원","1032699","1734072","194087","1154915","2092699","2085223","2136189","1902381","2148350","1477936","1971989","2097252","1751778","2228578","2426497","2548381","2504526",
"6월","정맥류 결찰 및 제거수술","급여비[천원]","천원","832221","1389398","154937","924293","1677571","1669820","1711428","1523868","1722527","1181711","1580417","1691594","1404655","1792840","1954560","2044286","2010878",
"6월","충수절제술","수술인원수[명]","명","9390","9672","9264","9684","9633","9566","9378","8997","8439","7958","8114","7760","7173","7189","7212","7074","6848",
"6월","충수절제술","수술건수[건]","건","9392","9675","9301","9709","9645","9567","9391","9004","8442","8002","8489","8478","7212","7203","7464","7517","7183",
"6월","충수절제술","입원일수[일]","일","61148","61288","59176","61784","61171","60394","57564","52427","44532","42601","44135","43567","36927","36650","37296","36704","35590",
"6월","충수절제술","요양급여일수[일]","일","93689","95114","92863","98028","99018","98878","94962","86951","72046","69735","73013","71567","62286","63713","65311","64587","64153",
"6월","충수절제술","진료비[천원]","천원","11490171","12797908","13180548","15697171","17896450","19025807","19204679","19796419","20114438","20624280","21691691","21690073","21413770","23672704","24510392","24803684","25291828",
"6월","충수절제술","급여비[천원]","천원","9194265","10194894","10391921","12429842","14167195","15096831","15188953","15747132","16289616","16779311","17649989","17649388","17809608","19655721","20181750","20427777","20820691",
"6월","심박조율장치의 삽입,교체,제거 및 교정","수술인원수[명]","명","504","535","474","517","397","416","708","765","871","746","981","1033","1004","1133","1263","1549","1763",
"6월","심박조율장치의 삽입,교체,제거 및 교정","수술건수[건]","건","509","541","476","522","404","417","717","775","887","765","1001","1047","1021","1152","1290","1619","1825",
"6월","심박조율장치의 삽입,교체,제거 및 교정","입원일수[일]","일","7372","7104","6274","6361","4182","4284","7743","8223","9850","7973","10500","10972","10964","12312","14395","16019","18284",
"6월","심박조율장치의 삽입,교체,제거 및 교정","요양급여일수[일]","일","12393","11933","11027","10649","7491","8170","13852","14765","17439","14363","19286","20167","20288","23362","27492","31852","37762",
"6월","심박조율장치의 삽입,교체,제거 및 교정","진료비[천원]","천원","5332598","5581394","4907232","5598563","3404590","3772861","7770548","8238691","10475502","9568824","13523260","14609565","15405946","18980973","23102786","29442246","37453783",
"6월","심박조율장치의 삽입,교체,제거 및 교정","급여비[천원]","천원","4848538","5077303","4429944","5046075","3210833","3560057","7321404","7783899","9902757","9077242","12815443","13846281","14578034","17955511","21820093","27817619","35321609",
"6월","담낭절제술(복강경적 담낭절제술 포함)","수술인원수[명]","명","2628","2676","2987","3669","4021","4322","4583","4747","4653","4035","5535","5753","5828","6368","7351","7212","7535",
"6월","담낭절제술(복강경적 담낭절제술 포함)","수술건수[건]","건","2628","2677","2989","3678","4022","4328","4584","4755","4659","4046","5551","5761","5833","6381","7535","7457","7742",
"6월","담낭절제술(복강경적 담낭절제술 포함)","입원일수[일]","일","27323","26075","27203","37305","38258","39021","40573","40335","38633","35507","43955","43070","43106","45881","51942","51071","51619",
"6월","담낭절제술(복강경적 담낭절제술 포함)","요양급여일수[일]","일","47690","46513","53700","73715","76671","79927","82494","78664","80825","72013","97316","101494","98127","107559","121903","124952","127786",
"6월","담낭절제술(복강경적 담낭절제술 포함)","진료비[천원]","천원","7667309","7941291","8763683","12712640","14424778","15374633","16343332","16750577","16411529","17540075","23471807","25099282","27155092","31735609","38552605","39616818","41700292",
"6월","담낭절제술(복강경적 담낭절제술 포함)","급여비[천원]","천원","6171630","6378961","7018812","10400261","11918912","12758177","13499240","13861342","13599513","14660223","19459858","20751950","22347936","26039982","31624062","32483911","34192902",
"6월","내시경 및 경피적 담도수술","수술인원수[명]","명","1519","1590","1783","2117","2386","2472","2566","2910","2880","2869","3526","3679","3957","4284","4908","5954","6387",
"6월","내시경 및 경피적 담도수술","수술건수[건]","건","1544","1605","1809","2157","2419","2515","2608","2956","2939","2920","3613","3787","4044","4411","5179","6483","6866",
"6월","내시경 및 경피적 담도수술","입원일수[일]","일","22375","21261","22927","26227","29227","27712","29612","32479","30654","29719","37296","36498","39289","41254","46488","65547","67441",
"6월","내시경 및 경피적 담도수술","요양급여일수[일]","일","38785","38155","42859","51072","55215","56161","59458","64636","61652","60179","77032","77167","84443","92255","107442","140432","149640",
"6월","내시경 및 경피적 담도수술","진료비[천원]","천원","6171714","6226168","6996818","8700415","10682479","10675697","11175603","12735344","12104242","13618964","17735207","19389986","22036435","27120685","33306782","47109482","50401640",
"6월","내시경 및 경피적 담도수술","급여비[천원]","천원","5134277","5141599","5796723","7266502","9098447","9144803","9513208","10916113","10388080","11763797","15304088","16684548","18879487","23164511","28403328","40841019","43606624",
"6월","서혜 및 대퇴 허니아 수술","수술인원수[명]","명","2710","2688","2813","2827","3332","3084","2743","2882","2879","2310","3009","3000","2872","2744","2909","2845","3067",
"6월","서혜 및 대퇴 허니아 수술","수술건수[건]","건","2712","2689","2828","2834","3338","3087","2746","2890","2886","2320","3195","3355","2882","2751","2937","2884","3104",
"6월","서혜 및 대퇴 허니아 수술","입원일수[일]","일","14105","13574","14534","15110","14693","13641","12281","12053","10908","9242","10975","11358","10008","9752","10489","10318","10434",
"6월","서혜 및 대퇴 허니아 수술","요양급여일수[일]","일","25035","24359","26969","27677","29181","26618","23667","23910","21464","17949","22291","22826","21034","20293","22549","22277","23762",
"6월","서혜 및 대퇴 허니아 수술","진료비[천원]","천원","2625415","2831926","2987432","3677336","3870486","3765090","3544750","4000714","4178297","4151881","5176571","5630376","5746104","6310824","7494150","7982796","8160297",
"6월","서혜 및 대퇴 허니아 수술","급여비[천원]","천원","2252680","2397926","2458084","3069380","3203875","3116520","2948028","3377054","3529477","3579410","4384828","4803913","4906553","5398034","6341940","6796832","6878728",
"6월","경요도 전립선 절제술","수술인원수[명]","명","431","413","523","602","595","555","802","763","815","644","914","896","875","1004","1117","986","1116",
"6월","경요도 전립선 절제술","수술건수[건]","건","434","414","525","603","596","560","802","763","820","646","914","897","876","1007","1129","997","1130",
"6월","경요도 전립선 절제술","입원일수[일]","일","4416","3516","4544","4797","4629","3726","5042","5080","5115","4242","5969","5815","5433","6263","7036","5803","6028",
"6월","경요도 전립선 절제술","요양급여일수[일]","일","8635","6911","8984","9368","9309","7796","10793","10730","11786","8756","12869","12251","11237","14263","15662","13131","14335",
"6월","경요도 전립선 절제술","진료비[천원]","천원","850907","704562","928800","1033339","993987","904377","1264894","1272768","1333979","1377018","2010448","2119220","2251862","3136279","3890554","3444859","3819567",
"6월","경요도 전립선 절제술","급여비[천원]","천원","708011","577534","752686","847218","821655","748106","1031836","1041728","1104785","1144318","1665296","1756207","1870212","2623475","3240175","2848199","3152421",
"6월","전립선 절제술","수술인원수[명]","명","182","194","235","290","301","219","231","232","196","166","170","193","162","193","172","112","124",
"6월","전립선 절제술","수술건수[건]","건","182","194","235","291","301","219","232","232","196","166","170","193","162","193","175","112","126",
"6월","전립선 절제술","입원일수[일]","일","2166","2212","2481","2859","2568","2455","2882","2737","2281","2001","2182","2224","1943","2139","2065","1263","1292",
"6월","전립선 절제술","요양급여일수[일]","일","3979","3849","4109","4925","5085","4311","4907","4584","3982","3324","3679","3817","3375","3630","3586","2206","2269",
"6월","전립선 절제술","진료비[천원]","천원","554242","628471","716034","960164","819105","785768","927241","930702","797599","785790","921330","1045923","1014758","1267056","1385736","935455","934318",
"6월","전립선 절제술","급여비[천원]","천원","490276","556491","627259","838880","746324","732659","865648","873069","746954","735165","862555","981214","947270","1187621","1291138","878166","877214",
"6월","자궁절제술","수술인원수[명]","명","7491","7358","8118","8284","8784","4064","3671","3633","3347","2791","3475","3356","3038","3148","3432","3288","3211",
"6월","자궁절제술","수술건수[건]","건","7500","7365","8127","8298","8795","4065","3672","3640","3353","2799","3625","3556","3044","3156","3453","3385","3233",
"6월","자궁절제술","입원일수[일]","일","59313","56342","61515","61781","64238","34798","31462","29851","25963","21977","26574","25564","22106","22456","24206","22563","21986",
"6월","자궁절제술","요양급여일수[일]","일","108120","101245","111266","114362","119419","63324","57256","53945","42076","37368","46421","44458","39556","41953","43951","43780","43851",
"6월","자궁절제술","진료비[천원]","천원","12852835","13010357","14556672","16016217","17321109","9974438","9407157","9959294","10254739","10070408","12496065","12609423","12747841","14220313","17943673","17483063","17670243",
"6월","자궁절제술","급여비[천원]","천원","10430793","10547815","11715055","12983425","14195957","8394954","7937687","8420341","8687648","8683871","10680104","10802825","10973154","12101530","15294512","14871381","15101179",
"6월","제왕절개수술","수술인원수[명]","명","11407","12082","12567","11541","12791","13328","13571","12041","13160","14043","13577","12923","12324","12019","11700","12131","11650",
"6월","제왕절개수술","수술건수[건]","건","11436","12085","12578","11558","12798","13339","13586","12051","13160","14056","13646","13129","12333","12022","11731","12205","11717",
"6월","제왕절개수술","입원일수[일]","일","80455","84736","89474","81606","89537","92078","93615","79382","85069","89573","86683","83051","77897","75784","73172","75356","71975",
"6월","제왕절개수술","요양급여일수[일]","일","128619","133649","144092","135899","150859","151594","152208","110867","113210","119956","116102","110364","104404","104859","100883","107002","106797",
"6월","제왕절개수술","진료비[천원]","천원","11933985","13082735","13966779","13441139","15272573","16475593","17500155","18972642","22117604","24894056","24976595","25746352","25810698","27362141","27414173","29386485","29512468",
"6월","제왕절개수술","급여비[천원]","천원","9761422","10699853","11172008","10762060","12240838","13176033","13923587","15039134","17599524","19829163","19866497","24044579","24116913","25472295","25419879","27287083","27443304",
"6월","고관절 치환술","수술인원수[명]","명","610","589","733","709","763","756","785","825","1878","2027","2197","2261","2284","2307","2570","2540","2627",
"6월","고관절 치환술","수술건수[건]","건","611","590","736","712","764","758","787","829","1881","2035","2207","2273","2292","2324","2684","2668","2787",
"6월","고관절 치환술","입원일수[일]","일","13687","11806","16049","14196","15597","15580","15304","16402","41206","43874","46514","44671","47316","46808","49413","48733","48869",
"6월","고관절 치환술","요양급여일수[일]","일","24072","20636","28833","25217","28409","28474","28056","30436","68439","72012","81163","78676","85106","86047","96066","95632","98497",
"6월","고관절 치환술","진료비[천원]","천원","4487756","4389935","5528951","5360284","5836030","5736827","5787311","6171903","12773966","14250995","16665221","17495089","19375420","21379761","24999116","25437170","26554721",
"6월","고관절 치환술","급여비[천원]","천원","3716913","3599134","4497822","4382880","4793093","4691944","4732197","5050110","10396130","11680698","13660254","14291642","15852275","17512578","20449194","20815975","21678108",
"6월","슬관절 치환술","수술인원수[명]","명","2495","2949","3252","3845","4240","4150","4147","3916","3962","3125","5177","5126","5060","5641","6591","5820","6699",
"6월","슬관절 치환술","수술건수[건]","건","2500","2968","3260","3859","4261","4173","4182","3939","3996","3156","5224","5182","5087","5678","6723","5982","6909",
"6월","슬관절 치환술","입원일수[일]","일","60739","64036","76731","89564","95972","94583","93868","89495","89847","70377","115263","111701","113384","124123","143104","122917","140277",
"6월","슬관절 치환술","요양급여일수[일]","일","101954","105997","127697","143886","159178","158896","160528","151308","154369","121134","199158","195514","199972","223160","264806","230044","261970",
"6월","슬관절 치환술","진료비[천원]","천원","17435871","20549361","23494285","28757055","31892121","31463818","30951141","28394562","27679595","22306789","40283616","41193822","43878170","52751326","64267856","57455546","66501289",
"6월","슬관절 치환술","급여비[천원]","천원","14376445","16748527","19098400","23373041","25973411","25591599","25070529","22955679","22393679","17997668","32727655","33270341","35461795","42672384","51893262","46281324","53638124",
"6월","유방 부분 절제술","수술인원수[명]","명","809","912","1098","518","1595","1603","1490","1567","1522","1219","1527","1549","2518","2879","2910","3533","3500",
"6월","유방 부분 절제술","수술건수[건]","건","809","912","1100","523","1617","1611","1499","1590","1530","1235","1561","1564","2543","2907","2973","3602","3551",
"6월","유방 부분 절제술","입원일수[일]","일","11082","11189","12358","3438","7309","7397","6563","7132","6236","5492","6129","5469","12892","13556","13542","15719","15075",
"6월","유방 부분 절제술","요양급여일수[일]","일","17122","16919","19591","6383","14432","14653","13377","14796","13530","11554","13313","12517","27397","29757","30143","35733","33825",
"6월","유방 부분 절제술","진료비[천원]","천원","2289189","2564886","2932781","893143","1852889","1995779","1818424","2027105","1929522","1874867","2216611","2186423","7741517","9446657","10698380","13584310","13565490",
"6월","유방 부분 절제술","급여비[천원]","천원","2049215","2286921","2586078","775395","1605670","1742052","1589837","1778818","1697973","1671205","1941865","1911741","7153223","8601727","9759625","12393017","12406355",
"6월","유방 전 절제술","수술인원수[명]","명","1326","1196","1518","2052","1225","1247","1391","1594","1869","1820","1117","2226","949","1418","1779","1821","2024",
"6월","유방 전 절제술","수술건수[건]","건","1333","1206","1530","2073","1231","1251","1393","1597","1874","1824","1119","2233","953","1420","1789","1834","2033",
"6월","유방 전 절제술","입원일수[일]","일","7109","6406","7747","16534","13988","13581","13791","14816","15289","15247","9676","17211","7949","10351","10305","9779","10823",
"6월","유방 전 절제술","요양급여일수[일]","일","13802","11963","15165","28152","21412","20996","22239","24025","27691","26952","17087","31901","15940","19689","18835","18230","21995",
"6월","유방 전 절제술","진료비[천원]","천원","1330866","1238892","1624865","4100542","4008027","4112784","4361898","4920213","5480034","6743115","4100302","8673261","4211415","6298262","6986814","7398340","8315792",
"6월","유방 전 절제술","급여비[천원]","천원","1133815","1054514","1372864","3586965","3737589","3849091","4065307","4585809","5100898","6319815","3819556","8134289","3897564","5715794","6268922","6663577","7505644",
"6월","뇌기저부 수술","수술인원수[명]","명","40","34","23","35","20","29","31","28","33","23","30","33","34","42","47","45","47",
"6월","뇌기저부 수술","수술건수[건]","건","40","34","23","35","20","29","31","28","33","23","30","33","34","42","49","46","48",
"6월","뇌기저부 수술","입원일수[일]","일","877","691","646","765","457","629","521","600","682","456","637","610","624","736","887","881","689",
"6월","뇌기저부 수술","요양급여일수[일]","일","1610","1053","1047","1451","794","1125","1112","1020","1038","763","1130","1095","1306","1823","1808","1900","1755",
"6월","뇌기저부 수술","진료비[천원]","천원","383793","345282","300983","419830","248642","321274","293343","344762","367642","286138","482476","477320","556382","739813","1044382","1012842","863635",
"6월","뇌기저부 수술","급여비[천원]","천원","340224","312265","268090","374372","233837","298019","276886","323246","344517","269856","455902","448754","522083","684123","980508","944388","806427",
"6월","뇌종양 수술","수술인원수[명]","명","366","405","372","461","481","508","421","524","484","474","557","577","441","461","540","672","723",
"6월","뇌종양 수술","수술건수[건]","건","366","408","374","462","483","509","422","526","484","476","559","577","442","463","545","683","737",
"6월","뇌종양 수술","입원일수[일]","일","7875","7935","7211","8641","9166","8996","7678","9753","8531","8323","9480","9630","8130","8562","9548","9987","11292",
"6월","뇌종양 수술","요양급여일수[일]","일","13629","13756","13008","15100","16510","16849","14025","16743","15546","14693","18046","18250","15360","17080","19103","23202","24934",
"6월","뇌종양 수술","진료비[천원]","천원","2760748","3096912","3036309","3912580","4536364","4306076","3826511","4987746","4454418","5397368","6591602","7200863","6730573","7984743","9705082","11132253","12332106",
"6월","뇌종양 수술","급여비[천원]","천원","2426249","2715079","2655186","3452440","4217310","3997262","3556826","4621050","4153814","5046839","6166257","6747419","6336685","7438385","9054643","10318279","11447078",
"6월","위 절제술","수술인원수[명]","명","1518","1568","1438","1717","1698","1717","1580","1425","1563","1357","1465","1387","1380","1450","1310","1457","1439",
"6월","위 절제술","수술건수[건]","건","1518","1569","1449","1720","1698","1718","1581","1426","1565","1360","1468","1387","1382","1456","1325","1486","1462",
"6월","위 절제술","입원일수[일]","일","26312","25807","22681","26071","24539","24745","21838","19746","21007","17994","19035","16504","17481","18732","16556","17846","18024",
"6월","위 절제술","요양급여일수[일]","일","42814","41383","39169","43197","42562","43586","40115","36418","38026","32127","35522","32045","32940","35109","32131","37411","36617",
"6월","위 절제술","진료비[천원]","천원","7458756","8483309","7695960","9696431","9987866","10723978","9656892","8888526","10238589","10569719","11957804","11928580","12901867","15503644","15449672","17133453","18316973",
"6월","위 절제술","급여비[천원]","천원","6690857","7587640","6893557","8657477","9371067","10026292","9059059","8324967","9615646","9921717","11212826","11230970","12092348","14404755","14320625","15903880","17065795",
"6월","간 부분 절제술","수술인원수[명]","명","342","349","416","497","507","538","584","546","558","626","637","624","612","655","761","710","640",
"6월","간 부분 절제술","수술건수[건]","건","342","349","416","497","507","538","584","547","559","626","638","626","614","656","776","725","648",
"6월","간 부분 절제술","입원일수[일]","일","7894","7509","8420","9698","10873","10277","10844","9760","9388","9945","10014","9761","10291","10388","11009","10235","9290",
"6월","간 부분 절제술","요양급여일수[일]","일","12378","11800","14107","16298","17747","17925","18806","17809","17881","19356","18974","19018","19586","20527","22869","20996","19854",
"6월","간 부분 절제술","진료비[천원]","천원","2514639","2629657","3082441","4051487","4727668","4637090","5137946","4745463","4783524","6044692","6628372","7176296","7945650","9539220","10862840","10398826","10167197",
"6월","간 부분 절제술","급여비[천원]","천원","2198590","2309579","2697652","3583141","4344253","4270997","4745786","4398841","4471267","5647265","6179354","6685914","7444987","8801123","10022307","9630566","9413767",
"6월","간색전술","수술인원수[명]","명","2618","2576","2832","2984","2902","3049","2847","2909","2882","2595","3162","3065","2958","3113","3315","3224","3155",
"6월","간색전술","수술건수[건]","건","2628","2583","2837","2995","2912","3060","2857","2918","2898","2609","3171","3083","2977","3144","3394","3326","3233",
"6월","간색전술","입원일수[일]","일","23577","22231","22928","24583","25759","26431","24536","24805","23347","23540","27222","24567","26823","27574","28308","28931","27711",
"6월","간색전술","요양급여일수[일]","일","69830","70955","73963","77832","78129","82688","74951","72965","71119","64316","77265","76289","73663","76510","78041","78039","79023",
"6월","간색전술","진료비[천원]","천원","7894281","8226069","9400966","11234211","12298942","14338279","13754636","14997207","14128080","16205315","19904999","19837355","22591111","26046253","29288537","32005573","32737480",
