Gender,Monthly,Donation Source,Category,Unit,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,month
Men,June,Busan,Composition Rate[%],%,9.0,8.1,9.1,8.0,8.2,7.8,7.3,7.3,8.0,7.5,7.7,7.5,7.9,8.2,8.2,8.8,7.5,8.4,7.9,6
Men,June,Daegu/Gyeongbuk,Donation Count,Unit,10954.0,12063.0,8929.0,9898.0,11678.0,11703,11166.0,10837.0,11407.0,12202.0,13501.0,12328.0,13848.0,14260.0,13731.0,11527.0,12807.0,12702.0,13292.0,6
Men,June,Daegu/Gyeongbuk,Composition Rate[%],%,7.5,8.6,7.6,7.5,7.7,8,7.8,7.1,6.9,6.8,7.6,7.3,8.0,8.1,8.2,8.3,8.0,8.0,7.9,6
Men,June,Incheon,Donation Count,Unit,8092.0,7876.0,6900.0,7251.0,7820.0,8633,9913.0,8827.0,9259.0,10060.0,10000.0,8944.0,9059.0,8383.0,9374.0,10152.0,8883.0,9530.0,10269.0,6
Men,June,Incheon,Composition Rate[%],%,8.9,9.1,8.7,8.4,8.7,8.4,8.6,7.7,7.9,8.1,8.2,7.9,7.8,7.6,8.4,8.5,7.4,7.9,8.1,6
Men,June,Ulsan,Donation Count,Unit,5102.0,6343.0,4929.0,5393.0,5721.0,5264,4478.0,4612.0,4867.0,5160.0,5879.0,5201.0,5818.0,5365.0,5627.0,5877.0,4978.0,5110.0,6095.0,6
Men,June,Ulsan,Composition Rate[%],%,8.3,9.8,9.4,9.6,10.0,9.6,8.2,8.0,8.1,7.6,8.4,7.9,8.8,8.1,8.2,9.2,7.8,8.0,8.3,6
Men,June,Gyeonggi,Donation Count,Unit,9088.0,10872.0,8851.0,9125.0,11412.0,10629,10531.0,10372.0,11975.0,12698.0,11801.0,11713.0,12680.0,12144.0,12840.0,14904.0,13124.0,12299.0,13433.0,6
Men,June,Gyeonggi,Composition Rate[%],%,7.7,9.5,8.6,8.3,9.3,8.6,8.3,8.1,8.5,8.4,7.4,7.6,7.9,7.8,8.1,8.7,7.8,7.7,7.9,6
Men,June,Gangwon,Donation Count,Unit,5871.0,5783.0,4233.0,5407.0,4470.0,5082,5596.0,6938.0,6627.0,7286.0,9638.0,10284.0,10439.0,11271.0,10269.0,10107.0,8724.0,8519.0,9676.0,6
Men,June,Gangwon,Composition Rate[%],%,7.8,8.5,7.6,8.8,7.0,7.7,7.7,8.1,7.0,7.3,8.3,8.4,8.2,8.4,8.1,8.6,7.9,8.7,9.1,6
Men,June,Chungbuk,Donation Count,Unit,5300.0,4887.0,4700.0,4890.0,6775.0,6352,5634.0,5941.0,5745.0,5685.0,6741.0,5865.0,5716.0,5381.0,5598.0,5487.0,4831.0,5202.0,5737.0,6
Men,June,Chungbuk,Composition Rate[%],%,8.7,7.9,8.1,7.3,8.6,7.9,7.8,7.6,7.7,7.6,9.2,8.8,7.9,7.5,8.0,8.3,7.6,8.5,9.0,6
Men,June,Daejeon/Chungnam,Donation Count,Unit,12348.0,10110.0,9037.0,10687.0,12127.0,12701,12024.0,11710.0,12912.0,13618.0,14036.0,13434.0,13386.0,13831.0,13929.0,14082.0,12850.0,13132.0,14080.0,6
Men,June,Daejeon/Chungnam,Composition Rate[%],%,8.8,8.7,7.8,8.0,8.7,8.5,8.3,7.7,7.9,8.0,7.8,7.8,7.7,7.7,7.9,8.2,7.7,8.0,8.4,6
Men,June,Jeonbuk,Donation Count,Unit,8149.0,8073.0,6012.0,7298.0,8368.0,8299,7702.0,8660.0,8074.0,6784.0,7315.0,7851.0,7231.0,6452.0,6726.0,6893.0,6554.0,5331.0,6093.0,6
Men,June,Jeonbuk,Composition Rate[%],%,8.5,9.1,7.9,8.9,9.1,8.8,8.5,9.4,8.4,7.6,7.7,9.0,8.3,7.8,8.3,9.0,8.6,7.7,8.4,6
Men,June,Jeonnam,Donation Count,Unit,11111.0,11922.0,11126.0,12825.0,13209.0,11747,9785.0,10915.0,11350.0,11472.0,12295.0,11262.0,12797.0,10898.0,10973.0,11376.0,9803.0,10437.0,10501.0,6
Men,June,Jeonnam,Composition Rate[%],%,8.4,8.3,8.8,9.7,9.6,9,7.9,9.0,8.5,8.2,8.7,8.5,8.7,7.7,7.7,8.9,7.7,8.4,8.1,6
Men,June,Gyeongnam,Donation Count,Unit,7765.0,7692.0,7486.0,6706.0,8249.0,7779,7752.0,7472.0,8665.0,8685.0,9225.0,7734.0,8358.0,8116.0,7846.0,8445.0,7830.0,7728.0,8524.0,6
Men,June,Gyeongnam,Composition Rate[%],%,8.8,8.8,9.9,7.9,8.8,8.1,8.4,7.9,8.4,7.8,8.7,7.7,8.2,7.9,7.7,8.4,8.2,8.4,8.6,6
Men,June,Jeju,Donation Count,Unit,2445.0,2505.0,1848.0,1592.0,2677.0,2409,1634.0,1375.0,1912.0,1747.0,2386.0,2220.0,2135.0,1935.0,2087.0,2448.0,2395.0,2343.0,2910.0,6
Men,June,Jeju,Composition Rate[%],%,9.8,10.5,8.6,6.9,10.7,9.8,7.5,6.7,8.9,7.5,9.3,9.4,8.3,8.0,8.5,8.4,8.1,8.1,8.9,6
Men,June,Outside of Korean Red Cross,Donation Count,Unit,4005.0,2772.0,3429.0,5401.0,7634.0,8101,8656.0,9562.0,10649.0,11602.0,10803.0,12185.0,11055.0,10907.0,10958.0,10037.0,10512.0,11477.0,14847.0,6
Men,June,Outside of Korean Red Cross,Composition Rate[%],%,9.5,6.3,7.4,8.5,9.5,8.1,8.1,8.3,8.4,8.9,8.0,8.7,7.7,8.1,8.6,8.1,8.5,8.1,9.1,6
Men,July,Total,Donation Count,Unit,153434.0,148515.0,134561.0,153865.0,167215.0,168457,152085.0,168454.0,182948.0,197573.0,194417.0,175436.0,191472.0,181998.0,174832.0,168603.0,153311.0,155645.0,168535.0,7
Men,July,Total,Composition Rate[%],%,8.4,8.3,8.5,8.8,8.9,8.9,8.3,8.8,9.0,9.2,9.0,8.5,9.0,8.6,8.6,8.8,8.1,8.3,8.4,7
Men,July,Korean Red Cross,Donation Count,Unit,150419.0,145725.0,131028.0,148464.0,160953.0,160034,143090.0,157914.0,172194.0,186752.0,182653.0,162653.0,178544.0,169335.0,163999.0,157097.0,141927.0,142733.0,154357.0,7
Men,July,Korean Red Cross,Composition Rate[%],%,8.4,8.3,8.5,8.8,8.9,8.9,8.3,8.8,9.0,9.3,9.0,8.4,9.0,8.6,8.6,8.8,8.0,8.2,8.4,7
Men,July,Central Seoul,Donation Count,Unit,14313.0,14840.0,11719.0,12683.0,12346.0,16576,,,,,,,,16762.0,15038.0,13067.0,12108.0,13062.0,13978.0,7
Men,July,Central Seoul,Composition Rate[%],%,8.4,8.5,8.5,8.6,8.3,9.6,,,,,,,,8.6,8.2,8.3,7.8,8.4,8.4,7
Men,July,Western Seoul,Donation Count,Unit,9438.0,8978.0,10389.0,11055.0,14612.0,-,14500.0,17230.0,18127.0,22263.0,20449.0,17811.0,17567.0,,,,,,,7
Men,July,Western Seoul,Composition Rate[%],%,8.3,7.9,8.8,8.7,9.4,-,8.1,9.0,8.6,9.5,8.8,8.4,8.7,,,,,,,7
Men,July,Southern Seoul,Donation Count,Unit,10572.0,11428.0,11805.0,12947.0,13715.0,16712,13332.0,14623.0,15790.0,15720.0,14935.0,12997.0,17413.0,15424.0,13670.0,12770.0,9706.0,11572.0,12598.0,7
Men,July,Southern Seoul,Composition Rate[%],%,7.0,7.5,8.7,9.0,9.7,10.3,8.3,8.8,9.2,9.2,9.0,7.7,9.4,8.9,8.5,8.8,7.3,8.7,8.6,7
Men,July,Eastern Seoul,Donation Count,Unit,13583.0,13896.0,9692.0,12401.0,12671.0,15440,14504.0,17195.0,19080.0,21446.0,18402.0,16013.0,18574.0,16980.0,15565.0,13169.0,12500.0,13191.0,14641.0,7
Men,July,Eastern Seoul,Composition Rate[%],%,8.6,9.2,7.6,9.2,8.9,9.5,8.5,9.5,9.6,10.1,8.9,8.2,9.2,8.4,8.4,7.7,7.5,7.9,8.1,7
Men,July,Busan,Donation Count,Unit,13862.0,14007.0,13242.0,12827.0,13047.0,14683,12831.0,12867.0,13916.0,14031.0,13982.0,12564.0,14978.0,13724.0,12673.0,12803.0,11246.0,11682.0,11901.0,7
Men,July,Busan,Composition Rate[%],%,8.5,8.7,9.0,8.1,8.1,8.8,8.5,8.4,8.9,8.9,8.8,8.8,9.9,8.8,8.5,9.3,8.3,8.5,8.4,7
Men,July,Daegu/Gyeongbuk,Donation Count,Unit,12836.0,11696.0,9011.0,10965.0,13455.0,12803,12072.0,12166.0,14874.0,15966.0,16975.0,13928.0,14750.0,14608.0,15014.0,12140.0,12199.0,10496.0,13492.0,7
Men,July,Daegu/Gyeongbuk,Composition Rate[%],%,8.7,8.4,7.7,8.3,8.9,8.7,8.5,8.0,9.0,8.9,9.6,8.3,8.5,8.3,9.0,8.7,7.7,6.6,8.1,7
Men,July,Incheon,Donation Count,Unit,7509.0,6447.0,6562.0,7369.0,8348.0,10338,10037.0,10280.0,11238.0,12860.0,10895.0,9834.0,10141.0,9404.0,9386.0,10630.0,9508.0,10235.0,11284.0,7
Men,July,Incheon,Composition Rate[%],%,8.3,7.4,8.3,8.5,9.3,10.1,8.7,9.0,9.6,10.3,9.0,8.7,8.8,8.5,8.4,8.9,7.9,8.5,8.9,7
Men,July,Ulsan,Donation Count,Unit,5641.0,5176.0,4721.0,5525.0,5083.0,4741,4443.0,4848.0,5144.0,6077.0,6616.0,5751.0,6003.0,5362.0,5677.0,5995.0,5264.0,5051.0,5979.0,7
Men,July,Ulsan,Composition Rate[%],%,9.1,8.0,9.0,9.9,8.9,8.6,8.2,8.4,8.5,8.9,9.4,8.8,9.1,8.1,8.3,9.4,8.2,7.9,8.1,7
Men,July,Gyeonggi,Donation Count,Unit,9089.0,9441.0,8821.0,10226.0,11106.0,11187,10017.0,11917.0,12671.0,14371.0,14502.0,13275.0,13893.0,13589.0,13951.0,15866.0,14035.0,13042.0,13644.0,7
Men,July,Gyeonggi,Composition Rate[%],%,7.7,8.2,8.6,9.3,9.1,9,7.9,9.3,9.0,9.5,9.1,8.6,8.7,8.7,8.8,9.3,8.3,8.2,8.1,7
Men,July,Gangwon,Donation Count,Unit,6396.0,4882.0,5176.0,5527.0,6365.0,7028,6849.0,7367.0,9076.0,9220.0,11697.0,10994.0,11539.0,11829.0,11527.0,11143.0,7858.0,8601.0,8456.0,7
Men,July,Gangwon,Composition Rate[%],%,8.5,7.2,9.3,9.0,9.9,10.6,9.5,8.6,9.5,9.2,10.1,9.0,9.1,8.8,9.0,9.5,7.1,8.7,8.0,7
Men,July,Chungbuk,Donation Count,Unit,5314.0,5452.0,5106.0,6067.0,7569.0,7585,5241.0,7379.0,6748.0,7341.0,7091.0,5408.0,6606.0,6332.0,6259.0,6204.0,5020.0,5097.0,5115.0,7
Men,July,Chungbuk,Composition Rate[%],%,8.7,8.8,8.7,9.0,9.6,9.5,7.3,9.4,9.0,9.8,9.6,8.1,9.2,8.9,8.9,9.4,7.9,8.3,8.0,7
Men,July,Daejeon/Chungnam,Donation Count,Unit,13230.0,10454.0,9526.0,12344.0,12411.0,12713,12271.0,13249.0,14790.0,14875.0,15498.0,14867.0,15762.0,15214.0,15000.0,14907.0,14799.0,13576.0,14293.0,7
Men,July,Daejeon/Chungnam,Composition Rate[%],%,9.4,9.0,8.2,9.3,8.9,8.5,8.5,8.7,9.0,8.7,8.6,8.7,9.1,8.5,8.5,8.7,8.9,8.2,8.5,7
Men,July,Jeonbuk,Donation Count,Unit,9267.0,7754.0,6534.0,7205.0,7776.0,7724,6932.0,7144.0,7565.0,7723.0,7782.0,7061.0,7386.0,7258.0,7137.0,6042.0,6553.0,5892.0,6155.0,7
Men,July,Jeonbuk,Composition Rate[%],%,9.7,8.7,8.6,8.8,8.5,8.2,7.6,7.7,7.9,8.6,8.2,8.1,8.5,8.8,8.8,7.9,8.6,8.5,8.5,7
Men,July,Jeonnam,Donation Count,Unit,11188.0,11672.0,10663.0,12279.0,12322.0,11636,9650.0,11066.0,11628.0,12654.0,12413.0,11636.0,12796.0,11997.0,12045.0,10466.0,11226.0,10179.0,11902.0,7
Men,July,Jeonnam,Composition Rate[%],%,8.5,8.1,8.5,9.3,9.0,8.9,7.8,9.1,8.7,9.1,8.8,8.7,8.7,8.5,8.5,8.2,8.8,8.2,9.2,7
Men,July,Gyeongnam,Donation Count,Unit,5952.0,7313.0,6027.0,7327.0,8102.0,8613,8341.0,8733.0,9618.0,10172.0,9184.0,8455.0,8919.0,8766.0,8847.0,8936.0,7525.0,8246.0,8185.0,7
Men,July,Gyeongnam,Composition Rate[%],%,6.7,8.4,8.0,8.7,8.7,9,9.1,9.2,9.3,9.1,8.6,8.4,8.8,8.5,8.7,8.9,7.9,8.9,8.3,7
Men,July,Jeju,Donation Count,Unit,2229.0,2289.0,2034.0,1717.0,2025.0,2255,2070.0,1850.0,1929.0,2033.0,2232.0,2059.0,2217.0,2086.0,2210.0,2959.0,2380.0,2811.0,2734.0,7
Men,July,Jeju,Composition Rate[%],%,8.9,9.6,9.4,7.4,8.1,9.1,9.5,9.0,9.0,8.8,8.7,8.7,8.6,8.6,9.0,10.2,8.1,9.7,8.4,7
Men,July,Outside of Korean Red Cross,Donation Count,Unit,3015.0,2790.0,3533.0,5401.0,6262.0,8423,8995.0,10540.0,10754.0,10821.0,11764.0,12783.0,12928.0,12663.0,10833.0,11506.0,11384.0,12912.0,14178.0,7
Men,July,Outside of Korean Red Cross,Composition Rate[%],%,7.2,6.4,7.6,8.5,7.8,8.4,8.4,9.2,8.5,8.3,8.7,9.1,9.0,9.4,8.5,9.3,9.2,9.2,8.7,7
Men,August,Total,Donation Count,Unit,165407.0,156840.0,126794.0,147045.0,159089.0,161916,150461.0,155128.0,181734.0,185012.0,180552.0,167876.0,180950.0,170971.0,169943.0,160963.0,156486.0,150826.0,166315.0,8
Men,August,Total,Composition Rate[%],%,9.0,8.8,8.0,8.4,8.5,8.5,8.2,8.1,8.9,8.7,8.3,8.1,8.5,8.1,8.3,8.4,8.3,8.0,8.3,8
Men,August,Korean Red Cross,Donation Count,Unit,162983.0,153663.0,123861.0,143194.0,153295.0,154216,142283.0,146784.0,171751.0,174558.0,169636.0,156721.0,168922.0,160694.0,158985.0,150767.0,146422.0,140118.0,153097.0,8
Men,August,Korean Red Cross,Composition Rate[%],%,9.1,8.8,8.0,8.5,8.5,8.6,8.3,8.2,9.0,8.7,8.4,8.1,8.5,8.1,8.3,8.4,8.3,8.1,8.3,8
Men,August,Central Seoul,Donation Count,Unit,16511.0,15376.0,10360.0,12923.0,12750.0,16053,,,,,,,,15900.0,14955.0,12471.0,12277.0,11817.0,13696.0,8
Men,August,Central Seoul,Composition Rate[%],%,9.7,8.8,7.5,8.8,8.6,9.3,,,,,,,,8.1,8.2,7.9,7.9,7.6,8.3,8
Men,August,Western Seoul,Donation Count,Unit,10140.0,9188.0,9447.0,10736.0,13568.0,-,15616.0,16518.0,20541.0,20999.0,20214.0,15190.0,16816.0,,,,,,,8
Men,August,Western Seoul,Composition Rate[%],%,8.9,8.1,8.0,8.4,8.8,-,8.7,8.6,9.8,8.9,8.7,7.2,8.3,,,,,,,8
Men,August,Southern Seoul,Donation Count,Unit,13849.0,13255.0,11210.0,12392.0,12335.0,14668,13980.0,13236.0,15747.0,13562.0,14077.0,14864.0,16793.0,12969.0,12398.0,11582.0,10603.0,10870.0,12077.0,8
Men,August,Southern Seoul,Composition Rate[%],%,9.2,8.8,8.2,8.6,8.7,9.1,8.7,8.0,9.1,8.0,8.5,8.8,9.1,7.5,7.7,8.0,8.0,8.2,8.2,8
Men,August,Eastern Seoul,Donation Count,Unit,15424.0,14496.0,10542.0,11874.0,12419.0,16362,15575.0,15783.0,17619.0,18971.0,16515.0,15307.0,16707.0,15801.0,13758.0,12270.0,13198.0,13248.0,14707.0,8
Men,August,Eastern Seoul,Composition Rate[%],%,9.7,9.6,8.3,8.8,8.7,10.1,9.1,8.7,8.9,8.9,8.0,7.8,8.3,7.9,7.4,7.2,7.9,8.0,8.1,8
Men,August,Busan,Donation Count,Unit,13424.0,13178.0,11607.0,12574.0,12489.0,13830,11195.0,12111.0,14801.0,13505.0,13430.0,11523.0,12394.0,12933.0,12297.0,12744.0,10181.0,10430.0,11851.0,8
Men,August,Busan,Composition Rate[%],%,8.2,8.2,7.9,8.0,7.8,8.3,7.4,7.9,9.5,8.6,8.5,8.1,8.2,8.3,8.2,9.2,7.5,7.5,8.3,8
Men,August,Daegu/Gyeongbuk,Donation Count,Unit,13496.0,11575.0,8586.0,11499.0,13903.0,12732,12968.0,13476.0,14534.0,15174.0,14525.0,14469.0,15070.0,15056.0,13924.0,13714.0,12217.0,13584.0,13850.0,8
Men,August,Daegu/Gyeongbuk,Composition Rate[%],%,9.2,8.3,7.3,8.7,9.2,8.7,9.1,8.9,8.8,8.5,8.2,8.6,8.7,8.5,8.3,9.8,7.7,8.5,8.3,8
Men,August,Incheon,Donation Count,Unit,8622.0,7828.0,5673.0,7653.0,7961.0,10021,9374.0,9501.0,11056.0,11505.0,10658.0,9072.0,9496.0,8601.0,9775.0,9662.0,11267.0,9565.0,10646.0,8
Men,August,Incheon,Composition Rate[%],%,9.5,9.0,7.2,8.8,8.8,9.7,8.1,8.3,9.4,9.2,8.8,8.0,8.2,7.8,8.7,8.1,9.4,8.0,8.4,8
Men,August,Ulsan,Donation Count,Unit,5626.0,5825.0,4104.0,4731.0,4554.0,4829,4254.0,5146.0,5091.0,6028.0,5703.0,5652.0,5759.0,5343.0,5636.0,5696.0,5083.0,5548.0,6340.0,8
Men,August,Ulsan,Composition Rate[%],%,9.1,9.0,7.8,8.4,7.9,8.8,7.8,8.9,8.4,8.8,8.1,8.6,8.7,8.1,8.2,8.9,8.0,8.6,8.6,8
Men,August,Gyeonggi,Donation Count,Unit,10564.0,9255.0,8485.0,9125.0,10917.0,10505,10721.0,9862.0,13502.0,12929.0,13632.0,12433.0,13695.0,12772.0,13196.0,14219.0,14695.0,12298.0,14287.0,8
Men,August,Gyeonggi,Composition Rate[%],%,9.0,8.1,8.3,8.3,8.9,8.5,8.5,7.7,9.6,8.5,8.6,8.0,8.6,8.2,8.3,8.3,8.7,7.7,8.4,8
Men,August,Gangwon,Donation Count,Unit,6930.0,6287.0,4211.0,4890.0,6045.0,6723,6359.0,6813.0,8459.0,8877.0,9610.0,10612.0,11297.0,11887.0,11124.0,9634.0,10484.0,7551.0,8469.0,8
Men,August,Gangwon,Composition Rate[%],%,9.2,9.3,7.6,7.9,9.4,10.1,8.8,7.9,8.9,8.9,8.3,8.7,8.9,8.8,8.7,8.2,9.5,7.7,8.0,8
Men,August,Chungbuk,Donation Count,Unit,5782.0,5331.0,5236.0,5933.0,6243.0,6553,5270.0,6312.0,6631.0,6245.0,5719.0,5951.0,6317.0,6232.0,6031.0,5570.0,5313.0,4763.0,4667.0,8
Men,August,Chungbuk,Composition Rate[%],%,9.5,8.6,9.0,8.8,7.9,8.2,7.3,8.1,8.8,8.4,7.8,8.9,8.8,8.7,8.6,8.4,8.3,7.8,7.3,8
Men,August,Daejeon/Chungnam,Donation Count,Unit,12917.0,10164.0,9808.0,11397.0,11825.0,13368,11991.0,12597.0,14913.0,15617.0,16339.0,14633.0,14654.0,15357.0,16170.0,15380.0,13980.0,14425.0,14234.0,8
Men,August,Daejeon/Chungnam,Composition Rate[%],%,9.2,8.7,8.5,8.6,8.5,9,8.3,8.3,9.1,9.1,9.0,8.5,8.4,8.6,9.2,9.0,8.4,8.7,8.5,8
Men,August,Jeonbuk,Donation Count,Unit,8543.0,8114.0,6930.0,7144.0,7445.0,7340,6461.0,7410.0,8023.0,7536.0,7776.0,6753.0,7047.0,6589.0,7192.0,6941.0,6510.0,5856.0,6306.0,8
Men,August,Jeonbuk,Composition Rate[%],%,8.9,9.1,9.1,8.7,8.1,7.8,7.1,8.0,8.4,8.4,8.2,7.7,8.1,8.0,8.8,9.1,8.5,8.5,8.7,8
Men,August,Jeonnam,Donation Count,Unit,12430.0,14458.0,10489.0,11114.0,11325.0,11041,10080.0,8645.0,10619.0,11377.0,11397.0,10131.0,12469.0,10614.0,11018.0,10161.0,10809.0,10379.0,10462.0,8
Men,August,Jeonnam,Composition Rate[%],%,9.4,10.0,8.3,8.4,8.2,8.5,8.2,7.1,7.9,8.2,8.0,7.6,8.4,7.5,7.8,8.0,8.5,8.3,8.1,8
Men,August,Gyeongnam,Donation Count,Unit,6500.0,6484.0,5218.0,7113.0,7371.0,8184,6613.0,7721.0,8295.0,10205.0,8188.0,8381.0,8128.0,8527.0,9599.0,8375.0,7535.0,7475.0,8535.0,8
Men,August,Gyeongnam,Composition Rate[%],%,7.4,7.4,6.9,8.4,7.9,8.6,7.2,8.1,8.0,9.2,7.7,8.4,8.0,8.3,9.5,8.3,7.9,8.1,8.6,8
Men,August,Jeju,Donation Count,Unit,2225.0,2849.0,1955.0,2096.0,2145.0,2007,1826.0,1653.0,1920.0,2028.0,1853.0,1750.0,2280.0,2113.0,1912.0,2348.0,2270.0,2309.0,2970.0,8
Men,August,Jeju,Composition Rate[%],%,8.9,12.0,9.1,9.0,8.6,8.1,8.4,8.1,8.9,8.8,7.2,7.4,8.9,8.7,7.8,8.1,7.7,8.0,9.1,8
Men,August,Outside of Korean Red Cross,Donation Count,Unit,2424.0,3177.0,2933.0,3851.0,5794.0,7700,8178.0,8344.0,9983.0,10454.0,10916.0,11155.0,12028.0,10277.0,10958.0,10196.0,10064.0,10708.0,13218.0,8
Men,August,Outside of Korean Red Cross,Composition Rate[%],%,5.8,7.3,6.3,6.1,7.2,7.7,7.6,7.2,7.9,8.0,8.0,7.9,8.4,7.7,8.6,8.3,8.2,7.6,8.1,8
Men,September,Total,Donation Count,Unit,154352.0,139731.0,107425.0,147846.0,152116.0,148223,145339.0,148391.0,152445.0,166206.0,171965.0,157257.0,176480.0,165388.0,153758.0,154938.0,153353.0,157647.0,160121.0,9
Men,September,Total,Composition Rate[%],%,8.4,7.8,6.7,8.5,8.1,7.8,8.0,7.8,7.5,7.8,7.9,7.6,8.3,7.8,7.5,8.1,8.1,8.4,8.0,9
Men,September,Korean Red Cross,Donation Count,Unit,150552.0,134750.0,102202.0,142025.0,145417.0,139716,137209.0,139929.0,143441.0,156898.0,160655.0,147232.0,164338.0,154480.0,144527.0,145685.0,144391.0,146415.0,147969.0,9
Men,September,Korean Red Cross,Composition Rate[%],%,8.4,7.7,6.6,8.5,8.1,7.8,8.0,7.8,7.5,7.8,7.9,7.6,8.3,7.8,7.6,8.1,8.1,8.4,8.0,9
Men,September,Central Seoul,Donation Count,Unit,12775.0,12945.0,8396.0,12573.0,12866.0,14948,,,,,,,,14913.0,12827.0,11716.0,12813.0,12658.0,12843.0,9
Men,September,Central Seoul,Composition Rate[%],%,7.5,7.4,6.1,8.5,8.7,8.7,,,,,,,,7.6,7.0,7.4,8.2,8.2,7.8,9
Men,September,Western Seoul,Donation Count,Unit,9478.0,7924.0,7446.0,11539.0,12447.0,-,13947.0,13754.0,15357.0,17933.0,17323.0,14034.0,15523.0,,,,,,,9
Men,September,Western Seoul,Composition Rate[%],%,8.3,6.9,6.3,9.0,8.0,-,7.8,7.2,7.3,7.6,7.5,6.7,7.7,,,,,,,9
Men,September,Southern Seoul,Donation Count,Unit,10866.0,11117.0,7969.0,10364.0,11483.0,12018,12620.0,13309.0,13745.0,12377.0,12952.0,13041.0,13746.0,13254.0,11231.0,10853.0,10332.0,10967.0,11689.0,9
Men,September,Southern Seoul,Composition Rate[%],%,7.2,7.3,5.8,7.2,8.1,7.4,7.9,8.0,8.0,7.3,7.8,7.7,7.4,7.6,7.0,7.5,7.8,8.3,7.9,9
Men,September,Eastern Seoul,Donation Count,Unit,13170.0,11745.0,8285.0,10748.0,11984.0,13275,13354.0,13344.0,15158.0,16571.0,17195.0,14383.0,15566.0,15109.0,13308.0,13032.0,13061.0,13826.0,14126.0,9
Men,September,Eastern Seoul,Composition Rate[%],%,8.3,7.8,6.5,8.0,8.4,8.2,7.8,7.4,7.7,7.8,8.3,7.3,7.7,7.5,7.1,7.6,7.8,8.3,7.8,9
Men,September,Busan,Donation Count,Unit,14647.0,13430.0,11304.0,13396.0,14062.0,13236,12595.0,11821.0,10888.0,12499.0,12527.0,10810.0,13033.0,12439.0,11215.0,10522.0,11064.0,11894.0,11566.0,9
Men,September,Busan,Composition Rate[%],%,9.0,8.4,7.7,8.5,8.8,7.9,8.3,7.8,7.0,8.0,7.9,7.6,8.6,7.9,7.5,7.6,8.2,8.6,8.1,9
Men,September,Daegu/Gyeongbuk,Donation Count,Unit,11977.0,9878.0,7073.0,10916.0,11170.0,11113,10382.0,11893.0,12805.0,13946.0,12744.0,13426.0,14713.0,13518.0,12344.0,11830.0,13932.0,13324.0,13611.0,9
Men,September,Daegu/Gyeongbuk,Composition Rate[%],%,8.2,7.1,6.0,8.3,7.4,7.6,7.3,7.8,7.7,7.8,7.2,8.0,8.5,7.6,7.4,8.5,8.8,8.4,8.1,9
Men,September,Incheon,Donation Count,Unit,8089.0,6537.0,4737.0,7633.0,7014.0,8780,8588.0,8864.0,8689.0,9440.0,9652.0,8758.0,9322.0,8877.0,9023.0,9888.0,9784.0,9585.0,9855.0,9
Men,September,Incheon,Composition Rate[%],%,8.9,7.5,6.0,8.8,7.8,8.5,7.4,7.7,7.4,7.6,7.9,7.7,8.1,8.0,8.1,8.3,8.2,8.0,7.7,9
Men,September,Ulsan,Donation Count,Unit,5496.0,5279.0,3717.0,4388.0,4850.0,4345,4424.0,4751.0,3944.0,5251.0,5513.0,5065.0,5745.0,5527.0,5162.0,5051.0,4980.0,5535.0,5822.0,9
Men,September,Ulsan,Composition Rate[%],%,8.9,8.1,7.1,7.8,8.5,7.9,8.1,8.2,6.5,7.7,7.9,7.7,8.7,8.4,7.5,7.9,7.8,8.6,7.9,9
Men,September,Gyeonggi,Donation Count,Unit,10135.0,8371.0,6556.0,9237.0,9357.0,10178,9942.0,9529.0,10444.0,13012.0,13321.0,12841.0,13426.0,11868.0,11661.0,14484.0,13151.0,12849.0,13202.0,9
Men,September,Gyeonggi,Composition Rate[%],%,8.6,7.3,6.4,8.4,7.6,8.2,7.9,7.4,7.4,8.6,8.4,8.3,8.4,7.6,7.3,8.5,7.8,8.1,7.8,9
Men,September,Gangwon,Donation Count,Unit,6196.0,5046.0,3393.0,5348.0,4600.0,5931,6473.0,7001.0,6766.0,7787.0,9219.0,9643.0,11740.0,10154.0,10107.0,9915.0,9479.0,8533.0,8934.0,9
Men,September,Gangwon,Composition Rate[%],%,8.2,7.5,6.1,8.7,7.2,8.9,8.9,8.1,7.1,7.8,7.9,7.9,9.2,7.5,7.9,8.5,8.6,8.7,8.4,9
Men,September,Chungbuk,Donation Count,Unit,5086.0,5638.0,4522.0,6405.0,6755.0,6187,5621.0,6957.0,5826.0,5380.0,6136.0,5162.0,6319.0,5365.0,5659.0,5418.0,5383.0,5631.0,5362.0,9
Men,September,Chungbuk,Composition Rate[%],%,8.4,9.1,7.7,9.5,8.6,7.7,7.8,8.9,7.8,7.2,8.3,7.7,8.8,7.5,8.1,8.2,8.4,9.2,8.4,9
Men,September,Daejeon/Chungnam,Donation Count,Unit,12124.0,9428.0,7888.0,11321.0,10501.0,12031,11629.0,12252.0,12142.0,13361.0,14060.0,13418.0,14484.0,14524.0,14118.0,14361.0,13652.0,14142.0,13247.0,9
Men,September,Daejeon/Chungnam,Composition Rate[%],%,8.6,8.1,6.8,8.5,7.5,8.1,8.0,8.0,7.4,7.8,7.8,7.8,8.3,8.1,8.0,8.4,8.2,8.6,7.9,9
