month,surgery,year,units
August,Cardiac Catheterization - Aortic valve replacement,2013,316.8
August,Varicose Vein Ligation and Stripping - PDA ligation,2013,7039.2
August,Appendectomy - Exploratory Laparotomy,2013,2750.4
August,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2013,1384.2
August,Cholecystectomy - Laparoscopic cholecystectomy,2013,0.0
August,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2013,935.7
August,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2013,992.4
August,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2013,72.4
August,Prostatectomy - Prostatectomy,2013,20.9
August,Hysterectomy - Total abdominal hysterectomy,2013,789.0
August,Cesarean Section (C-Section) - Low cervical cesarean section,2013,3951.6
August,Hip Replacement Surgery - Total hip replacement,2013,829.4
August,Knee Replacement Surgery - Total knee replacement,2013,5562.4
August,Partial Mastectomy - Mastectomy,2013,0.0
August,Total Mastectomy - Mastectomy,2013,0.0
August,Skull Base Surgery - Craniotomy and removal of brain tumor,2013,33.0
August,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2013,537.9
August,Gastrectomy - Total gastrectomy,2013,147.1
August,Liver Resection - Wedge resection of liver,2013,122.6
August,Hepatic Embolization - Lobectomy of liver,2013,1482.0
August,Thyroid Surgery - Bilateral thyroidectomy,2013,0.0
August,Congenital Heart Defect Surgery - PDA ligatio,2013,1831.2
August,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2013,0.0
August,Cleft Lip and Palate Surgery - Mastoidectomy,2013,0.0
August,Hemorrhoidectomy,2013,0.0
August,Endoscopic Spine Surgery - Laminectomy,2013,40.0
August,General Spine Surgery - Laminectomy,2013,5448.0
August,Endoscopic Sinus Surgery - Mastoidectomy,2013,0.0
August,General Sinus Surgery - Mastoidectomy,2013,0.0
August,Stem Cell Transplantation - Liver transplantation,2013,0.0
September,Cataract surgery,2013,0.0
September,Mastoidectomy,2013,0.0
September,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2013,993.6
September,Stent Insertion - Aortic valve replacement,2013,6829.2
September,Coronary Artery Bypass Graft - Graft replacement of Aorta,2013,887.4
September,Cardiac Catheterization - Aortic valve replacement,2013,282.6
September,Varicose Vein Ligation and Stripping - PDA ligation,2013,5927.6
September,Appendectomy - Exploratory Laparotomy,2013,2413.2
September,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2013,1229.4
September,Cholecystectomy - Laparoscopic cholecystectomy,2013,0.0
September,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2013,868.8
September,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2013,810.0
September,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2013,66.9
September,Prostatectomy - Prostatectomy,2013,18.7
September,Hysterectomy - Total abdominal hysterectomy,2013,721.6
September,Cesarean Section (C-Section) - Low cervical cesarean section,2013,4122.3
September,Hip Replacement Surgery - Total hip replacement,2013,763.4
September,Knee Replacement Surgery - Total knee replacement,2013,5361.8
September,Partial Mastectomy - Mastectomy,2013,0.0
September,Total Mastectomy - Mastectomy,2013,0.0
September,Skull Base Surgery - Craniotomy and removal of brain tumor,2013,33.0
September,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2013,512.6
September,Gastrectomy - Total gastrectomy,2013,141.2
September,Liver Resection - Wedge resection of liver,2013,113.6
September,Hepatic Embolization - Lobectomy of liver,2013,1416.0
September,Thyroid Surgery - Bilateral thyroidectomy,2013,0.0
September,Congenital Heart Defect Surgery - PDA ligatio,2013,1610.0
September,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2013,0.0
September,Cleft Lip and Palate Surgery - Mastoidectomy,2013,0.0
September,Hemorrhoidectomy,2013,0.0
September,Endoscopic Spine Surgery - Laminectomy,2013,42.0
September,General Spine Surgery - Laminectomy,2013,5083.2
September,Endoscopic Sinus Surgery - Mastoidectomy,2013,0.0
September,General Sinus Surgery - Mastoidectomy,2013,0.0
September,Stem Cell Transplantation - Liver transplantation,2013,0.0
October,Cataract surgery,2013,0.0
October,Mastoidectomy,2013,0.0
October,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2013,1081.8
October,Stent Insertion - Aortic valve replacement,2013,7835.4
October,Coronary Artery Bypass Graft - Graft replacement of Aorta,2013,1331.1
October,Cardiac Catheterization - Aortic valve replacement,2013,311.4
October,Varicose Vein Ligation and Stripping - PDA ligation,2013,5633.6
October,Appendectomy - Exploratory Laparotomy,2013,2277.6
October,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2013,1377.0
October,Cholecystectomy - Laparoscopic cholecystectomy,2013,0.0
October,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2013,902.1
October,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2013,897.0
October,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2013,84.8
October,Prostatectomy - Prostatectomy,2013,20.0
October,Hysterectomy - Total abdominal hysterectomy,2013,726.4
October,Cesarean Section (C-Section) - Low cervical cesarean section,2013,3990.6
October,Hip Replacement Surgery - Total hip replacement,2013,959.2
October,Knee Replacement Surgery - Total knee replacement,2013,7624.5
October,Partial Mastectomy - Mastectomy,2013,0.0
October,Total Mastectomy - Mastectomy,2013,0.0
October,Skull Base Surgery - Craniotomy and removal of brain tumor,2013,30.8
October,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2013,581.9
October,Gastrectomy - Total gastrectomy,2013,154.3
October,Liver Resection - Wedge resection of liver,2013,117.2
October,Hepatic Embolization - Lobectomy of liver,2013,1526.5
October,Thyroid Surgery - Bilateral thyroidectomy,2013,0.0
October,Congenital Heart Defect Surgery - PDA ligatio,2013,1873.2
October,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2013,0.0
October,Cleft Lip and Palate Surgery - Mastoidectomy,2013,0.0
October,Hemorrhoidectomy,2013,0.0
October,Endoscopic Spine Surgery - Laminectomy,2013,52.4
October,General Spine Surgery - Laminectomy,2013,5467.6
October,Endoscopic Sinus Surgery - Mastoidectomy,2013,0.0
October,General Sinus Surgery - Mastoidectomy,2013,0.0
October,Stem Cell Transplantation - Liver transplantation,2013,0.0
November,Cataract surgery,2013,0.0
November,Mastoidectomy,2013,0.0
November,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2013,1096.2
November,Stent Insertion - Aortic valve replacement,2013,8092.8
November,Coronary Artery Bypass Graft - Graft replacement of Aorta,2013,1422.9
November,Cardiac Catheterization - Aortic valve replacement,2013,356.4
November,Varicose Vein Ligation and Stripping - PDA ligation,2013,4737.6
November,Appendectomy - Exploratory Laparotomy,2013,2119.2
November,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2013,1396.8
November,Cholecystectomy - Laparoscopic cholecystectomy,2013,0.0
November,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2013,842.7
November,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2013,760.5
November,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2013,87.9
November,Prostatectomy - Prostatectomy,2013,20.5
November,Hysterectomy - Total abdominal hysterectomy,2013,657.4
November,Cesarean Section (C-Section) - Low cervical cesarean section,2013,3753.9
November,Hip Replacement Surgery - Total hip replacement,2013,881.1
November,Knee Replacement Surgery - Total knee replacement,2013,8396.3
November,Partial Mastectomy - Mastectomy,2013,0.0
November,Total Mastectomy - Mastectomy,2013,0.0
November,Skull Base Surgery - Craniotomy and removal of brain tumor,2013,26.4
November,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2013,522.5
November,Gastrectomy - Total gastrectomy,2013,153.6
November,Liver Resection - Wedge resection of liver,2013,121.2
November,Hepatic Embolization - Lobectomy of liver,2013,1388.0
November,Thyroid Surgery - Bilateral thyroidectomy,2013,0.0
November,Congenital Heart Defect Surgery - PDA ligatio,2013,1817.2
November,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2013,0.0
November,Cleft Lip and Palate Surgery - Mastoidectomy,2013,0.0
November,Hemorrhoidectomy,2013,0.0
November,Endoscopic Spine Surgery - Laminectomy,2013,50.0
November,General Spine Surgery - Laminectomy,2013,5383.2
November,Endoscopic Sinus Surgery - Mastoidectomy,2013,0.0
November,General Sinus Surgery - Mastoidectomy,2013,0.0
November,Stem Cell Transplantation - Liver transplantation,2013,0.0
December,Cataract surgery,2013,0.0
December,Mastoidectomy,2013,0.0
December,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2013,1184.4
December,Stent Insertion - Aortic valve replacement,2013,8577.0
December,Coronary Artery Bypass Graft - Graft replacement of Aorta,2013,1402.5
December,Cardiac Catheterization - Aortic valve replacement,2013,367.2
December,Varicose Vein Ligation and Stripping - PDA ligation,2013,5286.4
December,Appendectomy - Exploratory Laparotomy,2013,2157.9
December,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2013,1411.2
December,Cholecystectomy - Laparoscopic cholecystectomy,2013,0.0
December,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2013,843.3
December,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2013,833.4
December,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2013,91.8
December,Prostatectomy - Prostatectomy,2013,20.3
December,Hysterectomy - Total abdominal hysterectomy,2013,793.0
December,Cesarean Section (C-Section) - Low cervical cesarean section,2013,3604.2
December,Hip Replacement Surgery - Total hip replacement,2013,1040.6
December,Knee Replacement Surgery - Total knee replacement,2013,12340.3
December,Partial Mastectomy - Mastectomy,2013,0.0
December,Total Mastectomy - Mastectomy,2013,0.0
December,Skull Base Surgery - Craniotomy and removal of brain tumor,2013,44.0
December,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2013,554.4
December,Gastrectomy - Total gastrectomy,2013,176.3
December,Liver Resection - Wedge resection of liver,2013,116.6
December,Hepatic Embolization - Lobectomy of liver,2013,1377.5
December,Thyroid Surgery - Bilateral thyroidectomy,2013,0.0
December,Congenital Heart Defect Surgery - PDA ligatio,2013,1976.8
December,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2013,0.0
December,Cleft Lip and Palate Surgery - Mastoidectomy,2013,0.0
December,Hemorrhoidectomy,2013,0.0
December,Endoscopic Spine Surgery - Laminectomy,2013,56.0
December,General Spine Surgery - Laminectomy,2013,5819.6
December,Endoscopic Sinus Surgery - Mastoidectomy,2013,0.0
December,General Sinus Surgery - Mastoidectomy,2013,0.0
December,Stem Cell Transplantation - Liver transplantation,2013,0.0
January,Cataract surgery,2014,0.0
January,Mastoidectomy,2014,0.0
January,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2014,1053.0
January,Stent Insertion - Aortic valve replacement,2014,8368.2
January,Coronary Artery Bypass Graft - Graft replacement of Aorta,2014,1463.7
January,Cardiac Catheterization - Aortic valve replacement,2014,405.0
January,Varicose Vein Ligation and Stripping - PDA ligation,2014,6641.6
January,Appendectomy - Exploratory Laparotomy,2014,2177.4
January,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2014,1452.6
January,Cholecystectomy - Laparoscopic cholecystectomy,2014,0.0
January,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2014,913.2
January,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2014,980.7
January,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2014,87.8
January,Prostatectomy - Prostatectomy,2014,19.3
January,Hysterectomy - Total abdominal hysterectomy,2014,889.6
January,Cesarean Section (C-Section) - Low cervical cesarean section,2014,4677.9
January,Hip Replacement Surgery - Total hip replacement,2014,2627.9
January,Knee Replacement Surgery - Total knee replacement,2014,9557.4
January,Partial Mastectomy - Mastectomy,2014,0.0
January,Total Mastectomy - Mastectomy,2014,0.0
January,Skull Base Surgery - Craniotomy and removal of brain tumor,2014,31.9
January,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2014,617.1
January,Gastrectomy - Total gastrectomy,2014,187.3
January,Liver Resection - Wedge resection of liver,2014,126.0
January,Hepatic Embolization - Lobectomy of liver,2014,1526.5
January,Thyroid Surgery - Bilateral thyroidectomy,2014,0.0
January,Congenital Heart Defect Surgery - PDA ligatio,2014,0.0
January,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2014,3075.3
January,Cleft Lip and Palate Surgery - Mastoidectomy,2014,0.0
January,Hemorrhoidectomy,2014,0.0
January,Endoscopic Spine Surgery - Laminectomy,2014,56.8
January,General Spine Surgery - Laminectomy,2014,5909.2
January,Endoscopic Sinus Surgery - Mastoidectomy,2014,0.0
January,General Sinus Surgery - Mastoidectomy,2014,0.0
January,Stem Cell Transplantation - Liver transplantation,2014,0.0
February,Cataract surgery,2014,0.0
February,Mastoidectomy,2014,0.0
February,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2014,1180.8
February,Stent Insertion - Aortic valve replacement,2014,8373.6
February,Coronary Artery Bypass Graft - Graft replacement of Aorta,2014,1224.0
February,Cardiac Catheterization - Aortic valve replacement,2014,372.6
February,Varicose Vein Ligation and Stripping - PDA ligation,2014,6148.8
February,Appendectomy - Exploratory Laparotomy,2014,2101.2
February,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2014,1470.6
February,Cholecystectomy - Laparoscopic cholecystectomy,2014,0.0
February,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2014,860.7
February,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2014,905.7
February,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2014,94.8
February,Prostatectomy - Prostatectomy,2014,22.3
February,Hysterectomy - Total abdominal hysterectomy,2014,818.2
February,Cesarean Section (C-Section) - Low cervical cesarean section,2014,4199.7
February,Hip Replacement Surgery - Total hip replacement,2014,2479.4
February,Knee Replacement Surgery - Total knee replacement,2014,10166.0
February,Partial Mastectomy - Mastectomy,2014,0.0
February,Total Mastectomy - Mastectomy,2014,0.0
February,Skull Base Surgery - Craniotomy and removal of brain tumor,2014,36.3
February,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2014,622.6
February,Gastrectomy - Total gastrectomy,2014,164.8
February,Liver Resection - Wedge resection of liver,2014,120.6
February,Hepatic Embolization - Lobectomy of liver,2014,1533.0
February,Thyroid Surgery - Bilateral thyroidectomy,2014,0.0
February,Congenital Heart Defect Surgery - PDA ligatio,2014,0.0
February,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2014,3065.1
February,Cleft Lip and Palate Surgery - Mastoidectomy,2014,0.0
February,Hemorrhoidectomy,2014,0.0
February,Endoscopic Spine Surgery - Laminectomy,2014,56.4
February,General Spine Surgery - Laminectomy,2014,5784.4
February,Endoscopic Sinus Surgery - Mastoidectomy,2014,0.0
February,General Sinus Surgery - Mastoidectomy,2014,0.0
February,Stem Cell Transplantation - Liver transplantation,2014,0.0
March,Cataract surgery,2014,0.0
March,Mastoidectomy,2014,0.0
March,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2014,1238.4
March,Stent Insertion - Aortic valve replacement,2014,9025.2
March,Coronary Artery Bypass Graft - Graft replacement of Aorta,2014,1657.5
March,Cardiac Catheterization - Aortic valve replacement,2014,320.4
March,Varicose Vein Ligation and Stripping - PDA ligation,2014,5409.6
March,Appendectomy - Exploratory Laparotomy,2014,2346.6
March,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2014,1600.2
March,Cholecystectomy - Laparoscopic cholecystectomy,2014,0.0
March,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2014,936.0
March,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2014,844.2
March,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2014,102.3
March,Prostatectomy - Prostatectomy,2014,24.2
March,Hysterectomy - Total abdominal hysterectomy,2014,706.2
March,Cesarean Section (C-Section) - Low cervical cesarean section,2014,4269.9
March,Hip Replacement Surgery - Total hip replacement,2014,2549.8
March,Knee Replacement Surgery - Total knee replacement,2014,9208.9
March,Partial Mastectomy - Mastectomy,2014,0.0
March,Total Mastectomy - Mastectomy,2014,0.0
March,Skull Base Surgery - Craniotomy and removal of brain tumor,2014,40.7
March,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2014,653.4
March,Gastrectomy - Total gastrectomy,2014,158.5
March,Liver Resection - Wedge resection of liver,2014,130.6
March,Hepatic Embolization - Lobectomy of liver,2014,1599.5
March,Thyroid Surgery - Bilateral thyroidectomy,2014,0.0
March,Congenital Heart Defect Surgery - PDA ligatio,2014,0.0
March,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2014,3207.9
March,Cleft Lip and Palate Surgery - Mastoidectomy,2014,0.0
March,Hemorrhoidectomy,2014,0.0
March,Endoscopic Spine Surgery - Laminectomy,2014,49.2
March,General Spine Surgery - Laminectomy,2014,5774.8
March,Endoscopic Sinus Surgery - Mastoidectomy,2014,0.0
March,General Sinus Surgery - Mastoidectomy,2014,0.0
March,Stem Cell Transplantation - Liver transplantation,2014,0.0
April,Cataract surgery,2014,0.0
April,Mastoidectomy,2014,0.0
April,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2014,1099.8
April,Stent Insertion - Aortic valve replacement,2014,8634.6
April,Coronary Artery Bypass Graft - Graft replacement of Aorta,2014,1443.3
April,Cardiac Catheterization - Aortic valve replacement,2014,318.6
April,Varicose Vein Ligation and Stripping - PDA ligation,2014,5020.4
April,Appendectomy - Exploratory Laparotomy,2014,2352.9
April,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2014,1510.2
April,Cholecystectomy - Laparoscopic cholecystectomy,2014,0.0
April,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2014,906.6
April,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2014,839.4
April,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2014,87.9
April,Prostatectomy - Prostatectomy,2014,22.7
April,Hysterectomy - Total abdominal hysterectomy,2014,647.8
April,Cesarean Section (C-Section) - Low cervical cesarean section,2014,4164.6
April,Hip Replacement Surgery - Total hip replacement,2014,2395.8
April,Knee Replacement Surgery - Total knee replacement,2014,7638.1
April,Partial Mastectomy - Mastectomy,2014,0.0
April,Total Mastectomy - Mastectomy,2014,0.0
April,Skull Base Surgery - Craniotomy and removal of brain tumor,2014,29.7
April,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2014,545.6
April,Gastrectomy - Total gastrectomy,2014,156.6
April,Liver Resection - Wedge resection of liver,2014,133.0
April,Hepatic Embolization - Lobectomy of liver,2014,1529.0
April,Thyroid Surgery - Bilateral thyroidectomy,2014,0.0
April,Congenital Heart Defect Surgery - PDA ligatio,2014,0.0
April,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2014,3090.6
April,Cleft Lip and Palate Surgery - Mastoidectomy,2014,0.0
April,Hemorrhoidectomy,2014,0.0
April,Endoscopic Spine Surgery - Laminectomy,2014,70.8
April,General Spine Surgery - Laminectomy,2014,5482.8
April,Endoscopic Sinus Surgery - Mastoidectomy,2014,0.0
April,General Sinus Surgery - Mastoidectomy,2014,0.0
April,Stem Cell Transplantation - Liver transplantation,2014,0.0
May,Cataract surgery,2014,0.0
May,Mastoidectomy,2014,0.0
May,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2014,1085.4
May,Stent Insertion - Aortic valve replacement,2014,8119.8
May,Coronary Artery Bypass Graft - Graft replacement of Aorta,2014,1280.1
May,Cardiac Catheterization - Aortic valve replacement,2014,316.8
May,Varicose Vein Ligation and Stripping - PDA ligation,2014,5317.2
May,Appendectomy - Exploratory Laparotomy,2014,2535.9
May,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2014,1497.6
May,Cholecystectomy - Laparoscopic cholecystectomy,2014,0.0
May,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2014,880.2
May,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2014,817.2
May,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2014,73.2
May,Prostatectomy - Prostatectomy,2014,17.1
May,Hysterectomy - Total abdominal hysterectomy,2014,640.8
May,Cesarean Section (C-Section) - Low cervical cesarean section,2014,4074.9
May,Hip Replacement Surgery - Total hip replacement,2014,2238.5
May,Knee Replacement Surgery - Total knee replacement,2014,6735.4
May,Partial Mastectomy - Mastectomy,2014,0.0
May,Total Mastectomy - Mastectomy,2014,0.0
May,Skull Base Surgery - Craniotomy and removal of brain tumor,2014,31.9
May,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2014,541.2
May,Gastrectomy - Total gastrectomy,2014,139.5
May,Liver Resection - Wedge resection of liver,2014,118.2
May,Hepatic Embolization - Lobectomy of liver,2014,1438.0
May,Thyroid Surgery - Bilateral thyroidectomy,2014,0.0
May,Congenital Heart Defect Surgery - PDA ligatio,2014,0.0
May,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2014,2713.2
May,Cleft Lip and Palate Surgery - Mastoidectomy,2014,0.0
May,Hemorrhoidectomy,2014,0.0
May,Endoscopic Spine Surgery - Laminectomy,2014,62.8
May,General Spine Surgery - Laminectomy,2014,5282.8
May,Endoscopic Sinus Surgery - Mastoidectomy,2014,0.0
May,General Sinus Surgery - Mastoidectomy,2014,0.0
May,Stem Cell Transplantation - Liver transplantation,2014,0.0
June,Cataract surgery,2014,0.0
June,Mastoidectomy,2014,0.0
June,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2014,1022.4
June,Stent Insertion - Aortic valve replacement,2014,7943.4
June,Coronary Artery Bypass Graft - Graft replacement of Aorta,2014,1300.5
June,Cardiac Catheterization - Aortic valve replacement,2014,302.4
June,Varicose Vein Ligation and Stripping - PDA ligation,2014,6238.4
June,Appendectomy - Exploratory Laparotomy,2014,2532.6
June,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2014,1596.6
June,Cholecystectomy - Laparoscopic cholecystectomy,2014,0.0
June,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2014,881.7
June,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2014,865.8
June,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2014,82.0
June,Prostatectomy - Prostatectomy,2014,19.6
June,Hysterectomy - Total abdominal hysterectomy,2014,670.6
June,Cesarean Section (C-Section) - Low cervical cesarean section,2014,3948.0
June,Hip Replacement Surgery - Total hip replacement,2014,2069.1
June,Knee Replacement Surgery - Total knee replacement,2014,6793.2
June,Partial Mastectomy - Mastectomy,2014,0.0
June,Total Mastectomy - Mastectomy,2014,0.0
June,Skull Base Surgery - Craniotomy and removal of brain tumor,2014,36.3
June,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2014,532.4
June,Gastrectomy - Total gastrectomy,2014,156.5
June,Liver Resection - Wedge resection of liver,2014,111.8
June,Hepatic Embolization - Lobectomy of liver,2014,1449.0
June,Thyroid Surgery - Bilateral thyroidectomy,2014,0.0
June,Congenital Heart Defect Surgery - PDA ligatio,2014,0.0
June,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2014,2743.8
June,Cleft Lip and Palate Surgery - Mastoidectomy,2014,0.0
June,Hemorrhoidectomy,2014,0.0
June,Endoscopic Spine Surgery - Laminectomy,2014,58.4
June,General Spine Surgery - Laminectomy,2014,5554.4
June,Endoscopic Sinus Surgery - Mastoidectomy,2014,0.0
June,General Sinus Surgery - Mastoidectomy,2014,0.0
June,Stem Cell Transplantation - Liver transplantation,2014,0.0
July,Cataract surgery,2014,0.0
July,Mastoidectomy,2014,0.0
July,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2014,1175.4
July,Stent Insertion - Aortic valve replacement,2014,8452.8
July,Coronary Artery Bypass Graft - Graft replacement of Aorta,2014,1366.8
July,Cardiac Catheterization - Aortic valve replacement,2014,505.8
July,Varicose Vein Ligation and Stripping - PDA ligation,2014,7352.8
July,Appendectomy - Exploratory Laparotomy,2014,2611.8
July,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2014,1535.4
July,Cholecystectomy - Laparoscopic cholecystectomy,2014,0.0
July,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2014,1041.0
July,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2014,995.1
July,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2014,92.9
July,Prostatectomy - Prostatectomy,2014,17.9
July,Hysterectomy - Total abdominal hysterectomy,2014,825.8
July,Cesarean Section (C-Section) - Low cervical cesarean section,2014,4162.5
July,Hip Replacement Surgery - Total hip replacement,2014,2271.5
July,Knee Replacement Surgery - Total knee replacement,2014,6956.4
July,Partial Mastectomy - Mastectomy,2014,0.0
July,Total Mastectomy - Mastectomy,2014,0.0
July,Skull Base Surgery - Craniotomy and removal of brain tumor,2014,35.2
July,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2014,653.4
July,Gastrectomy - Total gastrectomy,2014,166.4
July,Liver Resection - Wedge resection of liver,2014,141.2
July,Hepatic Embolization - Lobectomy of liver,2014,1540.0
July,Thyroid Surgery - Bilateral thyroidectomy,2014,0.0
July,Congenital Heart Defect Surgery - PDA ligatio,2014,0.0
July,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2014,2856.0
July,Cleft Lip and Palate Surgery - Mastoidectomy,2014,0.0
July,Hemorrhoidectomy,2014,0.0
July,Endoscopic Spine Surgery - Laminectomy,2014,62.8
July,General Spine Surgery - Laminectomy,2014,5902.0
July,Endoscopic Sinus Surgery - Mastoidectomy,2014,0.0
July,General Sinus Surgery - Mastoidectomy,2014,0.0
July,Stem Cell Transplantation - Liver transplantation,2014,0.0
August,Cataract surgery,2014,0.0
August,Mastoidectomy,2014,0.0
August,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2014,1027.8
August,Stent Insertion - Aortic valve replacement,2014,7765.2
August,Coronary Artery Bypass Graft - Graft replacement of Aorta,2014,1167.9
August,Cardiac Catheterization - Aortic valve replacement,2014,387.0
August,Varicose Vein Ligation and Stripping - PDA ligation,2014,7249.2
August,Appendectomy - Exploratory Laparotomy,2014,2518.5
August,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2014,1449.0
August,Cholecystectomy - Laparoscopic cholecystectomy,2014,0.0
August,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2014,972.9
August,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2014,882.6
August,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2014,83.3
August,Prostatectomy - Prostatectomy,2014,20.7
August,Hysterectomy - Total abdominal hysterectomy,2014,780.6
August,Cesarean Section (C-Section) - Low cervical cesarean section,2014,4114.5
August,Hip Replacement Surgery - Total hip replacement,2014,2131.8
August,Knee Replacement Surgery - Total knee replacement,2014,5540.3
August,Partial Mastectomy - Mastectomy,2014,0.0
