year,gender,type,source,count
2006,Women,RH(-),Jeju,24
2006,Women,RH(-),Korean Red Cross ¿Ü,47
2006,Women,Type O,Korean Red Cross,672
2006,Women,Type O,Central Seoul,70
2006,Women,Type O,Western Seoul,26
2006,Women,Type O,Southern Seoul,46
2006,Women,Type O,Eastern Seoul,59
2006,Women,Type O,Busan,65
2006,Women,Type O,Daegu/Gyeongbook,56
2006,Women,Type O,Incheon,58
2006,Women,Type O,Ulsan,35
2006,Women,Type O,Gyeonggi,29
2006,Women,Type O,Gangwon,18
2006,Women,Type O,Chungbook,23
2006,Women,Type O,Daejeon/Sejong/Chungnaam,56
2006,Women,Type O,Jeonbook,23
2006,Women,Type O,Gwangju/Jeonnaam,81
2006,Women,Type O,Gyeongnaam,17
2006,Women,Type O,Jeju,10
2006,Women,Type O,Korean Red Cross ¿Ü,17
2006,Women,Type A,Korean Red Cross,819
2006,Women,Type A,Central Seoul,67
2006,Women,Type A,Western Seoul,41
2006,Women,Type A,Southern Seoul,74
2006,Women,Type A,Eastern Seoul,52
2006,Women,Type A,Busan,119
2006,Women,Type A,Daegu/Gyeongbook,79
2006,Women,Type A,Incheon,48
2006,Women,Type A,Ulsan,33
2006,Women,Type A,Gyeonggi,43
2006,Women,Type A,Gangwon,18
2006,Women,Type A,Chungbook,30
2006,Women,Type A,Daejeon/Sejong/Chungnaam,43
2006,Women,Type A,Jeonbook,51
2006,Women,Type A,Gwangju/Jeonnaam,91
2006,Women,Type A,Gyeongnaam,26
2006,Women,Type A,Jeju,4
2006,Women,Type A,Korean Red Cross ¿Ü,21
2006,Women,Type B,Korean Red Cross,569
2006,Women,Type B,Central Seoul,49
2006,Women,Type B,Western Seoul,36
2006,Women,Type B,Southern Seoul,39
2006,Women,Type B,Eastern Seoul,50
2006,Women,Type B,Busan,40
2006,Women,Type B,Daegu/Gyeongbook,59
2006,Women,Type B,Incheon,51
2006,Women,Type B,Ulsan,33
2006,Women,Type B,Gyeonggi,24
2006,Women,Type B,Gangwon,17
2006,Women,Type B,Chungbook,28
2006,Women,Type B,Daejeon/Sejong/Chungnaam,40
2006,Women,Type B,Jeonbook,31
2006,Women,Type B,Gwangju/Jeonnaam,48
2006,Women,Type B,Gyeongnaam,17
2006,Women,Type B,Jeju,7
2006,Women,Type B,Korean Red Cross ¿Ü,6
2006,Women,Type AB,Korean Red Cross,261
2006,Women,Type AB,Central Seoul,29
2006,Women,Type AB,Western Seoul,13
2006,Women,Type AB,Southern Seoul,37
2006,Women,Type AB,Eastern Seoul,12
2006,Women,Type AB,Busan,21
2006,Women,Type AB,Daegu/Gyeongbook,19
2006,Women,Type AB,Incheon,22
2006,Women,Type AB,Ulsan,6
2006,Women,Type AB,Gyeonggi,14
2006,Women,Type AB,Gangwon,-
2006,Women,Type AB,Chungbook,19
2006,Women,Type AB,Daejeon/Sejong/Chungnaam,22
2006,Women,Type AB,Jeonbook,11
2006,Women,Type AB,Gwangju/Jeonnaam,26
2006,Women,Type AB,Gyeongnaam,7
2006,Women,Type AB,Jeju,3
2006,Women,Type AB,Korean Red Cross ¿Ü,3
2007,Men,RH(+),Korean Red Cross,1539810
2007,Men,RH(+),Central Seoul,136910
2007,Men,RH(+),Western Seoul,117075
2007,Men,RH(+),Southern Seoul,135739
2007,Men,RH(+),Eastern Seoul,126579
2007,Men,RH(+),Busan,147202
2007,Men,RH(+),Daegu/Gyeongbook,116692
2007,Men,RH(+),Incheon,78745
2007,Men,RH(+),Ulsan,52416
2007,Men,RH(+),Gyeonggi,102408
2007,Men,RH(+),Gangwon,55415
2007,Men,RH(+),Chungbook,58103
2007,Men,RH(+),Daejeon/Sejong/Chungnaam,115040
2007,Men,RH(+),Jeonbook,75478
2007,Men,RH(+),Gwangju/Jeonnaam,125458
2007,Men,RH(+),Gyeongnaam,75103
2007,Men,RH(+),Jeju,21447
2007,Men,RH(+),Korean Red Cross ¿Ü,46341
2007,Men,Type O,Korean Red Cross,422138
2007,Men,Type O,Central Seoul,37832
2007,Men,Type O,Western Seoul,32294
2007,Men,Type O,Southern Seoul,37318
2007,Men,Type O,Eastern Seoul,34478
2007,Men,Type O,Busan,40588
2007,Men,Type O,Daegu/Gyeongbook,32829
2007,Men,Type O,Incheon,21898
2007,Men,Type O,Ulsan,14789
2007,Men,Type O,Gyeonggi,28619
2007,Men,Type O,Gangwon,15473
2007,Men,Type O,Chungbook,15831
2007,Men,Type O,Daejeon/Sejong/Chungnaam,31308
2007,Men,Type O,Jeonbook,20323
2007,Men,Type O,Gwangju/Jeonnaam,32418
2007,Men,Type O,Gyeongnaam,20439
2007,Men,Type O,Jeju,5701
2007,Men,Type O,Korean Red Cross ¿Ü,12765
2007,Men,Type A,Korean Red Cross,533848
2007,Men,Type A,Central Seoul,46545
2007,Men,Type A,Western Seoul,41024
2007,Men,Type A,Southern Seoul,46596
2007,Men,Type A,Eastern Seoul,43457
2007,Men,Type A,Busan,51306
2007,Men,Type A,Daegu/Gyeongbook,39362
2007,Men,Type A,Incheon,27203
2007,Men,Type A,Ulsan,17960
2007,Men,Type A,Gyeonggi,35127
2007,Men,Type A,Gangwon,18388
2007,Men,Type A,Chungbook,19509
2007,Men,Type A,Daejeon/Sejong/Chungnaam,40183
2007,Men,Type A,Jeonbook,27154
2007,Men,Type A,Gwangju/Jeonnaam,46593
2007,Men,Type A,Gyeongnaam,26590
2007,Men,Type A,Jeju,6851
2007,Men,Type A,Korean Red Cross ¿Ü,16068
2007,Men,Type B,Korean Red Cross,408318
2007,Men,Type B,Central Seoul,36955
2007,Men,Type B,Western Seoul,30889
2007,Men,Type B,Southern Seoul,36512
2007,Men,Type B,Eastern Seoul,34061
2007,Men,Type B,Busan,38500
2007,Men,Type B,Daegu/Gyeongbook,31684
2007,Men,Type B,Incheon,20822
2007,Men,Type B,Ulsan,13698
2007,Men,Type B,Gyeonggi,27040
2007,Men,Type B,Gangwon,15153
2007,Men,Type B,Chungbook,16027
2007,Men,Type B,Daejeon/Sejong/Chungnaam,30050
2007,Men,Type B,Jeonbook,19100
2007,Men,Type B,Gwangju/Jeonnaam,31770
2007,Men,Type B,Gyeongnaam,19565
2007,Men,Type B,Jeju,6492
2007,Men,Type B,Korean Red Cross ¿Ü,12007
2007,Men,Type AB,Korean Red Cross,175506
2007,Men,Type AB,Central Seoul,15578
2007,Men,Type AB,Western Seoul,12868
2007,Men,Type AB,Southern Seoul,15313
2007,Men,Type AB,Eastern Seoul,14583
2007,Men,Type AB,Busan,16808
2007,Men,Type AB,Daegu/Gyeongbook,12817
2007,Men,Type AB,Incheon,8822
2007,Men,Type AB,Ulsan,5969
2007,Men,Type AB,Gyeonggi,11622
2007,Men,Type AB,Gangwon,6401
2007,Men,Type AB,Chungbook,6736
2007,Men,Type AB,Daejeon/Sejong/Chungnaam,13499
2007,Men,Type AB,Jeonbook,8901
2007,Men,Type AB,Gwangju/Jeonnaam,14677
2007,Men,Type AB,Gyeongnaam,8509
2007,Men,Type AB,Jeju,2403
2007,Men,Type AB,Korean Red Cross ¿Ü,5501
2007,Men,RH(-),Korean Red Cross,6061
2007,Men,RH(-),Central Seoul,522
2007,Men,RH(-),Western Seoul,540
2007,Men,RH(-),Southern Seoul,532
2007,Men,RH(-),Eastern Seoul,522
2007,Men,RH(-),Busan,523
2007,Men,RH(-),Daegu/Gyeongbook,549
2007,Men,RH(-),Incheon,356
2007,Men,RH(-),Ulsan,224
2007,Men,RH(-),Gyeonggi,409
2007,Men,RH(-),Gangwon,194
2007,Men,RH(-),Chungbook,254
2007,Men,RH(-),Daejeon/Sejong/Chungnaam,439
2007,Men,RH(-),Jeonbook,265
2007,Men,RH(-),Gwangju/Jeonnaam,391
2007,Men,RH(-),Gyeongnaam,264
2007,Men,RH(-),Jeju,77
2007,Men,RH(-),Korean Red Cross ¿Ü,67
2007,Men,Type O,Korean Red Cross,1609
2007,Men,Type O,Central Seoul,145
2007,Men,Type O,Western Seoul,134
2007,Men,Type O,Southern Seoul,122
2007,Men,Type O,Eastern Seoul,118
2007,Men,Type O,Busan,142
2007,Men,Type O,Daegu/Gyeongbook,151
2007,Men,Type O,Incheon,101
2007,Men,Type O,Ulsan,75
2007,Men,Type O,Gyeonggi,133
2007,Men,Type O,Gangwon,54
2007,Men,Type O,Chungbook,69
2007,Men,Type O,Daejeon/Sejong/Chungnaam,121
2007,Men,Type O,Jeonbook,58
2007,Men,Type O,Gwangju/Jeonnaam,101
2007,Men,Type O,Gyeongnaam,65
2007,Men,Type O,Jeju,20
2007,Men,Type O,Korean Red Cross ¿Ü,23
2007,Men,Type A,Korean Red Cross,2227
2007,Men,Type A,Central Seoul,180
2007,Men,Type A,Western Seoul,223
2007,Men,Type A,Southern Seoul,219
2007,Men,Type A,Eastern Seoul,191
2007,Men,Type A,Busan,170
2007,Men,Type A,Daegu/Gyeongbook,204
2007,Men,Type A,Incheon,130
2007,Men,Type A,Ulsan,68
2007,Men,Type A,Gyeonggi,141
2007,Men,Type A,Gangwon,68
2007,Men,Type A,Chungbook,102
2007,Men,Type A,Daejeon/Sejong/Chungnaam,176
2007,Men,Type A,Jeonbook,123
2007,Men,Type A,Gwangju/Jeonnaam,123
2007,Men,Type A,Gyeongnaam,84
2007,Men,Type A,Jeju,25
2007,Men,Type A,Korean Red Cross ¿Ü,28
2007,Men,Type B,Korean Red Cross,1562
2007,Men,Type B,Central Seoul,147
2007,Men,Type B,Western Seoul,108
2007,Men,Type B,Southern Seoul,147
2007,Men,Type B,Eastern Seoul,143
2007,Men,Type B,Busan,151
2007,Men,Type B,Daegu/Gyeongbook,138
2007,Men,Type B,Incheon,97
2007,Men,Type B,Ulsan,64
2007,Men,Type B,Gyeonggi,100
2007,Men,Type B,Gangwon,52
2007,Men,Type B,Chungbook,38
2007,Men,Type B,Daejeon/Sejong/Chungnaam,95
2007,Men,Type B,Jeonbook,64
2007,Men,Type B,Gwangju/Jeonnaam,125
2007,Men,Type B,Gyeongnaam,71
2007,Men,Type B,Jeju,22
2007,Men,Type B,Korean Red Cross ¿Ü,15
2007,Men,Type AB,Korean Red Cross,663
2007,Men,Type AB,Central Seoul,50
2007,Men,Type AB,Western Seoul,75
2007,Men,Type AB,Southern Seoul,44
2007,Men,Type AB,Eastern Seoul,70
2007,Men,Type AB,Busan,60
2007,Men,Type AB,Daegu/Gyeongbook,56
2007,Men,Type AB,Incheon,28
2007,Men,Type AB,Ulsan,17
2007,Men,Type AB,Gyeonggi,35
2007,Men,Type AB,Gangwon,20
2007,Men,Type AB,Chungbook,45
2007,Men,Type AB,Daejeon/Sejong/Chungnaam,47
2007,Men,Type AB,Jeonbook,20
2007,Men,Type AB,Gwangju/Jeonnaam,42
2007,Men,Type AB,Gyeongnaam,44
2007,Men,Type AB,Jeju,10
2007,Men,Type AB,Korean Red Cross ¿Ü,1
2007,Women,RH(+),Korean Red Cross,480724
2007,Women,RH(+),Central Seoul,50129
2007,Women,RH(+),Western Seoul,37185
2007,Women,RH(+),Southern Seoul,36354
2007,Women,RH(+),Eastern Seoul,54664
2007,Women,RH(+),Busan,41702
2007,Women,RH(+),Daegu/Gyeongbook,39963
2007,Women,RH(+),Incheon,30849
2007,Women,RH(+),Ulsan,12737
2007,Women,RH(+),Gyeonggi,26198
2007,Women,RH(+),Gangwon,9003
2007,Women,RH(+),Chungbook,14383
2007,Women,RH(+),Daejeon/Sejong/Chungnaam,30972
2007,Women,RH(+),Jeonbook,22335
2007,Women,RH(+),Gwangju/Jeonnaam,51930
2007,Women,RH(+),Gyeongnaam,16323
2007,Women,RH(+),Jeju,5997
2007,Women,RH(+),Korean Red Cross ¿Ü,12641
2007,Women,Type O,Korean Red Cross,132878
2007,Women,Type O,Central Seoul,13925
2007,Women,Type O,Western Seoul,10271
2007,Women,Type O,Southern Seoul,10069
2007,Women,Type O,Eastern Seoul,15165
2007,Women,Type O,Busan,11410
2007,Women,Type O,Daegu/Gyeongbook,11329
2007,Women,Type O,Incheon,8606
2007,Women,Type O,Ulsan,3640
2007,Women,Type O,Gyeonggi,7252
2007,Women,Type O,Gangwon,2647
2007,Women,Type O,Chungbook,3971
2007,Women,Type O,Daejeon/Sejong/Chungnaam,8528
2007,Women,Type O,Jeonbook,6183
2007,Women,Type O,Gwangju/Jeonnaam,13714
2007,Women,Type O,Gyeongnaam,4558
2007,Women,Type O,Jeju,1610
2007,Women,Type O,Korean Red Cross ¿Ü,3640
2007,Women,Type A,Korean Red Cross,161136
2007,Women,Type A,Central Seoul,16494
2007,Women,Type A,Western Seoul,12451
2007,Women,Type A,Southern Seoul,12086
2007,Women,Type A,Eastern Seoul,18260
2007,Women,Type A,Busan,13771
2007,Women,Type A,Daegu/Gyeongbook,13036
2007,Women,Type A,Incheon,10261
2007,Women,Type A,Ulsan,4095
2007,Women,Type A,Gyeonggi,8734
2007,Women,Type A,Gangwon,2801
2007,Women,Type A,Chungbook,4763
2007,Women,Type A,Daejeon/Sejong/Chungnaam,10391
2007,Women,Type A,Jeonbook,7737
2007,Women,Type A,Gwangju/Jeonnaam,19011
2007,Women,Type A,Gyeongnaam,5564
2007,Women,Type A,Jeju,1681
2007,Women,Type A,Korean Red Cross ¿Ü,4184
2007,Women,Type B,Korean Red Cross,131389
2007,Women,Type B,Central Seoul,13912
2007,Women,Type B,Western Seoul,10275
2007,Women,Type B,Southern Seoul,10249
2007,Women,Type B,Eastern Seoul,14974
2007,Women,Type B,Busan,11443
2007,Women,Type B,Daegu/Gyeongbook,11161
2007,Women,Type B,Incheon,8420
2007,Women,Type B,Ulsan,3560
2007,Women,Type B,Gyeonggi,7295
2007,Women,Type B,Gangwon,2528
2007,Women,Type B,Chungbook,4031
2007,Women,Type B,Daejeon/Sejong/Chungnaam,8495
2007,Women,Type B,Jeonbook,5708
2007,Women,Type B,Gwangju/Jeonnaam,12985
2007,Women,Type B,Gyeongnaam,4355
2007,Women,Type B,Jeju,1998
2007,Women,Type B,Korean Red Cross ¿Ü,3326
2007,Women,Type AB,Korean Red Cross,55321
2007,Women,Type AB,Central Seoul,5798
2007,Women,Type AB,Western Seoul,4188
2007,Women,Type AB,Southern Seoul,3950
2007,Women,Type AB,Eastern Seoul,6265
2007,Women,Type AB,Busan,5078
2007,Women,Type AB,Daegu/Gyeongbook,4437
2007,Women,Type AB,Incheon,3562
2007,Women,Type AB,Ulsan,1442
2007,Women,Type AB,Gyeonggi,2917
2007,Women,Type AB,Gangwon,1027
2007,Women,Type AB,Chungbook,1618
2007,Women,Type AB,Daejeon/Sejong/Chungnaam,3558
2007,Women,Type AB,Jeonbook,2707
2007,Women,Type AB,Gwangju/Jeonnaam,6220
2007,Women,Type AB,Gyeongnaam,1846
2007,Women,Type AB,Jeju,708
2007,Women,Type AB,Korean Red Cross ¿Ü,1491
2007,Women,RH(-),Korean Red Cross,2089
2007,Women,RH(-),Central Seoul,231
2007,Women,RH(-),Western Seoul,134
2007,Women,RH(-),Southern Seoul,175
2007,Women,RH(-),Eastern Seoul,212
2007,Women,RH(-),Busan,196
2007,Women,RH(-),Daegu/Gyeongbook,195
2007,Women,RH(-),Incheon,145
2007,Women,RH(-),Ulsan,55
2007,Women,RH(-),Gyeonggi,100
2007,Women,RH(-),Gangwon,29
2007,Women,RH(-),Chungbook,63
2007,Women,RH(-),Daejeon/Sejong/Chungnaam,146
2007,Women,RH(-),Jeonbook,96
2007,Women,RH(-),Gwangju/Jeonnaam,225
2007,Women,RH(-),Gyeongnaam,69
2007,Women,RH(-),Jeju,18
2007,Women,RH(-),Korean Red Cross ¿Ü,29
2007,Women,Type O,Korean Red Cross,600
2007,Women,Type O,Central Seoul,67
2007,Women,Type O,Western Seoul,33
2007,Women,Type O,Southern Seoul,58
2007,Women,Type O,Eastern Seoul,61
2007,Women,Type O,Busan,48
2007,Women,Type O,Daegu/Gyeongbook,48
2007,Women,Type O,Incheon,23
2007,Women,Type O,Ulsan,21
2007,Women,Type O,Gyeonggi,25
2007,Women,Type O,Gangwon,7
2007,Women,Type O,Chungbook,22
2007,Women,Type O,Daejeon/Sejong/Chungnaam,60
2007,Women,Type O,Jeonbook,28
2007,Women,Type O,Gwangju/Jeonnaam,79
2007,Women,Type O,Gyeongnaam,15
2007,Women,Type O,Jeju,5
2007,Women,Type O,Korean Red Cross ¿Ü,14
2007,Women,Type A,Korean Red Cross,679
2007,Women,Type A,Central Seoul,66
2007,Women,Type A,Western Seoul,44
2007,Women,Type A,Southern Seoul,56
2007,Women,Type A,Eastern Seoul,73
2007,Women,Type A,Busan,87
2007,Women,Type A,Daegu/Gyeongbook,66
2007,Women,Type A,Incheon,44
2007,Women,Type A,Ulsan,10
2007,Women,Type A,Gyeonggi,33
2007,Women,Type A,Gangwon,12
2007,Women,Type A,Chungbook,15
2007,Women,Type A,Daejeon/Sejong/Chungnaam,31
2007,Women,Type A,Jeonbook,33
2007,Women,Type A,Gwangju/Jeonnaam,78
2007,Women,Type A,Gyeongnaam,29
2007,Women,Type A,Jeju,2
2007,Women,Type A,Korean Red Cross ¿Ü,10
2007,Women,Type B,Korean Red Cross,564
2007,Women,Type B,Central Seoul,67
2007,Women,Type B,Western Seoul,37
2007,Women,Type B,Southern Seoul,40
2007,Women,Type B,Eastern Seoul,53
2007,Women,Type B,Busan,48
2007,Women,Type B,Daegu/Gyeongbook,58
2007,Women,Type B,Incheon,63
2007,Women,Type B,Ulsan,18
2007,Women,Type B,Gyeonggi,32
2007,Women,Type B,Gangwon,9
2007,Women,Type B,Chungbook,13
2007,Women,Type B,Daejeon/Sejong/Chungnaam,39
2007,Women,Type B,Jeonbook,26
2007,Women,Type B,Gwangju/Jeonnaam,38
2007,Women,Type B,Gyeongnaam,16
2007,Women,Type B,Jeju,7
2007,Women,Type B,Korean Red Cross ¿Ü,3
2007,Women,Type AB,Korean Red Cross,246
2007,Women,Type AB,Central Seoul,31
2007,Women,Type AB,Western Seoul,20
2007,Women,Type AB,Southern Seoul,21
2007,Women,Type AB,Eastern Seoul,25
2007,Women,Type AB,Busan,13
2007,Women,Type AB,Daegu/Gyeongbook,23
2007,Women,Type AB,Incheon,15
2007,Women,Type AB,Ulsan,6
2007,Women,Type AB,Gyeonggi,10
2007,Women,Type AB,Gangwon,1
2007,Women,Type AB,Chungbook,13
2007,Women,Type AB,Daejeon/Sejong/Chungnaam,16
2007,Women,Type AB,Jeonbook,9
2007,Women,Type AB,Gwangju/Jeonnaam,30
2007,Women,Type AB,Gyeongnaam,9
2007,Women,Type AB,Jeju,4
2007,Women,Type AB,Korean Red Cross ¿Ü,2
2008,Men,RH(+),Korean Red Cross,1671524
2008,Men,RH(+),Central Seoul,146738
2008,Men,RH(+),Western Seoul,127184
2008,Men,RH(+),Southern Seoul,142737
2008,Men,RH(+),Eastern Seoul,133887
2008,Men,RH(+),Busan,156847
2008,Men,RH(+),Daegu/Gyeongbook,131758
2008,Men,RH(+),Incheon,86356
2008,Men,RH(+),Ulsan,55813
2008,Men,RH(+),Gyeonggi,109686
2008,Men,RH(+),Gangwon,61443
2008,Men,RH(+),Chungbook,66871
2008,Men,RH(+),Daejeon/Sejong/Chungnaam,132358
2008,Men,RH(+),Jeonbook,81530
2008,Men,RH(+),Gwangju/Jeonnaam,131110
2008,Men,RH(+),Gyeongnaam,84089
2008,Men,RH(+),Jeju,23117
2008,Men,RH(+),Korean Red Cross ¿Ü,63242
2008,Men,Type O,Korean Red Cross,457082
2008,Men,Type O,Central Seoul,40468
2008,Men,Type O,Western Seoul,34538
2008,Men,Type O,Southern Seoul,39400
2008,Men,Type O,Eastern Seoul,36767
2008,Men,Type O,Busan,43562
2008,Men,Type O,Daegu/Gyeongbook,36913
2008,Men,Type O,Incheon,23693
2008,Men,Type O,Ulsan,15569
2008,Men,Type O,Gyeonggi,30506
2008,Men,Type O,Gangwon,17034
2008,Men,Type O,Chungbook,17946
2008,Men,Type O,Daejeon/Sejong/Chungnaam,35655
2008,Men,Type O,Jeonbook,21512
2008,Men,Type O,Gwangju/Jeonnaam,34132
2008,Men,Type O,Gyeongnaam,23151
2008,Men,Type O,Jeju,6236
2008,Men,Type O,Korean Red Cross ¿Ü,17265
2008,Men,Type A,Korean Red Cross,576618
2008,Men,Type A,Central Seoul,49904
2008,Men,Type A,Western Seoul,44415
2008,Men,Type A,Southern Seoul,48617
2008,Men,Type A,Eastern Seoul,45732
2008,Men,Type A,Busan,54118
2008,Men,Type A,Daegu/Gyeongbook,44378
2008,Men,Type A,Incheon,29769
2008,Men,Type A,Ulsan,19075
2008,Men,Type A,Gyeonggi,37245
2008,Men,Type A,Gangwon,20590
2008,Men,Type A,Chungbook,22558
2008,Men,Type A,Daejeon/Sejong/Chungnaam,46472
2008,Men,Type A,Jeonbook,29174
2008,Men,Type A,Gwangju/Jeonnaam,48109
2008,Men,Type A,Gyeongnaam,29338
2008,Men,Type A,Jeju,7124
2008,Men,Type A,Korean Red Cross ¿Ü,21851
2008,Men,Type B,Korean Red Cross,446448
2008,Men,Type B,Central Seoul,39612
2008,Men,Type B,Western Seoul,34238
2008,Men,Type B,Southern Seoul,38377
2008,Men,Type B,Eastern Seoul,35979
2008,Men,Type B,Busan,41079
2008,Men,Type B,Daegu/Gyeongbook,35835
2008,Men,Type B,Incheon,23131
2008,Men,Type B,Ulsan,14889
2008,Men,Type B,Gyeonggi,29125
2008,Men,Type B,Gangwon,16823
2008,Men,Type B,Chungbook,18854
2008,Men,Type B,Daejeon/Sejong/Chungnaam,34706
2008,Men,Type B,Jeonbook,21264
2008,Men,Type B,Gwangju/Jeonnaam,33370
2008,Men,Type B,Gyeongnaam,22064
2008,Men,Type B,Jeju,7102
2008,Men,Type B,Korean Red Cross ¿Ü,16818
2008,Men,Type AB,Korean Red Cross,191376
2008,Men,Type AB,Central Seoul,16754
2008,Men,Type AB,Western Seoul,13993
2008,Men,Type AB,Southern Seoul,16343
2008,Men,Type AB,Eastern Seoul,15409
2008,Men,Type AB,Busan,18088
2008,Men,Type AB,Daegu/Gyeongbook,14632
2008,Men,Type AB,Incheon,9763
2008,Men,Type AB,Ulsan,6280
2008,Men,Type AB,Gyeonggi,12810
2008,Men,Type AB,Gangwon,6996
2008,Men,Type AB,Chungbook,7513
2008,Men,Type AB,Daejeon/Sejong/Chungnaam,15525
2008,Men,Type AB,Jeonbook,9580
2008,Men,Type AB,Gwangju/Jeonnaam,15499
2008,Men,Type AB,Gyeongnaam,9536
2008,Men,Type AB,Jeju,2655
2008,Men,Type AB,Korean Red Cross ¿Ü,7308
2008,Men,RH(-),Korean Red Cross,6262
2008,Men,RH(-),Central Seoul,500
2008,Men,RH(-),Western Seoul,480
2008,Men,RH(-),Southern Seoul,576
2008,Men,RH(-),Eastern Seoul,540
2008,Men,RH(-),Busan,564
2008,Men,RH(-),Daegu/Gyeongbook,551
2008,Men,RH(-),Incheon,337
2008,Men,RH(-),Ulsan,218
2008,Men,RH(-),Gyeonggi,443
2008,Men,RH(-),Gangwon,225
2008,Men,RH(-),Chungbook,233
2008,Men,RH(-),Daejeon/Sejong/Chungnaam,436
2008,Men,RH(-),Jeonbook,305
2008,Men,RH(-),Gwangju/Jeonnaam,443
2008,Men,RH(-),Gyeongnaam,329
2008,Men,RH(-),Jeju,82
2008,Men,RH(-),Korean Red Cross ¿Ü,156
2008,Men,Type O,Korean Red Cross,1724
2008,Men,Type O,Central Seoul,127
2008,Men,Type O,Western Seoul,122
2008,Men,Type O,Southern Seoul,144
2008,Men,Type O,Eastern Seoul,156
2008,Men,Type O,Busan,190
2008,Men,Type O,Daegu/Gyeongbook,151
2008,Men,Type O,Incheon,100
2008,Men,Type O,Ulsan,72
2008,Men,Type O,Gyeonggi,133
2008,Men,Type O,Gangwon,53
2008,Men,Type O,Chungbook,61
2008,Men,Type O,Daejeon/Sejong/Chungnaam,135
2008,Men,Type O,Jeonbook,75
2008,Men,Type O,Gwangju/Jeonnaam,97
2008,Men,Type O,Gyeongnaam,84
2008,Men,Type O,Jeju,24
2008,Men,Type O,Korean Red Cross ¿Ü,61
2008,Men,Type A,Korean Red Cross,2148
2008,Men,Type A,Central Seoul,184
2008,Men,Type A,Western Seoul,172
2008,Men,Type A,Southern Seoul,209
2008,Men,Type A,Eastern Seoul,182
2008,Men,Type A,Busan,162
2008,Men,Type A,Daegu/Gyeongbook,184
2008,Men,Type A,Incheon,125
2008,Men,Type A,Ulsan,60
2008,Men,Type A,Gyeonggi,158
2008,Men,Type A,Gangwon,81
2008,Men,Type A,Chungbook,91
2008,Men,Type A,Daejeon/Sejong/Chungnaam,160
2008,Men,Type A,Jeonbook,103
2008,Men,Type A,Gwangju/Jeonnaam,152
2008,Men,Type A,Gyeongnaam,98
2008,Men,Type A,Jeju,27
2008,Men,Type A,Korean Red Cross ¿Ü,53
2008,Men,Type B,Korean Red Cross,1657
2008,Men,Type B,Central Seoul,128
2008,Men,Type B,Western Seoul,123
2008,Men,Type B,Southern Seoul,157
2008,Men,Type B,Eastern Seoul,150
2008,Men,Type B,Busan,145
2008,Men,Type B,Daegu/Gyeongbook,161
2008,Men,Type B,Incheon,87
2008,Men,Type B,Ulsan,63
2008,Men,Type B,Gyeonggi,113
2008,Men,Type B,Gangwon,61
2008,Men,Type B,Chungbook,37
2008,Men,Type B,Daejeon/Sejong/Chungnaam,101
2008,Men,Type B,Jeonbook,78
2008,Men,Type B,Gwangju/Jeonnaam,145
2008,Men,Type B,Gyeongnaam,89
2008,Men,Type B,Jeju,19
2008,Men,Type B,Korean Red Cross ¿Ü,32
2008,Men,Type AB,Korean Red Cross,733
2008,Men,Type AB,Central Seoul,61
2008,Men,Type AB,Western Seoul,63
2008,Men,Type AB,Southern Seoul,66
2008,Men,Type AB,Eastern Seoul,52
2008,Men,Type AB,Busan,67
2008,Men,Type AB,Daegu/Gyeongbook,55
2008,Men,Type AB,Incheon,25
2008,Men,Type AB,Ulsan,23
2008,Men,Type AB,Gyeonggi,39
2008,Men,Type AB,Gangwon,30
2008,Men,Type AB,Chungbook,44
2008,Men,Type AB,Daejeon/Sejong/Chungnaam,40
2008,Men,Type AB,Jeonbook,49
2008,Men,Type AB,Gwangju/Jeonnaam,49
2008,Men,Type AB,Gyeongnaam,58
2008,Men,Type AB,Jeju,12
2008,Men,Type AB,Korean Red Cross ¿Ü,10
2008,Women,RH(+),Korean Red Cross,585263
2008,Women,RH(+),Central Seoul,60449
2008,Women,RH(+),Western Seoul,42990
2008,Women,RH(+),Southern Seoul,43649
2008,Women,RH(+),Eastern Seoul,63456
2008,Women,RH(+),Busan,52591
2008,Women,RH(+),Daegu/Gyeongbook,55441
2008,Women,RH(+),Incheon,34969
2008,Women,RH(+),Ulsan,15180
2008,Women,RH(+),Gyeonggi,31270
2008,Women,RH(+),Gangwon,11570
2008,Women,RH(+),Chungbook,17757
2008,Women,RH(+),Daejeon/Sejong/Chungnaam,40300
2008,Women,RH(+),Jeonbook,25887
2008,Women,RH(+),Gwangju/Jeonnaam,62882
2008,Women,RH(+),Gyeongnaam,17558
2008,Women,RH(+),Jeju,9314
2008,Women,RH(+),Korean Red Cross ¿Ü,18128
2008,Women,Type O,Korean Red Cross,161319
2008,Women,Type O,Central Seoul,16673
2008,Women,Type O,Western Seoul,11823
2008,Women,Type O,Southern Seoul,11997
2008,Women,Type O,Eastern Seoul,17820
2008,Women,Type O,Busan,14526
2008,Women,Type O,Daegu/Gyeongbook,15906
2008,Women,Type O,Incheon,9648
2008,Women,Type O,Ulsan,4351
2008,Women,Type O,Gyeonggi,8703
2008,Women,Type O,Gangwon,3414
2008,Women,Type O,Chungbook,4960
2008,Women,Type O,Daejeon/Sejong/Chungnaam,10587
2008,Women,Type O,Jeonbook,7099
2008,Women,Type O,Gwangju/Jeonnaam,16550
2008,Women,Type O,Gyeongnaam,4695
2008,Women,Type O,Jeju,2567
