Hospital Location,Insurance,Surgery,Category,Unit,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Unnamed: 22,Reference Surgery
Jeonbuk,Total,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate - 경요도 전립선 절제술,Surgery Received Person[Person],Person,191.0,191.0,205.0,230.0,230.0,198.0,235.0,227.0,218.0,227.0,251,369,374,319,327,298,276,, Transurethral resection of prostate 
Jeonbuk,Total,Prostatectomy - Prostatectomy - 전립선 절제술,Surgery Received Person[Person],Person,30.0,55.0,118.0,84.0,100.0,101.0,121.0,80.0,59.0,81.0,91,102,95,73,45,26,84,, Prostatectomy 
Jeonbuk,Total,Hysterectomy - Total abdominal hysterectomy - 자궁절제술,Surgery Received Person[Person],Person,3097.0,2936.0,3119.0,3239.0,2711.0,1746.0,1715.0,1518.0,1472.0,1256.0,1364,1358,1305,1351,1330,1300,1276,, Total abdominal hysterectomy 
Jeonbuk,Total,Cesarean Section - Low cervical cesarean section - 제왕절개수술,Surgery Received Person[Person],Person,5243.0,6317.0,6120.0,5917.0,6273.0,6112.0,6263.0,5655.0,5927.0,6180.0,5904,5583,5044,4861,4569,4282,4197,, Low cervical cesarean section 
Jeonbuk,Total,Hip Replacement Surgery - Total hip replacement - 고관절 치환술,Surgery Received Person[Person],Person,210.0,265.0,244.0,273.0,284.0,266.0,284.0,327.0,960.0,898.0,940,935,975,1064,1042,1075,1086,, Total hip replacement 
Jeonbuk,Total,Knee Replacement Surgery - Total knee replacement - 슬관절 치환술,Surgery Received Person[Person],Person,1536.0,1754.0,1900.0,2027.0,2077.0,2082.0,2318.0,2335.0,2293.0,2389.0,2577,2528,2318,2564,2404,2450,2579,, Total knee replacement 
Jeonbuk,Total,Partial Mastectomy - Mastectomy - 유방 부분 절제술,Surgery Received Person[Person],Person,210.0,191.0,244.0,189.0,328.0,308.0,391.0,393.0,386.0,445.0,452,619,898,869,859,895,916,, Mastectomy 
Jeonbuk,Total,Total Mastectomy - Mastectomy - 유방 전 절제술,Surgery Received Person[Person],Person,518.0,353.0,348.0,396.0,252.0,274.0,247.0,294.0,294.0,342.0,300,347,127,130,133,143,130,, Mastectomy 
Jeonbuk,Total,Skull Base Surgery - Craniotomy and removal of brain tumor - 뇌기저부 수술,Surgery Received Person[Person],Person,7.0,6.0,0.0,0.0,1.0,8.0,2.0,2.0,,3.0,-,2,-,5,2,2,5,, Craniotomy and removal of brain tumor 
Jeonbuk,Total,Brain Tumor Surgery - Craniotomy and removal of brain tumor - 뇌종양 수술,Surgery Received Person[Person],Person,74.0,94.0,87.0,94.0,91.0,81.0,86.0,88.0,75.0,92.0,101,86,61,78,86,109,99,, Craniotomy and removal of brain tumor 
Jeonbuk,Total,Gastrectomy - Total gastrectomy - 위 절제술,Surgery Received Person[Person],Person,457.0,480.0,473.0,534.0,581.0,542.0,525.0,552.0,518.0,515.0,544,491,470,427,422,399,377,, Total gastrectomy 
Jeonbuk,Total,Liver Resection - Wedge resection of liver - 간 부분 절제술,Surgery Received Person[Person],Person,109.0,114.0,122.0,133.0,140.0,147.0,163.0,140.0,139.0,128.0,117,119,123,118,143,125,125,, Wedge resection of liver 
Jeonbuk,Total,Hepatic Embolization - Lobectomy of liver - 간색전술,Surgery Received Person[Person],Person,384.0,364.0,447.0,517.0,507.0,487.0,565.0,520.0,526.0,530.0,532,657,743,788,803,757,777,, Lobectomy of liver 
Jeonbuk,Total,Thyroid Surgery - Bilateral thyroidectomy - 갑상선 수술(기타 질환에 의한 수술 포함),Surgery Received Person[Person],Person,796.0,940.0,1058.0,1340.0,1394.0,1442.0,1622.0,1384.0,1054.0,714.0,776,747,776,913,1014,1059,1014,, Bilateral thyroidectomy 
Jeonbuk,Total,Congenital Heart Defect Surgery - PDA ligation - 선천성 심장기형 수술,Surgery Received Person[Person],Person,116.0,117.0,107.0,137.0,117.0,259.0,124.0,139.0,99.0,,,,,,,,,, PDA ligation 
Jeonbuk,Total,"Heart Surgery - Aortic valve replacement - 심장수술(관상동맥 우회수술 제외)""",Surgery Received Person[Person],Person,,,,,,,,,,130.0,112,114,100,75,183,208,211,, Aortic valve replacement 
Jeonbuk,Total,Cleft Lip and Palate Surgery - Bilateral thyroidectomy - 순열 및 구개열 수술,Surgery Received Person[Person],Person,7.0,7.0,4.0,20.0,21.0,18.0,24.0,23.0,26.0,22.0,15,13,9,9,10,5,7,, Bilateral thyroidectomy 
Jeonbuk,Total,Endoscopic Spine Surgery - Laminectomy - 내시경하 척추수술,Surgery Received Person[Person],Person,311.0,156.0,109.0,96.0,132.0,56.0,15.0,23.0,10.0,2.0,9,31,32,47,77,143,131,, Laminectomy 
Jeonbuk,Total,General Spine Surgery - Laminectomy - 일반 척추수술,Surgery Received Person[Person],Person,4119.0,4454.0,4891.0,5556.0,6092.0,6121.0,6814.0,7361.0,6971.0,6837.0,7134,7090,7176,7176,7284,7111,7067,, Laminectomy 
Jeonbuk,Total,Endoscopic Sinus Surgery - Bilateral thyroidectomy - 내시경하 부비동 수술,Surgery Received Person[Person],Person,,,,1222.0,1147.0,1161.0,1589.0,1678.0,1399.0,1313.0,1375,1411,1366,1395,969,894,932,, Bilateral thyroidectomy 
Jeonbuk,Total,General Sinus Surgery - Bilateral thyroidectomy - 일반 부비동 수술,Surgery Received Person[Person],Person,1146.0,1252.0,1269.0,728.0,634.0,515.0,530.0,436.0,390.0,219.0,89,169,135,74,54,51,45,, Bilateral thyroidectomy 
Jeonbuk,Total,Stem Cell Transplantation - Liver transplantation - 줄기세포이식술,Surgery Received Person[Person],Person,,,,,,,,,,,,,,,,,41,, Liver transplantation 
Gyeongnam,Total,Tonsillectomy - Bilateral thyroidectomy - 편도절제술(아데노이드 적출술 유무에 상관없이),Surgery Received Person[Person],Person,2169.0,2175.0,2103.0,2651.0,2655.0,2652.0,2583.0,2398.0,2258.0,2116.0,2216,2535,2575,2380,1932,1273,1063,, Bilateral thyroidectomy 
Gyeongnam,Total,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement - 경피적 관상동맥확장술 및 절제술,Surgery Received Person[Person],Person,62.0,84.0,119.0,160.0,233.0,260.0,274.0,310.0,317.0,330.0,378,367,438,471,427,431,503,, Aortic valve replacement 
Gyeongnam,Total,Stent Insertion - Aortic valve replacement - 스텐트삽입술,Surgery Received Person[Person],Person,757.0,939.0,1195.0,2072.0,2336.0,2332.0,2659.0,2526.0,2739.0,2863.0,3219,3759,3658,3682,3518,3518,3333,, Aortic valve replacement 
Gyeongnam,Total,Coronary Artery Bypass Graft - Graft replacement of Aorta - 관상동맥 우회수술,Surgery Received Person[Person],Person,35.0,24.0,28.0,73.0,85.0,88.0,87.0,97.0,96.0,96.0,90,101,126,105,181,161,209,, Graft replacement of Aorta 
Gyeongnam,Total,Cardiac Catheterization - Aortic valve replacement - 심장 카테터 삽입술,Surgery Received Person[Person],Person,11.0,11.0,16.0,125.0,164.0,177.0,149.0,127.0,243.0,233.0,272,230,190,266,169,213,225,, Aortic valve replacement 
Gyeongnam,Total,Varicose Vein Ligation and Stripping - PDA ligation - 정맥류 결찰 및 제거수술,Surgery Received Person[Person],Person,733.0,990.0,107.0,832.0,1252.0,1221.0,1285.0,1482.0,1357.0,1199.0,1333,1304,1220,1297,1323,1145,929,, PDA ligation 
Gyeongnam,Total,Appendectomy - Exploratory Laparotomy - 충수절제술,Surgery Received Person[Person],Person,7604.0,7859.0,7389.0,8027.0,7065.0,6446.0,6799.0,6669.0,6485.0,6109.0,6075,5547,5205,5296,5080,5033,4662,, Exploratory Laparotomy 
Gyeongnam,Total,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement - 심박조율장치의 삽입,교체,제거 및 교정",Surgery Received Person[Person],Person,98.0,138.0,77.0,172.0,141.0,160.0,331.0,302.0,384.0,370.0,452,429,528,560,534,651,733,, Aortic valve replacement 
Gyeongnam,Total,Cholecystectomy - Laparoscopic cholecystectomy - 담낭절제술(복강경적 담낭절제술 포함),Surgery Received Person[Person],Person,1560.0,1594.0,1761.0,2299.0,2698.0,2825.0,3260.0,3693.0,3812.0,3888.0,4473,4792,4853,5101,5246,5315,5383,, Laparoscopic cholecystectomy 
Gyeongnam,Total,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy - 내시경 및 경피적 담도수술,Surgery Received Person[Person],Person,519.0,536.0,684.0,1061.0,1381.0,1407.0,1648.0,1784.0,1913.0,1877.0,2230,2363,2463,2462,2724,3317,3353,, Pylorus preserving pancreaticoduodenectomy 
Gyeongnam,Total,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy - 서혜 및 대퇴 허니아 수술,Surgery Received Person[Person],Person,1922.0,1866.0,1800.0,2039.0,2046.0,1948.0,2007.0,2065.0,2034.0,1982.0,1843,1811,1827,1822,1686,1759,1684,, Exploratory laparotomy 
Gyeongnam,Total,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate - 경요도 전립선 절제술,Surgery Received Person[Person],Person,80.0,78.0,110.0,116.0,154.0,122.0,419.0,336.0,425.0,495.0,523,661,600,594,635,730,808,, Transurethral resection of prostate 
Gyeongnam,Total,Prostatectomy - Prostatectomy - 전립선 절제술,Surgery Received Person[Person],Person,71.0,41.0,64.0,79.0,85.0,117.0,108.0,139.0,106.0,62.0,41,62,25,46,59,37,16,, Prostatectomy 
Gyeongnam,Total,Hysterectomy - Total abdominal hysterectomy - 자궁절제술,Surgery Received Person[Person],Person,4142.0,4236.0,4042.0,4720.0,3676.0,2168.0,2352.0,2365.0,2064.0,1866.0,2034,2034,1893,1783,2026,2114,1960,, Total abdominal hysterectomy 
Gyeongnam,Total,Cesarean Section - Low cervical cesarean section - 제왕절개수술,Surgery Received Person[Person],Person,8242.0,9184.0,8740.0,8952.0,9711.0,9409.0,10355.0,9514.0,9839.0,10226.0,9782,9179,8704,8549,8118,7851,7772,, Low cervical cesarean section 
Gyeongnam,Total,Hip Replacement Surgery - Total hip replacement - 고관절 치환술,Surgery Received Person[Person],Person,264.0,298.0,262.0,362.0,359.0,358.0,418.0,499.0,1337.0,1454.0,1479,1612,1588,1562,1512,1587,1650,, Total hip replacement 
Gyeongnam,Total,Knee Replacement Surgery - Total knee replacement - 슬관절 치환술,Surgery Received Person[Person],Person,1353.0,1920.0,2164.0,2278.0,2562.0,2420.0,2637.0,2748.0,2897.0,3187.0,3612,3691,3614,3955,3584,3767,4029,, Total knee replacement 
Gyeongnam,Total,Partial Mastectomy - Mastectomy - 유방 부분 절제술,Surgery Received Person[Person],Person,162.0,188.0,191.0,120.0,1095.0,948.0,996.0,892.0,902.0,905.0,991,1063,1117,1158,1161,1397,1621,, Mastectomy 
Gyeongnam,Total,Total Mastectomy - Mastectomy - 유방 전 절제술,Surgery Received Person[Person],Person,606.0,732.0,855.0,1140.0,217.0,230.0,354.0,315.0,428.0,474.0,375,402,247,269,305,303,302,, Mastectomy 
Gyeongnam,Total,Skull Base Surgery - Craniotomy and removal of brain tumor - 뇌기저부 수술,Surgery Received Person[Person],Person,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,2,-,-,3,3,3,-,, Craniotomy and removal of brain tumor 
Gyeongnam,Total,Brain Tumor Surgery - Craniotomy and removal of brain tumor - 뇌종양 수술,Surgery Received Person[Person],Person,45.0,61.0,48.0,73.0,71.0,92.0,117.0,95.0,84.0,112.0,104,124,70,76,107,119,140,, Craniotomy and removal of brain tumor 
Gyeongnam,Total,Gastrectomy - Total gastrectomy - 위 절제술,Surgery Received Person[Person],Person,353.0,346.0,266.0,486.0,555.0,561.0,587.0,680.0,643.0,692.0,773,821,814,738,711,793,820,, Total gastrectomy 
Gyeongnam,Total,Liver Resection - Wedge resection of liver - 간 부분 절제술,Surgery Received Person[Person],Person,66.0,86.0,81.0,129.0,196.0,215.0,268.0,268.0,291.0,289.0,308,243,242,217,268,291,279,, Wedge resection of liver 
Gyeongnam,Total,Hepatic Embolization - Lobectomy of liver - 간색전술,Surgery Received Person[Person],Person,327.0,337.0,321.0,594.0,688.0,784.0,804.0,821.0,881.0,962.0,1040,1058,1034,1056,1017,1168,999,, Lobectomy of liver 
Gyeongnam,Total,Thyroid Surgery - Bilateral thyroidectomy - 갑상선 수술(기타 질환에 의한 수술 포함),Surgery Received Person[Person],Person,541.0,714.0,668.0,811.0,970.0,1303.0,1456.0,1379.0,1148.0,946.0,928,872,894,887,889,1054,1019,, Bilateral thyroidectomy 
Gyeongnam,Total,Congenital Heart Defect Surgery - PDA ligation - 선천성 심장기형 수술,Surgery Received Person[Person],Person,71.0,85.0,65.0,417.0,458.0,551.0,506.0,480.0,401.0,,,,,,,,,, PDA ligation 
Gyeongnam,Total,"Heart Surgery - Aortic valve replacement - 심장수술(관상동맥 우회수술 제외)""",Surgery Received Person[Person],Person,,,,,,,,,,430.0,482,448,476,499,584,528,570,, Aortic valve replacement 
Gyeongnam,Total,Cleft Lip and Palate Surgery - Bilateral thyroidectomy - 순열 및 구개열 수술,Surgery Received Person[Person],Person,2.0,1.0,2.0,8.0,8.0,7.0,12.0,6.0,3.0,13.0,25,14,18,21,15,13,13,, Bilateral thyroidectomy 
Gyeongnam,Total,Endoscopic Spine Surgery - Laminectomy - 내시경하 척추수술,Surgery Received Person[Person],Person,316.0,121.0,76.0,53.0,36.0,33.0,54.0,21.0,32.0,32.0,93,150,40,52,485,972,1179,, Laminectomy 
Gyeongnam,Total,General Spine Surgery - Laminectomy - 일반 척추수술,Surgery Received Person[Person],Person,3958.0,5160.0,5640.0,6553.0,7593.0,7142.0,7982.0,7918.0,8221.0,9088.0,9493,10279,9846,9817,10659,11595,11686,, Laminectomy 
Gyeongnam,Total,Endoscopic Sinus Surgery - Bilateral thyroidectomy - 내시경하 부비동 수술,Surgery Received Person[Person],Person,,,,3232.0,3511.0,3400.0,3545.0,3060.0,2839.0,2659.0,2608,2560,3010,2920,1531,1538,1478,, Bilateral thyroidectomy 
Gyeongnam,Total,General Sinus Surgery - Bilateral thyroidectomy - 일반 부비동 수술,Surgery Received Person[Person],Person,1665.0,1614.0,1417.0,242.0,240.0,201.0,209.0,138.0,146.0,161.0,213,261,184,76,75,56,89,, Bilateral thyroidectomy 
Gyeongnam,Total,Stem Cell Transplantation - Liver transplantation - 줄기세포이식술,Surgery Received Person[Person],Person,,,,,,,,,,,,,,,,,28,, Liver transplantation 
Jeju,Total,Tonsillectomy - Bilateral thyroidectomy - 편도절제술(아데노이드 적출술 유무에 상관없이),Surgery Received Person[Person],Person,502.0,481.0,442.0,434.0,520.0,474.0,464.0,583.0,423.0,532.0,839,713,665,873,649,390,340,, Bilateral thyroidectomy 
Jeju,Total,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement - 경피적 관상동맥확장술 및 절제술,Surgery Received Person[Person],Person,50.0,65.0,52.0,59.0,68.0,62.0,80.0,78.0,95.0,83.0,89,99,90,83,86,96,110,, Aortic valve replacement 
Jeju,Total,Stent Insertion - Aortic valve replacement - 스텐트삽입술,Surgery Received Person[Person],Person,376.0,373.0,355.0,424.0,483.0,523.0,686.0,620.0,674.0,610.0,730,776,630,680,702,713,700,, Aortic valve replacement 
Jeju,Total,Coronary Artery Bypass Graft - Graft replacement of Aorta - 관상동맥 우회수술,Surgery Received Person[Person],Person,0.0,23.0,19.0,16.0,23.0,11.0,15.0,11.0,10.0,7.0,14,12,8,5,11,12,6,, Graft replacement of Aorta 
Jeju,Total,Cardiac Catheterization - Aortic valve replacement - 심장 카테터 삽입술,Surgery Received Person[Person],Person,7.0,7.0,8.0,26.0,14.0,18.0,3.0,5.0,4.0,4.0,7,2,1,2,5,8,11,, Aortic valve replacement 
Jeju,Total,Varicose Vein Ligation and Stripping - PDA ligation - 정맥류 결찰 및 제거수술,Surgery Received Person[Person],Person,277.0,362.0,42.0,228.0,244.0,187.0,195.0,221.0,205.0,208.0,251,301,320,262,229,221,163,, PDA ligation 
Jeju,Total,Appendectomy - Exploratory Laparotomy - 충수절제술,Surgery Received Person[Person],Person,1174.0,1312.0,1231.0,1314.0,1128.0,1048.0,1083.0,1196.0,1279.0,1212.0,1128,1112,1023,994,1026,1019,980,, Exploratory Laparotomy 
Jeju,Total,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement - 심박조율장치의 삽입,교체,제거 및 교정",Surgery Received Person[Person],Person,85.0,106.0,63.0,44.0,45.0,63.0,127.0,113.0,135.0,148.0,126,125,138,167,198,232,221,, Aortic valve replacement 
Jeju,Total,Cholecystectomy - Laparoscopic cholecystectomy - 담낭절제술(복강경적 담낭절제술 포함),Surgery Received Person[Person],Person,353.0,358.0,365.0,458.0,435.0,411.0,495.0,553.0,606.0,710.0,694,710,751,777,852,894,833,, Laparoscopic cholecystectomy 
Jeju,Total,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy - 내시경 및 경피적 담도수술,Surgery Received Person[Person],Person,168.0,191.0,237.0,280.0,241.0,214.0,376.0,356.0,351.0,322.0,331,337,334,322,342,518,464,, Pylorus preserving pancreaticoduodenectomy 
Jeju,Total,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy - 서혜 및 대퇴 허니아 수술,Surgery Received Person[Person],Person,275.0,296.0,284.0,278.0,286.0,315.0,255.0,273.0,249.0,273.0,313,253,267,332,248,288,307,, Exploratory laparotomy 
Jeju,Total,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate - 경요도 전립선 절제술,Surgery Received Person[Person],Person,6.0,1.0,11.0,36.0,23.0,22.0,41.0,29.0,42.0,42.0,43,35,58,88,80,86,79,, Transurethral resection of prostate 
Jeju,Total,Prostatectomy - Prostatectomy - 전립선 절제술,Surgery Received Person[Person],Person,0.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,2,-,1,1,2,-,-,, Prostatectomy 
Jeju,Total,Hysterectomy - Total abdominal hysterectomy - 자궁절제술,Surgery Received Person[Person],Person,866.0,965.0,913.0,963.0,713.0,437.0,388.0,417.0,426.0,448.0,403,472,465,458,475,469,478,, Total abdominal hysterectomy 
Jeju,Total,Cesarean Section - Low cervical cesarean section - 제왕절개수술,Surgery Received Person[Person],Person,2448.0,2493.0,2342.0,2135.0,2220.0,2187.0,2241.0,2014.0,2198.0,2244.0,2261,2239,2224,2057,1991,1964,1910,, Low cervical cesarean section 
Jeju,Total,Hip Replacement Surgery - Total hip replacement - 고관절 치환술,Surgery Received Person[Person],Person,39.0,41.0,44.0,62.0,55.0,58.0,74.0,81.0,238.0,236.0,246,259,264,265,288,272,280,, Total hip replacement 
Jeju,Total,Knee Replacement Surgery - Total knee replacement - 슬관절 치환술,Surgery Received Person[Person],Person,147.0,192.0,249.0,368.0,409.0,400.0,570.0,575.0,472.0,520.0,628,635,657,812,701,755,738,, Total knee replacement 
Jeju,Total,Partial Mastectomy - Mastectomy - 유방 부분 절제술,Surgery Received Person[Person],Person,37.0,34.0,31.0,24.0,100.0,135.0,131.0,134.0,125.0,126.0,118,139,131,164,170,199,191,, Mastectomy 
Jeju,Total,Total Mastectomy - Mastectomy - 유방 전 절제술,Surgery Received Person[Person],Person,154.0,122.0,67.0,80.0,32.0,48.0,68.0,57.0,66.0,78.0,70,69,44,60,70,88,64,, Mastectomy 
Jeju,Total,Skull Base Surgery - Craniotomy and removal of brain tumor - 뇌기저부 수술,Surgery Received Person[Person],Person,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,,,-,2,1,3,2,-,-,, Craniotomy and removal of brain tumor 
Jeju,Total,Brain Tumor Surgery - Craniotomy and removal of brain tumor - 뇌종양 수술,Surgery Received Person[Person],Person,6.0,12.0,13.0,12.0,15.0,16.0,33.0,35.0,38.0,40.0,40,34,38,33,40,53,33,, Craniotomy and removal of brain tumor 
Jeju,Total,Gastrectomy - Total gastrectomy - 위 절제술,Surgery Received Person[Person],Person,64.0,59.0,50.0,88.0,75.0,82.0,101.0,79.0,105.0,104.0,77,70,86,78,86,72,69,, Total gastrectomy 
Jeju,Total,Liver Resection - Wedge resection of liver - 간 부분 절제술,Surgery Received Person[Person],Person,9.0,14.0,7.0,11.0,13.0,17.0,11.0,20.0,33.0,25.0,37,19,37,44,41,37,18,, Wedge resection of liver 
Jeju,Total,Hepatic Embolization - Lobectomy of liver - 간색전술,Surgery Received Person[Person],Person,156.0,165.0,159.0,203.0,198.0,180.0,203.0,226.0,236.0,234.0,247,239,214,224,240,240,269,, Lobectomy of liver 
Jeju,Total,Thyroid Surgery - Bilateral thyroidectomy - 갑상선 수술(기타 질환에 의한 수술 포함),Surgery Received Person[Person],Person,120.0,131.0,164.0,200.0,246.0,242.0,322.0,254.0,229.0,159.0,131,140,158,191,137,163,166,, Bilateral thyroidectomy 
Jeju,Total,Congenital Heart Defect Surgery - PDA ligation - 선천성 심장기형 수술,Surgery Received Person[Person],Person,2.0,15.0,17.0,28.0,27.0,88.0,37.0,37.0,16.0,,,,,,,,,, PDA ligation 
Jeju,Total,"Heart Surgery - Aortic valve replacement - 심장수술(관상동맥 우회수술 제외)""",Surgery Received Person[Person],Person,,,,,,,,,,13.0,21,12,13,8,14,18,11,, Aortic valve replacement 
Jeju,Total,Cleft Lip and Palate Surgery - Bilateral thyroidectomy - 순열 및 구개열 수술,Surgery Received Person[Person],Person,0.0,0.0,1.0,3.0,0.0,2.0,3.0,4.0,3.0,3.0,2,2,-,-,,-,-,, Bilateral thyroidectomy 
Jeju,Total,Endoscopic Spine Surgery - Laminectomy - 내시경하 척추수술,Surgery Received Person[Person],Person,6.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1,-,18,7,9,8,48,, Laminectomy 
Jeju,Total,General Spine Surgery - Laminectomy - 일반 척추수술,Surgery Received Person[Person],Person,268.0,428.0,374.0,476.0,514.0,480.0,1116.0,990.0,905.0,817.0,831,808,1042,1155,1193,1377,1279,, Laminectomy 
Jeju,Total,Endoscopic Sinus Surgery - Bilateral thyroidectomy - 내시경하 부비동 수술,Surgery Received Person[Person],Person,,,,481.0,569.0,488.0,774.0,871.0,686.0,1013.0,1390,1180,1264,1460,455,405,365,, Bilateral thyroidectomy 
Jeju,Total,General Sinus Surgery - Bilateral thyroidectomy - 일반 부비동 수술,Surgery Received Person[Person],Person,294.0,418.0,317.0,92.0,74.0,68.0,118.0,55.0,36.0,40.0,49,49,50,33,71,77,62,, Bilateral thyroidectomy 
Jeju,Total,Stem Cell Transplantation - Liver transplantation - 줄기세포이식술,Surgery Received Person[Person],Person,,,,,,,,,,,,,,,,,-,, Liver transplantation 
Daegu/Gyeongbuk,Total,Tonsillectomy - Bilateral thyroidectomy - 편도절제술(아데노이드 적출술 유무에 상관없이),Surgery Received Person[Person],Person,3401.0,3324.0,3066.0,3119.0,2978.0,2974.0,2974.0,3032.0,2624.0,2443.0,2579,2896,2718,2934,2026,1392,1144,, Bilateral thyroidectomy 
Daegu/Gyeongbuk,Total,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement - 경피적 관상동맥확장술 및 절제술,Surgery Received Person[Person],Person,319.0,385.0,425.0,528.0,598.0,662.0,769.0,778.0,702.0,753.0,751,730,769,774,747,943,965,, Aortic valve replacement 
Daegu/Gyeongbuk,Total,Stent Insertion - Aortic valve replacement - 스텐트삽입술,Surgery Received Person[Person],Person,2694.0,3073.0,3308.0,4034.0,4398.0,4571.0,5200.0,5278.0,5648.0,5522.0,6163,6431,6615,6687,6566,7287,6936,, Aortic valve replacement 
Daegu/Gyeongbuk,Total,Coronary Artery Bypass Graft - Graft replacement of Aorta - 관상동맥 우회수술,Surgery Received Person[Person],Person,169.0,210.0,190.0,193.0,210.0,165.0,177.0,179.0,195.0,257.0,295,284,286,288,295,406,422,, Graft replacement of Aorta 
Daegu/Gyeongbuk,Total,Cardiac Catheterization - Aortic valve replacement - 심장 카테터 삽입술,Surgery Received Person[Person],Person,184.0,171.0,144.0,124.0,143.0,172.0,141.0,161.0,137.0,97.0,89,129,168,150,145,158,118,, Aortic valve replacement 
Daegu/Gyeongbuk,Total,Varicose Vein Ligation and Stripping - PDA ligation - 정맥류 결찰 및 제거수술,Surgery Received Person[Person],Person,2222.0,2931.0,387.0,2355.0,2790.0,2170.0,2490.0,2203.0,2345.0,2027.0,1882,1638,1346,1340,1225,1390,1261,, PDA ligation 
Daegu/Gyeongbuk,Total,Appendectomy - Exploratory Laparotomy - 충수절제술,Surgery Received Person[Person],Person,10420.0,10530.0,10502.0,11376.0,10717.0,10028.0,10268.0,10034.0,9506.0,8989.0,9157,8566,8650,8361,7820,7929,7593,, Exploratory Laparotomy 
Daegu/Gyeongbuk,Total,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement - 심박조율장치의 삽입,교체,제거 및 교정",Surgery Received Person[Person],Person,478.0,486.0,307.0,405.0,448.0,382.0,667.0,728.0,755.0,929.0,1049,999,971,1127,1007,1289,1499,, Aortic valve replacement 
Daegu/Gyeongbuk,Total,Cholecystectomy - Laparoscopic cholecystectomy - 담낭절제술(복강경적 담낭절제술 포함),Surgery Received Person[Person],Person,3400.0,3448.0,3531.0,4715.0,5223.0,5100.0,5845.0,5809.0,5927.0,6363.0,6947,7306,8224,8852,8740,9482,9466,, Laparoscopic cholecystectomy 
Daegu/Gyeongbuk,Total,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy - 내시경 및 경피적 담도수술,Surgery Received Person[Person],Person,1547.0,1671.0,1867.0,2398.0,2663.0,2430.0,2689.0,2936.0,2823.0,2951.0,2962,3212,3456,3559,3757,5165,5225,, Pylorus preserving pancreaticoduodenectomy 
Daegu/Gyeongbuk,Total,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy - 서혜 및 대퇴 허니아 수술,Surgery Received Person[Person],Person,3612.0,3575.0,3376.0,3508.0,3667.0,3455.0,3527.0,3385.0,3306.0,3353.0,3282,3543,3499,3342,2931,3163,3129,, Exploratory laparotomy 
Daegu/Gyeongbuk,Total,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate - 경요도 전립선 절제술,Surgery Received Person[Person],Person,377.0,420.0,380.0,714.0,749.0,640.0,639.0,843.0,917.0,843.0,1016,913,859,1012,754,790,886,, Transurethral resection of prostate 
Daegu/Gyeongbuk,Total,Prostatectomy - Prostatectomy - 전립선 절제술,Surgery Received Person[Person],Person,165.0,99.0,108.0,147.0,135.0,146.0,144.0,115.0,131.0,128.0,120,137,142,188,155,137,109,, Prostatectomy 
Daegu/Gyeongbuk,Total,Hysterectomy - Total abdominal hysterectomy - 자궁절제술,Surgery Received Person[Person],Person,8660.0,8409.0,8686.0,9097.0,6872.0,3807.0,3786.0,3681.0,3592.0,3460.0,3257,2995,3089,3029,2793,2916,2950,, Total abdominal hysterectomy 
Daegu/Gyeongbuk,Total,Cesarean Section - Low cervical cesarean section - 제왕절개수술,Surgery Received Person[Person],Person,13314.0,14964.0,15618.0,15369.0,16148.0,16342.0,17313.0,16265.0,16735.0,17502.0,17048,15654,14966,14428,13132,13246,13188,, Low cervical cesarean section 
Daegu/Gyeongbuk,Total,Hip Replacement Surgery - Total hip replacement - 고관절 치환술,Surgery Received Person[Person],Person,569.0,580.0,655.0,706.0,759.0,711.0,740.0,764.0,2078.0,2210.0,2341,2489,2442,2451,2464,2561,2728,, Total hip replacement 
Daegu/Gyeongbuk,Total,Knee Replacement Surgery - Total knee replacement - 슬관절 치환술,Surgery Received Person[Person],Person,2581.0,3070.0,3962.0,4908.0,5709.0,5545.0,6290.0,6180.0,5815.0,6629.0,7717,7854,8365,9286,8232,8827,8880,, Total knee replacement 
