"Gender","Career","Donation Source","Category","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Men+Women","Company Worker","Eastern Seoul","Composition Rate[%]","%","11.3","12.8","13.2","12.7","13.6","14.5","15.5","15.7","15.8","16","16.6","18.8","19.5","21.9","25.1","29.6","31.4","34.1","33.9",
"Men+Women","Company Worker","Busan","Donation Count","Unit","42718","38642","39224","40279","41101","39559","34076","35243","34916","37607","36960","38987","46235","51364","52914","58033","55675","61838","60235",
"Men+Women","Company Worker","Busan","Composition Rate[%]","%","20","18.2","20.7","19.2","19","16.9","15.7","16.1","15.1","15.9","15.5","19","21.5","23","24.8","29.4","28.6","30.3","29.3",
"Men+Women","Company Worker","Daegu/Gyeongbook","Donation Count","Unit","29168","27086","21827","25854","31328","29443","27624","31332","36200","39266","41171","42018","46559","51319","53507","58615","63535","62616","62932",
"Men+Women","Company Worker","Daegu/Gyeongbook","Composition Rate[%]","%","15","14.3","13.9","13.8","14.5","13.8","13","13.8","14.8","14.9","15.8","17.7","19.3","20.8","23","29.8","28.2","27.8","27.4",
"Men+Women","Company Worker","Incheon","Donation Count","Unit","19084","18769","19341","20951","23595","25159","28610","30860","34202","36897","36915","38286","40777","44527","48192","58797","63239","68516","69602",
"Men+Women","Company Worker","Incheon","Composition Rate[%]","%","14.8","15.5","17.6","17.2","18","16.3","16.4","17.8","19.2","19.9","20.4","23.7","24.9","28.3","30.4","35.6","37.9","40.1","39.4",
"Men+Women","Company Worker","Ulsan","Donation Count","Unit","23605","23293","18548","18260","18144","17019","15437","17932","19158","23048","22645","23098","23445","23903","27464","33983","32520","33346","39565",
"Men+Women","Company Worker","Ulsan","Composition Rate[%]","%","30","28.4","28.3","25.6","24.5","22.9","21","22.7","23.6","25.8","24.2","26.5","27.2","27.6","30","41.2","38.9","38.3","39.9",
"Men+Women","Company Worker","Gyeonggi","Donation Count","Unit","36688","34359","32825","35422","40934","39822","37817","42441","48000","51776","55652","58081","60662","66803","74077","91632","94635","94443","97843",
"Men+Women","Company Worker","Gyeonggi","Composition Rate[%]","%","26.5","24.2","25.4","25","24.8","23.2","21.4","24.1","25.1","25.1","25.4","28.3","28.8","32.8","35.1","40.6","41.9","43.6","43.5",
"Men+Women","Company Worker","Gangwon","Donation Count","Unit","3458","3151","4446","5174","6637","6796","8315","8073","9764","11154","12817","14218","15652","17691","19173","23197","22753","24048","24772",
"Men+Women","Company Worker","Gangwon","Composition Rate[%]","%","4.2","4.1","6.9","7.1","8.3","8.1","9","7.5","8.1","8.7","8.6","9.5","10.1","11","12.5","16.5","16.9","19.3","18.6",
"Men+Women","Company Worker","Chungbook","Donation Count","Unit","7399","8144","8669","9802","12291","12694","10453","11943","12480","13484","14030","14270","17042","18867","20823","24760","23116","23633","24344",
"Men+Women","Company Worker","Chungbook","Composition Rate[%]","%","9.6","10.3","11.9","11.5","12.4","12.5","11.4","11.9","12.7","13.5","14.1","16","17.8","20.1","22.1","28.9","27.3","28.2","28.5",
"Men+Women","Company Worker","Daejeon/Sejong/Chungnaam","Donation Count","Unit","15747","17515","17934","23109","28301","27758","26621","29267","32191","35850","37906","40640","44787","48840","55419","69356","64819","69264","69574",
"Men+Women","Company Worker","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","9.8","11.9","12.2","13.3","15.5","14.5","14","14.2","14.4","15.5","15.2","17.2","18.6","19.7","22.3","29","27.8","29.2","29.7",
"Men+Women","Company Worker","Jeonbook","Donation Count","Unit","10731","10083","9061","11706","13001","13585","14360","14684","14646","14409","15955","14995","17545","18222","19211","22084","20017","21265","23640",
"Men+Women","Company Worker","Jeonbook","Composition Rate[%]","%","8.9","8.5","9.2","10.9","10.7","10.9","11.4","11.5","11.1","11.5","12.4","12.9","15.4","16.8","17.6","21.5","19.5","21.9","23.6",
"Men+Women","Company Worker","Gwangju/Jeonnaam","Donation Count","Unit","25856","24247","23668","26487","29442","25608","24331","26220","31822","30476","29902","31504","39097","41703","44783","50016","47661","54139","54882",
"Men+Women","Company Worker","Gwangju/Jeonnaam","Composition Rate[%]","%","14.8","12.1","13.3","13.6","14.6","12.9","12.6","14.1","15.5","14","13.5","15.6","17.7","20.2","21.7","27.3","25.7","28.6","29",
"Men+Women","Company Worker","Gyeongnaam","Donation Count","Unit","14825","16416","15820","16947","23904","21542","19739","21422","25595","28899","26501","26944","26714","29554","29329","37878","35324","37675","38071",
"Men+Women","Company Worker","Gyeongnaam","Composition Rate[%]","%","14.7","16","17.2","16.6","20.9","18","17.3","17.8","19","20.2","19.5","21.1","20.5","21.9","22.1","28.9","28.3","30.6","29.5",
"Men+Women","Company Worker","Jeju","Donation Count","Unit","5450","4896","4700","5092","6532","6678","5597","5471","6391","7369","8163","8481","10462","9136","9527","12985","12950","13810","16565",
"Men+Women","Company Worker","Jeju","Composition Rate[%]","%","17.2","16.4","17.1","15.6","17.7","17.4","16.4","17.2","18.6","19.7","20.1","23.7","27.7","26.7","26.5","31.2","30.8","33.1","35.2",
"Men+Women","Company Worker","Korean Red Cross 외","Donation Count","Unit","18533","20348","18546","23049","27164","34370","37891","43045","47290","48297","49028","56621","59367","63335","65615","80871","82275","100950","116861",
"Men+Women","Company Worker","Korean Red Cross 외","Composition Rate[%]","%","36.6","39.2","31.4","28.2","25.1","22.9","22.5","23.9","22.9","23.1","23.3","25.6","27.8","31.4","37","45.9","46.3","49.5","49.8",
"Men+Women","Public Worker","Total","Donation Count","Unit","53591","53169","52467","57936","76275","64773","60623","56933","59983","62402","69418","73802","80726","85782","92406","131953","121881","117173","120717",
"Men+Women","Public Worker","Total","Composition Rate[%]","%","2.4","2.3","2.5","2.5","3","2.4","2.3","2.1","2.1","2","2.3","2.6","2.8","3","3.3","5.1","4.7","4.4","4.3",
"Men+Women","Public Worker","Korean Red Cross","Donation Count","Unit","52930","52593","51733","56782","74434","62938","58595","54802","57805","60066","67580","71837","78903","84064","90712","129086","119120","114542","117766",
"Men+Women","Public Worker","Korean Red Cross","Composition Rate[%]","%","2.4","2.3","2.6","2.5","3","2.5","2.4","2.2","2.1","2.1","2.4","2.7","2.9","3.1","3.5","5.3","4.9","4.7","4.6",
"Men+Women","Public Worker","Central Seoul","Donation Count","Unit","4836","4570","4918","4946","6488","5525","","","","","","","","4510","4912","5501","5444","5591","6134",
"Men+Women","Public Worker","Central Seoul","Composition Rate[%]","%","2.3","2.1","2.6","2.4","3.1","2.2","","","","","","","","1.7","2","2.5","2.5","2.5","2.6",
"Men+Women","Public Worker","Western Seoul","Donation Count","Unit","2299","2242","2598","3047","3953","1564","4551","4014","4412","4453","5066","4951","4506","","","","","","",
"Men+Women","Public Worker","Western Seoul","Composition Rate[%]","%","1.7","1.6","1.7","1.8","2","1.7","1.7","1.4","1.5","1.3","1.5","1.7","1.6","","","","","","",
"Men+Women","Public Worker","Southern Seoul","Donation Count","Unit","2941","3020","3014","3222","4554","3629","3603","3147","3449","3466","3594","4052","5456","5022","5276","6451","5244","4638","5069",
"Men+Women","Public Worker","Southern Seoul","Composition Rate[%]","%","1.6","1.6","1.7","1.7","2.2","1.6","1.7","1.4","1.5","1.5","1.6","1.8","2.2","2.2","2.5","3.4","3","2.6","2.6",
"Men+Women","Public Worker","Eastern Seoul","Donation Count","Unit","3737","3608","3453","3903","5335","5402","6018","5755","6104","6201","6585","6783","7654","7943","8383","10067","10203","10865","11463",
"Men+Women","Public Worker","Eastern Seoul","Composition Rate[%]","%","1.9","1.8","1.9","2","2.5","2.2","2.3","2.1","2.1","2","2.2","2.5","2.7","2.8","3.2","4.3","4.4","4.6","4.5",
"Men+Women","Public Worker","Busan","Donation Count","Unit","4391","4251","3796","3916","5276","4344","3933","3645","4088","3449","4332","4036","4684","5421","5546","7499","6811","6736","6863",
"Men+Women","Public Worker","Busan","Composition Rate[%]","%","2.1","2","2","1.9","2.4","1.9","1.8","1.7","1.8","1.5","1.8","2","2.2","2.4","2.6","3.8","3.5","3.3","3.3",
"Men+Women","Public Worker","Daegu/Gyeongbook","Donation Count","Unit","4897","4301","3740","4800","6917","5208","5598","5011","5335","5448","6276","6759","7929","8006","8279","9531","9851","9032","9396",
"Men+Women","Public Worker","Daegu/Gyeongbook","Composition Rate[%]","%","2.5","2.3","2.4","2.6","3.2","2.4","2.6","2.2","2.2","2.1","2.4","2.9","3.3","3.3","3.6","4.9","4.4","4","4.1",
"Men+Women","Public Worker","Incheon","Donation Count","Unit","2982","2892","2254","2207","3008","2664","2903","2754","2763","2903","3325","3428","3779","4227","4169","7746","6964","6640","6430",
"Men+Women","Public Worker","Incheon","Composition Rate[%]","%","2.3","2.4","2","1.8","2.3","1.7","1.7","1.6","1.6","1.6","1.8","2.1","2.3","2.7","2.6","4.7","4.2","3.9","3.6",
"Men+Women","Public Worker","Ulsan","Donation Count","Unit","1605","1429","1187","1272","1506","1461","1451","1420","1435","1498","1672","1615","1580","1627","1819","3412","2990","2876","3255",
"Men+Women","Public Worker","Ulsan","Composition Rate[%]","%","2","1.7","1.8","1.8","2","2","2","1.8","1.8","1.7","1.8","1.8","1.8","1.9","2","4.1","3.6","3.3","3.3",
"Men+Women","Public Worker","Gyeonggi","Donation Count","Unit","4341","4211","4138","4334","6009","4861","3796","3759","4477","5558","6085","6438","7187","7938","8104","13254","11403","10935","11822",
"Men+Women","Public Worker","Gyeonggi","Composition Rate[%]","%","3.1","3","3.2","3.1","3.6","2.8","2.1","2.1","2.3","2.7","2.8","3.1","3.4","3.9","3.8","5.9","5.1","5","5.3",
"Men+Women","Public Worker","Gangwon","Donation Count","Unit","2059","1820","1823","1927","2769","2666","3209","2697","2945","3264","4069","4380","4816","5412","6289","8901","8664","8395","8768",
"Men+Women","Public Worker","Gangwon","Composition Rate[%]","%","2.5","2.4","2.8","2.6","3.5","3.2","3.5","2.5","2.4","2.5","2.7","2.9","3.1","3.4","4.1","6.3","6.5","6.7","6.6",
"Men+Women","Public Worker","Chungbook","Donation Count","Unit","2858","2613","2824","3127","3596","2383","2480","2291","2404","2141","2805","3293","3914","4682","5218","6401","6143","5389","5066",
"Men+Women","Public Worker","Chungbook","Composition Rate[%]","%","3.7","3.3","3.9","3.7","3.6","2.4","2.7","2.3","2.4","2.1","2.8","3.7","4.1","5","5.5","7.5","7.3","6.4","5.9",
"Men+Women","Public Worker","Daejeon/Sejong/Chungnaam","Donation Count","Unit","2997","3506","4305","5283","7030","6624","5745","5630","5811","6036","7022","7587","7986","8970","10277","15690","14041","13833","13567",
"Men+Women","Public Worker","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","1.9","2.4","2.9","3","3.8","3.5","3","2.7","2.6","2.6","2.8","3.2","3.3","3.6","4.1","6.6","6","5.8","5.8",
"Men+Women","Public Worker","Jeonbook","Donation Count","Unit","2833","3407","3058","3579","3747","3323","3214","3199","3508","3399","3469","3529","3737","3855","4695","7191","6485","5863","6437",
"Men+Women","Public Worker","Jeonbook","Composition Rate[%]","%","2.3","2.9","3.1","3.3","3.1","2.7","2.6","2.5","2.7","2.7","2.7","3","3.3","3.6","4.3","7","6.3","6","6.4",
"Men+Women","Public Worker","Gwangju/Jeonnaam","Donation Count","Unit","5670","5747","5312","5880","7184","6832","6348","6385","6230","6624","7141","7898","8327","8530","9018","13935","13207","12060","11047",
"Men+Women","Public Worker","Gwangju/Jeonnaam","Composition Rate[%]","%","3.3","2.9","3","3","3.6","3.4","3.3","3.4","3","3","3.2","3.9","3.8","4.1","4.4","7.6","7.1","6.4","5.8",
"Men+Women","Public Worker","Gyeongnaam","Donation Count","Unit","2761","3227","3768","3773","4955","4578","4100","3544","3266","3919","4274","5205","5140","5863","6329","9440","8076","8230","8559",
"Men+Women","Public Worker","Gyeongnaam","Composition Rate[%]","%","2.7","3.1","4.1","3.7","4.3","3.8","3.6","2.9","2.4","2.7","3.1","4.1","3.9","4.4","4.8","7.2","6.5","6.7","6.6",
"Men+Women","Public Worker","Jeju","Donation Count","Unit","1723","1749","1545","1566","2107","1874","1646","1551","1578","1707","1865","1883","2208","2058","2398","4067","3594","3459","3890",
"Men+Women","Public Worker","Jeju","Composition Rate[%]","%","5.4","5.9","5.6","4.8","5.7","4.9","4.8","4.9","4.6","4.6","4.6","5.3","5.8","6","6.7","9.8","8.6","8.3","8.3",
"Men+Women","Public Worker","Korean Red Cross 외","Donation Count","Unit","661","576","734","1154","1841","1835","2028","2131","2178","2336","1838","1965","1823","1718","1694","2867","2761","2631","2951",
"Men+Women","Public Worker","Korean Red Cross 외","Composition Rate[%]","%","1.3","1.1","1.2","1.4","1.7","1.2","1.2","1.2","1.1","1.1",".9",".9",".9",".9","1","1.6","1.6","1.3","1.3",
"Men+Women","Self-employed","Total","Donation Count","Unit","64503","59493","56445","58570","60943","59692","50378","49211","48006","49008","48173","48760","50821","52087","54438","64443","61846","62509","59383",
"Men+Women","Self-employed","Total","Composition Rate[%]","%","2.8","2.6","2.7","2.5","2.4","2.2","1.9","1.8","1.6","1.6","1.6","1.7","1.7","1.8","2","2.5","2.4","2.4","2.1",
"Men+Women","Self-employed","Korean Red Cross","Donation Count","Unit","62924","58041","54835","56460","58527","56752","47409","45760","44282","45215","45161","46000","48078","49477","51979","61593","59179","59459","56093",
"Men+Women","Self-employed","Korean Red Cross","Composition Rate[%]","%","2.8","2.6","2.7","2.5","2.4","2.3","1.9","1.8","1.6","1.6","1.6","1.7","1.8","1.8","2","2.5","2.4","2.4","2.2",
"Men+Women","Self-employed","Central Seoul","Donation Count","Unit","4535","5064","4513","4697","4846","5765","","","","","","","","5542","5780","6287","5795","5852","5463",
"Men+Women","Self-employed","Central Seoul","Composition Rate[%]","%","2.2","2.3","2.4","2.3","2.3","2.3","","","","","","","","2.1","2.3","2.8","2.7","2.6","2.3",
"Men+Women","Self-employed","Western Seoul","Donation Count","Unit","4412","4686","5048","5099","6029","2532","5676","5434","5087","5183","5491","5405","5538","","","","","","",
"Men+Women","Self-employed","Western Seoul","Composition Rate[%]","%","3.3","3.4","3.3","3","3.1","2.8","2.1","1.9","1.7","1.5","1.7","1.9","2","","","","","","",
"Men+Women","Self-employed","Southern Seoul","Donation Count","Unit","5598","6438","5987","6197","5735","5417","4768","4310","4047","3886","3684","3922","4096","4019","4113","4188","3955","3775","3867",
"Men+Women","Self-employed","Southern Seoul","Composition Rate[%]","%","3.1","3.4","3.5","3.3","2.8","2.5","2.2","1.9","1.7","1.7","1.6","1.7","1.7","1.7","1.9","2.2","2.2","2.1","2",
