"Gender","Blood Type","Donation Source","Category","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Men","Type AB","Ulsan","Donation Count[Unit]","Unit","7203","7365","5969","6280","6467","6089","5875","6529","6894","7728","8263","7842","7474","7776","8017","7586","7354","7467","8417",
"Men","Type AB","Ulsan","Composition Rate[%]","%","11.7","11.3","11.3","11.2","11.3","11.1","10.8","11.3","11.4","11.3","11.8","11.9","11.3","11.8","11.7","11.9","11.5","11.6","11.4",
"Men","Type AB","Gyeonggi","Donation Count[Unit]","Unit","13328","13210","11622","12810","14128","14291","14575","14840","16154","17573","18025","17745","18206","17947","18760","19922","19591","18211","19257",
"Men","Type AB","Gyeonggi","Composition Rate[%]","%","11.4","11.5","11.3","11.6","11.5","11.6","11.5","11.6","11.5","11.6","11.3","11.5","11.4","11.5","11.8","11.6","11.6","11.5","11.4",
"Men","Type AB","Gangwon","Donation Count[Unit]","Unit","8585","7701","6401","6996","7259","7460","8270","9681","10662","11440","13022","13679","14304","15322","14377","13454","12766","11275","12291",
"Men","Type AB","Gangwon","Composition Rate[%]","%","11.4","11.4","11.5","11.3","11.3","11.2","11.4","11.3","11.2","11.5","11.2","11.2","11.2","11.4","11.3","11.5","11.6","11.5","11.6",
"Men","Type AB","Chungbook","Donation Count[Unit]","Unit","6952","7021","6736","7513","8918","9319","8494","9281","8681","8497","8522","7647","8327","8256","7840","7294","7287","6950","7050",
"Men","Type AB","Chungbook","Composition Rate[%]","%","11.4","11.4","11.5","11.2","11.3","11.6","11.8","11.9","11.6","11.4","11.6","11.5","11.6","11.5","11.2","11.1","11.4","11.4","11.1",
"Men","Type AB","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","16112","13546","13499","15525","16148","17038","16783","17656","19249","19578","20676","19922","19596","20168","20193","20045","19263","19058","19431",
"Men","Type AB","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","11.5","11.6","11.7","11.7","11.6","11.4","11.6","11.6","11.8","11.5","11.4","11.6","11.3","11.3","11.4","11.7","11.5","11.5","11.5",
"Men","Type AB","Jeonbook","Donation Count[Unit]","Unit","11111","10311","8901","9580","10910","10946","10490","10778","11202","10450","11215","10433","10358","9416","9255","8780","8685","8037","8308",
"Men","Type AB","Jeonbook","Composition Rate[%]","%","11.6","11.6","11.8","11.7","11.9","11.6","11.5","11.7","11.7","11.6","11.8","11.9","11.9","11.4","11.4","11.5","11.4","11.6","11.4",
"Men","Type AB","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","15385","16663","14677","15499","16153","15245","14567","14414","15752","16685","16794","15753","17452","16901","16880","15307","15206","15118","15688",
"Men","Type AB","Gwangju/Jeonnaam","Composition Rate[%]","%","11.7","11.5","11.7","11.8","11.7","11.7","11.8","11.8","11.7","12","11.8","11.8","11.8","12","11.9","12","11.9","12.1","12.2",
"Men","Type AB","Gyeongnaam","Donation Count[Unit]","Unit","9785","9686","8509","9536","10663","10934","10353","10573","11777","12382","11651","11161","11565","11751","11215","11293","10602","10313","11351",
"Men","Type AB","Gyeongnaam","Composition Rate[%]","%","11.1","11.1","11.3","11.3","11.4","11.4","11.3","11.1","11.4","11.1","11","11.1","11.4","11.4","11.1","11.2","11.2","11.2","11.5",
"Men","Type AB","Jeju","Donation Count[Unit]","Unit","2808","2656","2403","2655","2846","2829","2449","2258","2378","2533","2723","2602","2873","2671","2842","3241","3426","3276","3628",
"Men","Type AB","Jeju","Composition Rate[%]","%","11.2","11.2","11.2","11.4","11.4","11.5","11.3","11","11.1","10.9","10.6","11","11.2","11","11.5","11.2","11.6","11.3","11.2",
"Men","Type AB","Korean Red Cross 외","Donation Count[Unit]","Unit","5221","5136","5501","7308","8941","11555","12430","13111","14514","14817","15574","16202","16185","15096","14054","13931","14224","16218","19319",
"Men","Type AB","Korean Red Cross 외","Composition Rate[%]","%","12.4","11.7","11.9","11.5","11.1","11.5","11.6","11.4","11.5","11.4","11.5","11.5","11.3","11.3","11","11.3","11.5","11.5","11.8",
"Men","RH(-)","Total","Donation Count[Unit]","Unit","6508","6719","6128","6418","6945","7424","7375","8071","8853","9525","9151","8473","8471","8552","8212","7956","8326","8048","8194",
"Men","RH(-)","Total","Composition Rate[%]","%",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",
"Men","RH(-)","Korean Red Cross","Donation Count[Unit]","Unit","6429","6611","6061","6262","6654","7016","6975","7657","8416","9057","8687","8015","7974","8070","7742","7517","7847","7528","7640",
"Men","RH(-)","Korean Red Cross","Composition Rate[%]","%",".4",".4",".4",".4",".4",".4",".4",".4",".4",".5",".4",".4",".4",".4",".4",".4",".4",".4",".4",
"Men","RH(-)","Central Seoul","Donation Count[Unit]","Unit","609","653","522","500","563","713","","","","","","","","841","736","676","729","732","728",
"Men","RH(-)","Central Seoul","Composition Rate[%]","%",".4",".4",".4",".3",".4",".4","","","","","","","",".4",".4",".4",".5",".5",".4",
"Men","RH(-)","Western Seoul","Donation Count[Unit]","Unit","459","504","540","480","571","263","791","864","985","1150","964","894","859","","","","","","",
"Men","RH(-)","Western Seoul","Composition Rate[%]","%",".4",".4",".5",".4",".4",".4",".4",".5",".5",".5",".4",".4",".4","","","","","","",
"Men","RH(-)","Southern Seoul","Donation Count[Unit]","Unit","585","609","532","576","590","672","636","855","885","797","786","759","804","751","600","547","567","562","519",
"Men","RH(-)","Southern Seoul","Composition Rate[%]","%",".4",".4",".4",".4",".4",".4",".4",".5",".5",".5",".5",".4",".4",".4",".4",".4",".4",".4",".4",
"Men","RH(-)","Eastern Seoul","Donation Count[Unit]","Unit","496","526","522","540","563","637","721","738","832","894","841","872","819","816","827","721","757","758","748",
"Men","RH(-)","Eastern Seoul","Composition Rate[%]","%",".3",".3",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".5",".5",".4",
"Men","RH(-)","Busan","Donation Count[Unit]","Unit","543","561","523","564","561","654","632","655","625","734","655","564","611","617","610","565","553","485","534",
"Men","RH(-)","Busan","Composition Rate[%]","%",".3",".3",".4",".4",".4",".4",".4",".4",".4",".5",".4",".4",".4",".4",".4",".4",".4",".4",".4",
"Men","RH(-)","Daegu/Gyeongbook","Donation Count[Unit]","Unit","572","571","549","551","568","609","575","676","683","784","760","678","694","674","670","548","714","677","755",
"Men","RH(-)","Daegu/Gyeongbook","Composition Rate[%]","%",".4",".4",".5",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".5",
"Men","RH(-)","Incheon","Donation Count[Unit]","Unit","294","309","356","337","323","406","516","554","657","608","614","472","487","510","458","556","536","517","498",
"Men","RH(-)","Incheon","Composition Rate[%]","%",".3",".4",".5",".4",".4",".4",".4",".5",".6",".5",".5",".4",".4",".5",".4",".5",".4",".4",".4",
"Men","RH(-)","Ulsan","Donation Count[Unit]","Unit","264","246","224","218","204","261","234","226","244","337","338","303","267","301","308","295","299","284","338",
"Men","RH(-)","Ulsan","Composition Rate[%]","%",".4",".4",".4",".4",".4",".5",".4",".4",".4",".5",".5",".5",".4",".5",".4",".5",".5",".4",".5",
"Men","RH(-)","Gyeonggi","Donation Count[Unit]","Unit","465","416","409","443","453","519","522","603","692","731","721","729","731","758","683","782","858","782","786",
"Men","RH(-)","Gyeonggi","Composition Rate[%]","%",".4",".4",".4",".4",".4",".4",".4",".5",".5",".5",".5",".5",".5",".5",".4",".5",".5",".5",".5",
"Men","RH(-)","Gangwon","Donation Count[Unit]","Unit","263","257","194","225","210","227","255","267","341","431","480","481","457","524","440","441","406","404","430",
"Men","RH(-)","Gangwon","Composition Rate[%]","%",".3",".4",".3",".4",".3",".3",".4",".3",".4",".4",".4",".4",".4",".4",".3",".4",".4",".4",".4",
"Men","RH(-)","Chungbook","Donation Count[Unit]","Unit","214","273","254","233","305","291","262","336","342","346","323","267","262","309","322","317","309","274","311",
"Men","RH(-)","Chungbook","Composition Rate[%]","%",".4",".4",".4",".3",".4",".4",".4",".4",".5",".5",".4",".4",".4",".4",".5",".5",".5",".4",".5",
"Men","RH(-)","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","462","451","439","436","563","593","622","644","697","696","718","651","655","673","696","773","782","742","721",
"Men","RH(-)","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%",".3",".4",".4",".3",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".5",".5",".4",".4",
"Men","RH(-)","Jeonbook","Donation Count[Unit]","Unit","309","264","265","305","292","306","346","378","418","437","417","351","343","348","320","286","292","233","249",
"Men","RH(-)","Jeonbook","Composition Rate[%]","%",".3",".3",".3",".4",".3",".3",".4",".4",".4",".5",".4",".4",".4",".4",".4",".4",".4",".3",".3",
"Men","RH(-)","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","480","495","391","443","445","422","441","414","471","506","466","448","522","472","516","443","513","498","449",
"Men","RH(-)","Gwangju/Jeonnaam","Composition Rate[%]","%",".4",".3",".3",".3",".3",".3",".4",".3",".4",".4",".3",".3",".4",".3",".4",".3",".4",".4",".3",
"Men","RH(-)","Gyeongnaam","Donation Count[Unit]","Unit","313","377","264","329","350","357","353","362","439","525","518","446","376","401","456","465","414","432","402",
"Men","RH(-)","Gyeongnaam","Composition Rate[%]","%",".4",".4",".4",".4",".4",".4",".4",".4",".4",".5",".5",".4",".4",".4",".4",".5",".4",".5",".4",
"Men","RH(-)","Jeju","Donation Count[Unit]","Unit","101","99","77","82","93","86","69","85","105","81","86","100","87","75","100","102","118","148","172",
"Men","RH(-)","Jeju","Composition Rate[%]","%",".4",".4",".4",".4",".4",".3",".3",".4",".5",".4",".3",".4",".3",".3",".4",".4",".4",".5",".5",
"Men","RH(-)","Korean Red Cross 외","Donation Count[Unit]","Unit","79","108","67","156","291","408","400","414","437","468","464","458","497","482","470","439","479","520","554",
"Men","RH(-)","Korean Red Cross 외","Composition Rate[%]","%",".2",".2",".1",".2",".4",".4",".4",".4",".3",".4",".3",".3",".3",".4",".4",".4",".4",".4",".3",
"Men","Type O","Total","Donation Count[Unit]","Unit","1644","1779","1632","1785","1906","2084","2049","2290","2492","2796","2693","2544","2569","2634","2466","2312","2303","2316","2419",
"Men","Type O","Total","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type O","Korean Red Cross","Donation Count[Unit]","Unit","1617","1756","1609","1724","1816","1943","1925","2189","2373","2676","2563","2412","2434","2507","2329","2194","2165","2180","2289",
"Men","Type O","Korean Red Cross","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type O","Central Seoul","Donation Count[Unit]","Unit","138","207","145","127","152","177","","","","","","","","282","263","249","236","220","227",
"Men","Type O","Central Seoul","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1","","","","","","","",".1",".1",".2",".2",".1",".1",
"Men","Type O","Western Seoul","Donation Count[Unit]","Unit","102","119","134","122","157","86","239","254","296","309","283","318","334","","","","","","",
"Men","Type O","Western Seoul","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".2","","","","","","",
"Men","Type O","Southern Seoul","Donation Count[Unit]","Unit","157","146","122","144","143","170","136","253","282","260","236","220","232","236","181","162","133","171","133",
"Men","Type O","Southern Seoul","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".2",".2",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type O","Eastern Seoul","Donation Count[Unit]","Unit","127","124","118","156","154","179","211","204","232","243","243","249","222","256","266","205","227","227","239",
"Men","Type O","Eastern Seoul","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type O","Busan","Donation Count[Unit]","Unit","154","146","142","190","169","186","177","181","150","218","184","137","186","188","157","117","158","151","127",
"Men","Type O","Busan","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type O","Daegu/Gyeongbook","Donation Count[Unit]","Unit","140","175","151","151","150","179","153","204","207","246","228","233","218","252","216","170","249","216","228",
"Men","Type O","Daegu/Gyeongbook","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".1",".1",
"Men","Type O","Incheon","Donation Count[Unit]","Unit","77","90","101","100","94","125","143","156","123","151","180","139","120","142","120","155","117","135","134",
"Men","Type O","Incheon","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type O","Ulsan","Donation Count[Unit]","Unit","71","69","75","72","58","80","80","90","90","121","132","113","113","112","102","104","92","97","99",
"Men","Type O","Ulsan","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".2",".1",".2",".2",".2",".2",".2",".1",".2",".1",".2",".1",
"Men","Type O","Gyeonggi","Donation Count[Unit]","Unit","129","127","133","133","133","154","124","167","191","238","217","195","267","265","243","231","232","258","258",
"Men","Type O","Gyeonggi","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".1",".1",".2",".2",".2",".1",".1",".2",".2",
"Men","Type O","Gangwon","Donation Count[Unit]","Unit","57","53","54","53","44","43","55","81","89","137","168","166","117","143","156","139","101","109","123",
"Men","Type O","Gangwon","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type O","Chungbook","Donation Count[Unit]","Unit","60","75","69","61","82","86","67","70","78","76","67","74","69","89","73","78","56","66","83",
"Men","Type O","Chungbook","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type O","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","129","121","121","135","179","176","188","161","212","205","194","194","171","164","192","209","205","196","262",
"Men","Type O","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",
"Men","Type O","Jeonbook","Donation Count[Unit]","Unit","81","58","58","75","65","94","124","128","142","147","121","105","95","88","64","77","81","73","76",
"Men","Type O","Jeonbook","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type O","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","109","118","101","97","118","100","109","105","103","157","152","140","159","138","139","120","128","131","124",
"Men","Type O","Gwangju/Jeonnaam","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type O","Gyeongnaam","Donation Count[Unit]","Unit","66","94","65","84","95","88","100","103","136","142","135","98","100","137","137","149","122","101","134",
"Men","Type O","Gyeongnaam","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type O","Jeju","Donation Count[Unit]","Unit","20","34","20","24","23","20","19","32","42","26","23","31","31","15","20","29","28","29","42",
"Men","Type O","Jeju","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".2",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type O","Korean Red Cross 외","Donation Count[Unit]","Unit","27","23","23","61","90","141","124","101","119","120","130","132","135","127","137","118","138","136","130",
"Men","Type O","Korean Red Cross 외","Composition Rate[%]","%",".1",".1","-",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type A","Total","Donation Count[Unit]","Unit","2255","2460","2255","2201","2373","2404","2468","2709","3145","3155","3140","2697","2755","2884","2776","2779","2822","2783","2780",
"Men","Type A","Total","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type A","Korean Red Cross","Donation Count[Unit]","Unit","2239","2393","2227","2148","2278","2269","2318","2551","2986","2983","2961","2525","2569","2718","2609","2612","2654","2581","2562",
"Men","Type A","Korean Red Cross","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type A","Central Seoul","Donation Count[Unit]","Unit","228","189","180","184","197","231","","","","","","","","249","261","224","229","245","222",
"Men","Type A","Central Seoul","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1","","","","","","","",".1",".1",".1",".1",".2",".1",
"Men","Type A","Western Seoul","Donation Count[Unit]","Unit","166","223","223","172","199","70","250","304","345","440","347","265","228","","","","","","",
"Men","Type A","Western Seoul","Composition Rate[%]","%",".1",".2",".2",".1",".1",".1",".1",".2",".2",".2",".1",".1",".1","","","","","","",
"Men","Type A","Southern Seoul","Donation Count[Unit]","Unit","177","235","219","209","200","258","246","279","309","233","264","192","228","219","160","184","189","209","182",
"Men","Type A","Southern Seoul","Composition Rate[%]","%",".1",".2",".2",".1",".1",".2",".2",".2",".2",".1",".2",".1",".1",".1",".1",".1",".1",".2",".1",
"Men","Type A","Eastern Seoul","Donation Count[Unit]","Unit","170","186","191","182","203","187","221","237","282","282","267","294","286","251","263","287","276","281","270",
"Men","Type A","Eastern Seoul","Composition Rate[%]","%",".1",".1",".2",".1",".1",".1",".1",".1",".1",".1",".1",".2",".1",".1",".1",".2",".2",".2",".1",
"Men","Type A","Busan","Donation Count[Unit]","Unit","173","186","170","162","149","194","201","208","216","225","214","205","195","199","197","214","166","132","174",
"Men","Type A","Busan","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".1",".1",".1",
"Men","Type A","Daegu/Gyeongbook","Donation Count[Unit]","Unit","206","172","204","184","190","192","193","232","228","279","258","200","206","219","213","188","230","227","255",
"Men","Type A","Daegu/Gyeongbook","Composition Rate[%]","%",".1",".1",".2",".1",".1",".1",".1",".2",".1",".2",".1",".1",".1",".1",".1",".1",".1",".1",".2",
"Men","Type A","Incheon","Donation Count[Unit]","Unit","119","107","130","125","122","136","173","171","273","236","235","173","181","180","157","144","170","157","150",
"Men","Type A","Incheon","Composition Rate[%]","%",".1",".1",".2",".1",".1",".1",".2",".1",".2",".2",".2",".2",".2",".2",".1",".1",".1",".1",".1",
"Men","Type A","Ulsan","Donation Count[Unit]","Unit","68","88","68","60","55","58","56","55","74","93","84","83","73","99","112","115","110","102","130",
"Men","Type A","Ulsan","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".2",".2",".2",".2",
"Men","Type A","Gyeonggi","Donation Count[Unit]","Unit","176","148","141","158","170","178","182","211","253","235","249","208","199","219","218","254","288","254","240",
"Men","Type A","Gyeonggi","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".2",".2",".2",".2",".1",".1",".1",".1",".1",".2",".2",".1",
"Men","Type A","Gangwon","Donation Count[Unit]","Unit","102","102","68","81","66","80","83","76","102","108","130","140","166","199","140","141","140","124","143",
"Men","Type A","Gangwon","Composition Rate[%]","%",".1",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type A","Chungbook","Donation Count[Unit]","Unit","77","105","102","91","113","92","109","136","136","136","138","90","82","114","127","121","111","104","105",
"Men","Type A","Chungbook","Composition Rate[%]","%",".1",".2",".2",".1",".1",".1",".2",".2",".2",".2",".2",".1",".1",".2",".2",".2",".2",".2",".2",
"Men","Type A","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","151","164","176","160","202","200","220","231","234","212","250","232","245","292","277","291","305","258","227",
"Men","Type A","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%",".1",".1",".2",".1",".1",".1",".2",".2",".1",".1",".1",".1",".1",".2",".2",".2",".2",".2",".1",
"Men","Type A","Jeonbook","Donation Count[Unit]","Unit","131","136","123","103","116","82","105","124","157","153","172","130","127","146","131","108","90","76","92",
"Men","Type A","Jeonbook","Composition Rate[%]","%",".1",".2",".2",".1",".1",".1",".1",".1",".2",".2",".2",".1",".1",".2",".2",".1",".1",".1",".1",
"Men","Type A","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","160","196","123","152","152","156","139","142","172","155","153","132","174","161","166","136","157","184","171",
"Men","Type A","Gwangju/Jeonnaam","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type A","Gyeongnaam","Donation Count[Unit]","Unit","94","118","84","98","111","117","115","117","170","168","177","144","154","142","152","171","139","155","128",
"Men","Type A","Gyeongnaam","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".2",".2",".2",".1",".2",".1",".1",".2",".1",".2",".1",
"Men","Type A","Jeju","Donation Count[Unit]","Unit","41","38","25","27","33","38","25","28","35","28","23","37","25","29","35","34","54","73","73",
"Men","Type A","Jeju","Composition Rate[%]","%",".2",".2",".1",".1",".1",".2",".1",".1",".2",".1",".1",".2",".1",".1",".1",".1",".2",".3",".2",
"Men","Type A","Korean Red Cross 외","Donation Count[Unit]","Unit","16","67","28","53","95","135","150","158","159","172","179","172","186","166","167","167","168","202","218",
"Men","Type A","Korean Red Cross 외","Composition Rate[%]","%","-",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type B","Total","Donation Count[Unit]","Unit","1798","1760","1577","1689","1863","2045","1992","2236","2272","2483","2274","2148","2183","2043","2051","2059","2090","2005","2015",
"Men","Type B","Total","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type B","Korean Red Cross","Donation Count[Unit]","Unit","1778","1746","1562","1657","1787","1949","1900","2119","2155","2349","2160","2054","2076","1935","1962","1954","1966","1880","1871",
"Men","Type B","Korean Red Cross","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type B","Central Seoul","Donation Count[Unit]","Unit","174","192","147","128","149","216","","","","","","","","198","150","145","162","193","193",
"Men","Type B","Central Seoul","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1","","","","","","","",".1",".1",".1",".1",".1",".1",
"Men","Type B","Western Seoul","Donation Count[Unit]","Unit","115","106","108","123","137","68","200","213","233","279","247","192","207","","","","","","",
"Men","Type B","Western Seoul","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1","","","","","","",
"Men","Type B","Southern Seoul","Donation Count[Unit]","Unit","175","161","147","157","179","177","172","223","212","205","206","239","231","172","149","117","128","109","133",
"Men","Type B","Southern Seoul","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type B","Eastern Seoul","Donation Count[Unit]","Unit","139","154","143","150","151","211","220","237","246","284","257","234","234","229","232","178","193","188","168",
"Men","Type B","Eastern Seoul","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type B","Busan","Donation Count[Unit]","Unit","136","152","151","145","169","181","182","179","192","195","149","134","181","175","176","176","142","125","114",
"Men","Type B","Busan","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type B","Daegu/Gyeongbook","Donation Count[Unit]","Unit","139","154","138","161","160","155","167","177","181","174","158","137","170","131","163","139","172","179","181",
"Men","Type B","Daegu/Gyeongbook","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type B","Incheon","Donation Count[Unit]","Unit","75","80","97","87","68","90","136","170","196","157","139","106","142","133","143","192","171","165","149",
"Men","Type B","Incheon","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".2",".1",".1",".1",".1",".1",".1",".2",".1",".1",".1",
"Men","Type B","Ulsan","Donation Count[Unit]","Unit","104","71","64","63","61","93","66","53","42","77","75","80","54","54","62","51","62","49","62",
"Men","Type B","Ulsan","Composition Rate[%]","%",".2",".1",".1",".1",".1",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type B","Gyeonggi","Donation Count[Unit]","Unit","99","88","100","113","106","123","153","164","165","182","191","229","186","185","173","213","211","192","219",
"Men","Type B","Gyeonggi","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type B","Gangwon","Donation Count[Unit]","Unit","81","77","52","61","75","68","84","78","99","127","121","130","117","133","93","122","116","123","124",
"Men","Type B","Gangwon","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type B","Chungbook","Donation Count[Unit]","Unit","53","60","38","37","86","95","66","100","85","93","86","78","95","89","101","95","99","51","98",
"Men","Type B","Chungbook","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".1",".2",
"Men","Type B","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","130","130","95","101","133","145","142","189","183","206","192","148","161","149","159","195","170","173","144",
"Men","Type B","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type B","Jeonbook","Donation Count[Unit]","Unit","78","56","64","78","67","94","77","103","83","101","80","78","86","73","82","73","83","66","62",
"Men","Type B","Jeonbook","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type B","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","140","136","125","145","137","107","136","123","134","128","102","105","117","104","120","122","137","104","83",
"Men","Type B","Gwangju/Jeonnaam","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type B","Gyeongnaam","Donation Count[Unit]","Unit","105","107","71","89","86","102","80","88","89","122","133","142","75","82","125","105","94","129","101",
"Men","Type B","Gyeongnaam","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type B","Jeju","Donation Count[Unit]","Unit","35","22","22","19","23","24","19","22","15","19","24","22","20","28","34","31","26","34","40",
"Men","Type B","Jeju","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
"Men","Type B","Korean Red Cross 외","Donation Count[Unit]","Unit","20","14","15","32","76","96","92","117","117","134","114","94","107","108","89","105","124","125","144",
"Men","Type B","Korean Red Cross 외","Composition Rate[%]","%","-","-","-",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",
